,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,FSRQness
0,-0.11734846258854874,-0.003063592996284321,-0.8395990505168598,-0.15146815553383544,-0.5173945538513149,-0.017146946484730086,-0.25469741263111423,-0.5439111259289472,-0.2645631634747818,-0.5237489198478162,-0.15060294206821173,-0.24179518571806052,-0.054156734010352786,1.5122592108650263,-0.1507524168610367,-0.26961544893246975,0.12803649515376483,0.47466179077429244,-0.594945686616878,-0.8867263535689901,-0.15091710204994221,-0.25391336262673064,0.6295163227059668,-0.04158250904062212,-0.5887653864679342,-0.4582970892808352,0.017727598712935246,-0.9302232892756885,-0.33324862086757817,-0.10660137729602563,0.7677068635489077,-0.5501137401254476,-0.10124146425240045,-0.25215453800764115,-0.21455070149756067,-0.23337251366242914,-0.27987196338711423,-0.28300929088418675,-0.15640074534632326,Non-FSRQ
1,-0.6698219889819226,-0.6838294330718874,1.2222368876273086,0.5767326168938121,0.24308234646016533,-0.48302831327446144,-0.002010222782491212,0.15962274948089095,-0.00546641925101118,-0.09010796037658268,-0.1176965649976417,-0.16224968204287163,-0.21990196848021953,-1.0118938942104887,-0.11904454478101933,-0.18317283631161196,-0.03377367196540637,-0.754816602645394,-0.46519416382145357,-0.26592181120697755,-0.11897206491586201,-0.17458806349633468,0.3688632668806996,-0.6932210318640173,-0.4410192808515941,-0.45290810802697035,0.017727598712935246,-0.3159042187806202,-0.025835416217140538,-0.10697520574329704,-0.49633605438113426,-0.6171522243189851,-0.10124146425240045,-0.11163969309443648,-0.017855022298753454,-0.03111708636403662,0.10184072372434136,-0.08196182045272786,-0.055814162042108394,Non-FSRQ
2,-0.44255029110757255,-0.40398900103595914,-1.113635790659294,0.543163077739346,0.5676468055760551,-0.8647408352082286,0.044447369500315956,0.286975541367427,0.3203436608374806,0.2745575895038825,1.3132572768660804,2.157040655176585,1.5418040097831536,-1.4100597378064412,1.3822715688401743,2.5353983270569076,1.2593171538592545,-0.9149202314329656,0.11168891214874954,1.6133660039645223,1.3798423918640637,2.3235056409101693,0.8043462880551111,-0.7832923453092226,1.0409073440797234,-0.05905872602014079,0.017727598712935246,1.6055750768377615,0.8426348400105408,0.6985551081778318,2.5249861158226428,-0.5603489308083269,-0.10124146425240045,0.7644850416516881,0.47865741071238443,0.1476862227469409,-0.2086131896008275,-0.31252033803185586,-0.2115983842115344,FSRQ
3,0.056338910667697036,-0.03804376698296227,0.8471701865158104,0.7497448571514446,-0.21949680926638176,0.4557621895562613,-0.20454991343538054,-0.5155876877143362,-0.2063137906074924,-0.43109906976193013,-0.15068959860711986,-0.25037134395554456,-1.262436316659149,-0.18080333910244073,-0.15083288832501932,-0.27813520291536564,-0.8790108598761653,-0.19181414948944586,-0.5924283584261377,-0.7849462664591325,-0.15097866725069556,-0.2614593555516701,-0.13109647003923475,-0.5003727730708497,-0.5779880494205711,-0.6251566560982209,0.017727598712935246,-0.7329366829309144,-0.3184816032674385,-0.10975474939714493,0.0468013613692114,-0.5923884244068316,-0.10124146425240045,-0.08076921436937975,-0.23897428223937037,-0.21930556854096525,-0.1572232586772333,-0.09909329318485839,0.16633172572638977,Non-FSRQ
4,-0.571891888297615,-0.6138693468778484,1.0049943555992094,-0.21602496160011622,-0.2156366057471348,0.8412970464959345,-0.2234976390719478,-0.6127170596496884,-0.22505011998799507,-0.5557488145672667,-0.15136010933263158,-0.25373682471484177,-1.3671261994745039,-0.21815758020628517,-0.1513237036285509,-0.28122065363484333,-1.1598994406130978,-0.10056008573630161,0.016033132770825388,0.06260593541709594,-0.15149600165962004,-0.26348682549571656,-0.8640401135782311,-0.07459660446411699,-0.3493834837872059,-0.4457513198939003,0.017727598712935246,0.12902179664917193,-0.33241782263530895,-0.11308112445198519,-0.31551020255958523,-0.5799666222876869,-0.10124146425240045,0.06815852233136925,-0.24920289164841128,-0.22258109474633567,-0.2158582928049649,-0.023166391761676747,-0.05200549775514537,Non-FSRQ
5,-0.6069989060893548,-0.6300139318112195,-0.7591874489292373,1.0286302593577776,-0.13479652109032272,0.6454263686201206,-0.19733340042444372,-0.45473068927916316,-0.1993201409440057,-0.43542375023734753,-0.15089918154525045,-0.25173810790315904,-1.223226220760972,-0.2837037233142131,-0.15094072585377064,-0.2794890422841882,-0.9734624281709928,-0.26061494723525425,-0.326889481197834,-0.3471548135101883,-0.1510989083296171,-0.2621265793374179,-0.4290195278651093,-0.3867924734992534,-0.47867776053948563,-0.5637763865650287,0.017727598712935246,-0.22282807680475628,-0.3059574601072644,-0.11704767638901406,-1.1037822749875839,1.7359381820703592,-0.10124146425240045,-0.2529555624632383,-0.2264301585351326,-0.2075949030852866,-0.1704122301252071,-0.04181758929538213,0.027729063425660772,Non-FSRQ
6,0.5774009105949701,0.8741288812181143,-1.3889846082169104,0.543163077739346,-0.5172995327002061,-0.028581594035068717,-0.25374120876489126,-0.5361341527402033,-0.2611954908808266,-0.3446312194782807,-0.15054168860906017,-0.24134953457102354,0.20203684927150356,2.300314050687482,-0.15093818020708125,-0.26311996417530575,-4.496378926440411,2.9269669210278426,4.989384976864276,-0.11291197853344989,-0.15076343793594107,-0.24673053415347992,-3.4401709113533587,-0.940106344915933,1.4635633701215378,0.12693964551259132,0.017727598712935246,-0.1435813219276914,-0.3301649426240118,-0.11778985255426105,-1.1037822749875839,1.7359379443523106,-0.10124146425240045,-0.03936027576432712,-0.2127918620855148,-0.2827257920083258,-0.20528838335421615,-0.2840051373333281,-0.21160706466921786,Non-FSRQ
7,0.08590260158987993,0.20143518090459506,-0.9492512344999815,0.8969343749825648,-0.18612110135582172,-0.5716651087527257,-0.16490422810739477,-0.20825114077290263,-0.23269778377707392,-0.5641891039720203,-0.13105202212797573,-0.15744070969038415,0.08549370663439879,-0.4017391112130944,-0.12707535130455522,-0.15149381977269882,-0.3042514172237937,0.013801609550320703,1.0739787857866026,0.7258919291208766,-0.1267377981987716,-0.1316647660410568,-1.4997750049417737,1.3150828195354496,1.8317876337434935,1.597559296428139,0.017727598712935246,0.6818681846785771,-0.28466247276774853,-0.08445102419629508,1.0677394769102448,-0.583892229206019,-0.10124146425240045,-0.2532595355744003,-0.1700713784651589,-0.14846289117132705,-0.19294716163226322,-0.2771337715625671,-0.21156277088975017,Non-FSRQ
8,1.1631335593154333,0.637340762930948,0.5077170152449841,0.02670862920909958,-0.447714617307497,-0.49646183857918824,-0.2587893197746441,-0.8058352695479226,-0.26307473515224716,-0.7524288674074339,-0.14572482768269016,-0.20637267691369696,0.4920074531218835,1.0962319772032798,-0.14622195538546873,-0.23507392993795986,0.5645980628277797,0.3696218580397034,-0.5892279080346261,-0.8478150920952644,-0.1459768060551129,-0.21833024388408717,0.43398535958868273,0.7435003654161834,-0.202365582032102,0.34891605152277877,0.017727598712935246,-0.5522900189844554,-0.3039602906173212,-0.11894329535890462,-1.1037822749875839,1.7359381820703592,-0.07375439051614792,-0.24652032829991483,-0.23167557090086446,-0.23855506399388254,-0.25338313866966317,-0.31256956710347855,-0.2115896840691754,Non-FSRQ
9,-0.2540810424298692,-0.10800376591722873,-0.5777458863725504,0.6206312450188829,-0.26992082021837366,-0.3093512793141327,-0.20230909920369294,-0.44736586895659136,-0.2121324443819704,-0.5369791831217131,-0.14570590839538378,-0.22158782712767106,-0.28817679805265917,-0.15829928388166992,-0.14445236781007717,-0.23751302803090177,-0.33210376841902645,0.08257054186588703,0.7662656622122279,0.42436088628479207,-0.1446732595740318,-0.22102577185284497,-0.9088974825918497,0.5328334295905486,0.5589730966961621,0.45346873449593184,0.017727598712935246,0.3862332740060444,-0.283608642946453,-0.117800523550421,-1.1037822749875839,1.7359381820703592,-0.10124146425240045,-0.2533470869465263,-0.2013638373644677,-0.1708300897471875,-0.2059059517957512,-0.20108252606781893,-0.2116072825110983,Non-FSRQ
