,GLON,GLAT,proba_AGN,proba_PSR,label
2,111.004486,-30.771994,0.31216934064799706,0.6878306593520029,Otherlike
5,118.60844,5.282127,0.17884865182524123,0.8211513481747588,Otherlike
19,70.318275,-84.105675,0.7627236384599085,0.2372763615400915,Otherlike
28,303.44296,-53.33411,0.8932655168073355,0.10673448319266458,Otherlike
29,123.01039,1.8703632,0.8715830932217181,0.1284169067782819,Otherlike
57,132.83993999999998,-12.919026,0.5928825932261101,0.4071174067738899,Otherlike
67,134.92581,-7.630408999999998,0.10847549961941505,0.891524500380585,Otherlike
75,136.81866000000002,-3.1947489,0.5860851475924759,0.4139148524075241,Otherlike
77,133.35676999999998,5.912753,0.5871885040964501,0.41281149590354993,Otherlike
89,135.96774,6.464967700000001,0.6299801959994551,0.37001980400054496,Otherlike
124,141.52463,11.549909,0.521398320774503,0.47860167922549696,Otherlike
128,143.65476999999996,10.784216,0.8919346646185013,0.10806533538149865,Otherlike
130,164.09975,-8.490971,0.17299796250454524,0.8270020374954548,Otherlike
132,170.8893,-11.945811,0.6243174185692615,0.37568258143073857,Otherlike
152,295.53348,-29.492304,0.6567239530211624,0.34327604697883757,Otherlike
157,192.2091,-11.278744,0.35900559896886786,0.6409944010311321,Otherlike
163,215.56586,-22.109112,0.4939883570424918,0.5060116429575082,Otherlike
165,173.39816000000005,2.4336996,0.14912070684385514,0.8508792931561449,Otherlike
204,181.80165,8.147565,0.7305415531279078,0.26945844687209214,Otherlike
222,180.7958,17.265383,0.7425901462107322,0.25740985378926784,Otherlike
226,214.63525,3.169934,0.10097514301623456,0.8990248569837654,Otherlike
228,224.34828,-0.9154729,0.17716526147141864,0.8228347385285814,Otherlike
229,275.3795,-22.16661,0.10726903698061308,0.8927309630193869,Otherlike
232,225.89723,0.082016274,0.6831973931128756,0.3168026068871244,Otherlike
248,231.51855,5.0073667,0.8859367983580602,0.11406320164193987,Otherlike
249,254.56902,-7.9989777,0.7785232404079131,0.2214767595920869,Otherlike
252,258.43652000000003,-9.101469,0.5003246022211751,0.4996753977788248,Otherlike
259,230.85431,9.989528,0.8364112187451141,0.16358878125488582,Otherlike
267,268.33167000000003,-9.613656,0.250924791224838,0.749075208775162,Otherlike
276,276.2241,-11.749917,0.6339540913998664,0.36604590860013364,Otherlike
282,261.5513,0.97270805,0.18900427067799297,0.810995729322007,Otherlike
289,265.60712,-0.033795353,0.1301208541272313,0.8698791458727687,Otherlike
292,265.97812000000005,0.3271905,0.6259286001525544,0.3740713998474457,Otherlike
293,267.9374,-1.0268956,0.5403063038207578,0.4596936961792421,Otherlike
296,267.02725,-0.010822312,0.23871987725310118,0.7612801227468988,Otherlike
320,292.2483,-17.449461,0.21709182093532287,0.7829081790646771,Otherlike
329,269.93344,11.513521,0.3983736191295124,0.6016263808704876,Otherlike
331,264.38513,18.707705,0.7995745597959882,0.20042544020401182,Otherlike
337,149.18478000000005,46.906174,0.7096729918677009,0.290327008132299,Otherlike
349,281.41,3.197838,0.3980973260015135,0.6019026739984865,Otherlike
376,251.29851,54.3382,0.8952163800733818,0.10478361992661823,Otherlike
385,291.1699,-0.33157378,0.1535645191441768,0.8464354808558232,Otherlike
401,296.94165,-6.260113700000002,0.15524691607461616,0.8447530839253838,Otherlike
404,295.8423,2.219096,0.2655734031442428,0.7344265968557572,Otherlike
418,298.308,-2.2492628,0.12439779871329082,0.8756022012867092,Otherlike
419,299.0436,-6.4596033,0.2512377811841263,0.7487622188158737,Otherlike
421,296.79413,7.1539826,0.8393997300414049,0.16060026995859514,Otherlike
422,298.4117700000001,-1.8487557,0.7355504493479552,0.2644495506520448,Otherlike
423,297.66248,3.0545275000000003,0.17372602966823691,0.8262739703317631,Otherlike
433,298.60593,2.655687,0.14405917068875973,0.8559408293112403,Otherlike
434,293.20374,37.218723,0.49890823250258,0.50109176749742,Otherlike
441,185.42696,83.77291,0.784144182048965,0.21585581795103498,Otherlike
459,303.2183,-18.948784,0.2521533770877654,0.7478466229122346,Otherlike
460,304.9955700000001,15.58671,0.3965273075958493,0.6034726924041507,Otherlike
478,306.23532,-0.26012644,0.873174771178691,0.126825228821309,Otherlike
497,318.63535,33.097652000000004,0.8499205138674887,0.15007948613251135,Otherlike
505,322.35284,36.00356,0.22843094954740695,0.771569050452593,Otherlike
507,326.98172,45.06918,0.14013499499945947,0.8598650050005405,Otherlike
518,321.90488,29.759008,0.14793783410718886,0.8520621658928111,Otherlike
525,310.85782,-4.899744,0.4744603015779434,0.5255396984220566,Otherlike
526,314.56516,5.127897,0.12080996769644514,0.8791900323035549,Otherlike
538,313.7369700000001,-0.040543556,0.5170316466044479,0.4829683533955521,Otherlike
540,306.9985,-18.08328,0.1393154362980391,0.8606845637019609,Otherlike
542,340.8523600000001,47.846813,0.2979058216956596,0.7020941783043404,Otherlike
544,319.38885,7.682587599999999,0.7517174418250032,0.24828255817499673,Otherlike
547,330.8373,28.798138,0.25207180262288553,0.7479281973771145,Otherlike
551,61.958138,64.21431,0.8461329015662236,0.15386709843377647,Otherlike
554,317.5017,0.091335036,0.20809982229209012,0.7919001777079099,Otherlike
555,341.5064,39.35992,0.6552425454821285,0.3447574545178716,Otherlike
560,320.58353,4.212443,0.10631999036403383,0.8936800096359662,Otherlike
563,318.95035,0.029016169,0.16946673638059362,0.8305332636194064,Otherlike
567,322.9789,5.835338,0.4638482195798018,0.5361517804201982,Otherlike
568,319.49637,-0.38275993,0.15628119209944036,0.8437188079005596,Otherlike
571,320.56207,0.19531913,0.7430977018607418,0.25690229813925824,Otherlike
572,320.57114,-0.06245137,0.16655406653466742,0.8334459334653326,Otherlike
574,346.355,35.271126,0.8619885839663541,0.13801141603364586,Otherlike
578,320.9508,-0.5562225000000001,0.5038377256968234,0.49616227430317666,Otherlike
588,327.14264,5.651047,0.7561144512649516,0.2438855487350484,Otherlike
597,317.7071,-9.249748,0.5751206393011351,0.4248793606988649,Otherlike
611,344.7576,22.603516,0.335099394292911,0.664900605707089,Otherlike
615,330.7222,5.1089582,0.43154867937080643,0.5684513206291936,Otherlike
617,333.17844,7.9676557,0.1228809589777129,0.8771190410222871,Otherlike
621,323.5966,-4.837719,0.2727154045143123,0.7272845954856877,Otherlike
623,105.408806,39.204456,0.8988393342749044,0.10116066572509562,Otherlike
624,318.14056,-11.981888,0.6854018014853649,0.31459819851463516,Otherlike
634,333.4483600000001,2.7639558,0.592694094726274,0.40730590527372595,Otherlike
653,328.1972,-5.271107700000001,0.22861592204097492,0.7713840779590251,Otherlike
657,332.2804,-1.5072814,0.6987341060974599,0.30126589390254016,Otherlike
658,317.67804,-15.5117035,0.8613258349174301,0.13867416508256988,Otherlike
659,335.53635,1.6242988,0.3750100437926902,0.6249899562073098,Otherlike
661,337.36658,3.3590698,0.3046806565902248,0.6953193434097752,Otherlike
666,337.9752200000001,3.62773,0.3785305244469308,0.6214694755530692,Otherlike
667,341.18478,6.6912746,0.314702043319145,0.685297956680855,Otherlike
674,328.63168,-6.195918,0.8810696965387741,0.11893030346122588,Otherlike
682,61.751534,42.903423,0.826019137567522,0.17398086243247804,Otherlike
694,351.6116,11.295538,0.3809028245753652,0.6190971754246348,Otherlike
699,336.64355,-2.412195,0.1357244222021614,0.8642755777978386,Otherlike
701,342.71228,2.7486176,0.39482354498280714,0.6051764550171929,Otherlike
702,334.44235,-4.362953,0.1435477490802417,0.8564522509197583,Otherlike
703,340.81552,0.80478513,0.48113587047819606,0.5188641295218039,Otherlike
719,345.3499,2.281582,0.6029404321698522,0.3970595678301479,Otherlike
720,352.15524,7.651100599999999,0.8643498091997277,0.13565019080027235,Otherlike
721,14.976123,23.181635,0.8264084515612019,0.17359154843879807,Otherlike
723,331.6246,-8.8213825,0.5842559922266037,0.4157440077733962,Otherlike
724,345.826,2.2914202,0.23652348396727296,0.763476516032727,Otherlike
728,17.664564000000006,23.927761,0.3098740997304249,0.6901259002695751,Otherlike
733,335.93784,-6.218746,0.5563729889528375,0.4436270110471625,Otherlike
734,338.2998,-4.5099589999999985,0.28687731062021127,0.7131226893797887,Otherlike
735,340.72552,-2.7768900000000003,0.1390825769055366,0.8609174230944634,Otherlike
738,332.39505,-9.229002,0.8195437015594226,0.1804562984405774,Otherlike
743,339.16757,-4.699696,0.7423346032550555,0.25766539674494454,Otherlike
745,341.41403,-3.221086,0.1733382958400651,0.8266617041599349,Otherlike
747,346.039,0.23102646,0.1415011061447713,0.8584988938552287,Otherlike
748,341.8465,-2.992643,0.7706937229463983,0.22930627705360176,Otherlike
750,12.004873,17.805145,0.7073271608243108,0.29267283917568915,Otherlike
751,1.7542691000000004,10.944008,0.5629637448710318,0.4370362551289682,Otherlike
759,3.8427644,11.6571,0.2749037389285347,0.7250962610714653,Otherlike
761,8.504333500000001,13.857754000000002,0.8761352301963969,0.12386476980360303,Otherlike
766,345.99246,-2.2298715,0.8668795220705556,0.13312047792944434,Otherlike
770,344.25586,-3.593265,0.22339140696479476,0.7766085930352052,Otherlike
774,356.59756,4.6079870000000005,0.6716844823216879,0.32831551767831213,Otherlike
776,28.94247,23.41902,0.3749169746920791,0.6250830253079209,Otherlike
777,337.24417,-9.12776,0.36038090868660366,0.6396190913133963,Otherlike
781,354.60275,2.5378191,0.15849993683562735,0.8415000631643726,Otherlike
783,18.470137,17.479488,0.8423729740641895,0.15762702593581046,Otherlike
794,15.064913,14.149928,0.8214897760604671,0.1785102239395328,Otherlike
795,351.72815,-0.82850605,0.2330353706556475,0.7669646293443525,Otherlike
797,8.730694,10.187956,0.18459413496467203,0.815405865035328,Otherlike
800,346.6367,-4.647225,0.2078476944841704,0.7921523055158296,Otherlike
805,350.60367,-2.3134854,0.33519785550255876,0.6648021444974412,Otherlike
807,6.906386,8.046402,0.40717873255471415,0.5928212674452858,Otherlike
810,358.287,2.120605,0.412013629345897,0.587986370654103,Otherlike
817,17.421074,13.289512,0.874702214638601,0.12529778536139896,Otherlike
831,356.7841,-0.47562146,0.23152747937320417,0.7684725206267958,Otherlike
833,7.4154304999999985,6.0181146,0.7057043309733108,0.29429566902668924,Otherlike
835,354.69888,-2.025888,0.3428974554369377,0.6571025445630623,Otherlike
839,355.25107,-1.8643613,0.2627003174708823,0.7372996825291177,Otherlike
846,357.66074,-0.87427604,0.5728389931562137,0.42716100684378633,Otherlike
852,13.338002,8.452036999999999,0.15513402389791286,0.8448659761020871,Otherlike
859,2.840241,1.581523,0.10358877275336054,0.8964112272466395,Otherlike
865,357.28537,-2.2289596,0.47441934837681676,0.5255806516231832,Otherlike
868,40.729168,20.98126,0.3766175007145067,0.6233824992854933,Otherlike
871,23.01728,12.221404,0.8134428457480871,0.1865571542519129,Otherlike
874,9.02043,4.079134,0.4612158771384134,0.5387841228615866,Otherlike
880,358.41693,-2.6408026,0.8677900560045662,0.1322099439954339,Otherlike
882,346.9912,-9.316404,0.7318530342025904,0.26814696579740954,Otherlike
886,347.20233,-9.490864,0.12617906883747243,0.8738209311625276,Otherlike
889,358.3818,-3.2707272,0.1530933081745015,0.8469066918254985,Otherlike
890,351.3878,-7.5157027,0.8373508328066335,0.16264916719336658,Otherlike
892,355.2323,-5.632989,0.5231876619142324,0.4768123380857677,Otherlike
893,1.4090614,-2.1090379,0.620570977019413,0.379429022980587,Otherlike
894,359.16406,-3.4585013,0.8982495911615087,0.1017504088384913,Otherlike
895,2.558478,-1.5509824,0.2832044553870159,0.7167955446129841,Otherlike
896,332.98532,-17.186884,0.6461685382643089,0.35383146173569113,Otherlike
898,9.738242,2.3856268,0.13822558672038887,0.8617744132796111,Otherlike
903,15.576315,5.3025475,0.749174185666786,0.2508258143332141,Otherlike
907,1.4472839,-2.9222388,0.28991579572562587,0.7100842042743741,Otherlike
914,62.906784,25.052078,0.7489483581203196,0.25105164187968043,Otherlike
916,345.58994,-12.022354,0.5198271369632259,0.4801728630367741,Otherlike
917,3.2624865,-2.5582876,0.20682169781720594,0.7931783021827941,Otherlike
919,40.344883,16.915703,0.48861855202919546,0.5113814479708045,Otherlike
928,60.449486,23.66501,0.8954146517118238,0.10458534828817624,Otherlike
930,15.504191,3.4754187999999995,0.6099115642917236,0.39008843570827645,Otherlike
938,355.34348,-8.180953,0.878924862922675,0.12107513707732502,Otherlike
943,15.597787,2.339593,0.2958206900360516,0.7041793099639484,Otherlike
949,0.4777760999999999,-6.497667,0.26532076073308586,0.7346792392669141,Otherlike
951,55.24138000000001,20.195301,0.749562869875164,0.250437130124836,Otherlike
952,18.075785,2.7860203,0.32073343620964345,0.6792665637903565,Otherlike
955,2.1605515,-5.9517894,0.1437670707550136,0.8562329292449864,Otherlike
957,6.0880523,-3.961084,0.3305017331185127,0.6694982668814873,Otherlike
958,358.34506,-8.055587,0.26026294280074325,0.7397370571992568,Otherlike
959,88.24848,27.621536,0.8740309464132829,0.125969053586717,Otherlike
965,330.40344,-20.548433,0.5852550340789393,0.41474496592106075,Otherlike
976,41.25816,13.199313,0.6364367823868146,0.36356321761318544,Otherlike
984,0.7662464,-8.23293,0.6055069148836895,0.39449308511631054,Otherlike
987,19.619411,1.0969604,0.269936097110145,0.730063902889855,Otherlike
988,347.1098,-15.087724,0.7212681477439901,0.27873185225600994,Otherlike
996,1.6195136,-9.032752,0.4449536999439272,0.5550463000560728,Otherlike
998,4.7081037000000014,-7.5863667,0.22319295776092818,0.7768070422390718,Otherlike
1001,40.750946,10.5546,0.7018111139371146,0.29818888606288535,Otherlike
1005,351.5106,-14.503476999999998,0.185658178166751,0.814341821833249,Otherlike
1010,2.411349,-9.806819,0.36864811300345546,0.6313518869965445,Otherlike
1011,329.93393,-22.348944,0.35494851326445487,0.6450514867355451,Otherlike
1012,28.542376,3.3044167,0.3778551833841548,0.6221448166158452,Otherlike
1016,36.54833,6.634506699999998,0.16572659807427137,0.8342734019257286,Otherlike
1021,9.936137,-7.6437984,0.35594576771314146,0.6440542322868585,Otherlike
1024,0.93501914,-12.200508,0.7136243847596131,0.28637561524038696,Otherlike
1026,25.65043,-0.08675464,0.6870411585230258,0.3129588414769741,Otherlike
1030,16.445068,-5.3411803,0.17228077170895584,0.8277192282910442,Otherlike
1040,9.51765,-10.120241,0.10711696723408193,0.8928830327659181,Otherlike
1041,36.88621,3.5356374,0.8678800933831924,0.13211990661680761,Otherlike
1045,30.665327,0.0016002875,0.5589936298058296,0.4410063701941704,Otherlike
1046,1.109732,-14.298603,0.8980508166796975,0.10194918332030242,Otherlike
1049,31.54713,-0.14576794,0.14214395738782404,0.857856042612176,Otherlike
1052,39.45879,3.3015318,0.19621606180914763,0.8037839381908524,Otherlike
