,Source_Name,RAJ2000,DEJ2000,GLON,GLAT,PL_Index,LP_Index,PLEC_Index,Variability_Index,Conf_95_PosAng,Signif_Avg,PL_Flux_Density,LP_Flux_Density,PLEC_Flux_Density,Unc_Energy_Flux100,LP_SigCurv,PLEC_SigCurv,CLASS1,ASSOC1,PL_hr12,PL_hr23,PL_hr34,PL_hr45,PL_hr56,LP_hr12,LP_hr23,LP_hr34,LP_hr45,LP_hr56,PLEC_hr12,PLEC_hr23,PLEC_hr34,PLEC_hr45,PLEC_hr56,agnness,PSRness
2862,4FGL J1449.5+2746 ,222.3956,27.7686,41.22862,63.844223,1.5405064,1.1477827,0.27616298,1.6988025,44.61,4.9981236,-34.794315,-34.229294,-34.30156,-28.823156,0.6896551,0.75520575,rdg,B2 1447+27                  ,0.9847941253498831,0.9934240820494973,0.2221985178367518,0.4937110490354325,0.08559623053364673,0.9848350182639987,0.9934062729299982,0.22348790365188054,0.4926843058013521,0.08694290288179368,0.9847593546645138,0.9934391503704461,0.2211042212588205,0.4945808434822541,0.08445374936178836,AGN,Non-PSR
2863,4FGL J1449.7-0910 ,222.441,-9.1781,345.34683,43.736404,2.039894,0.0927807,7.026324e-05,1.2465892,1.71,4.82731,-31.840004,-32.02597,-31.754349,-28.433321,0.7705755,0.72784394,agn,1RXS J144942.2-091018       ,0.24896633827919923,-0.4500531705619672,0.6314345813877588,-0.020122040074385047,-0.9982584257598724,0.25014122974003794,-0.4510517616041766,0.6321873794456219,-0.021374484586934035,-0.9982540598512667,0.24933578751754312,-0.45036721129960955,0.6316713741778944,-0.020515775311901286,-0.9982570544794678,AGN,Non-PSR
2865,4FGL J1450.4+0910 ,222.6235,9.1818,6.02091,56.66165,2.4152825,2.3038766,2.0635016,4.0900726,-64.11,12.154157,-28.150583,-28.041534,-28.059204,-28.252153,0.31119052,0.5284387,fsrq,TXS 1448+093                ,-0.017361288433190937,-0.1161126074914987,-0.36007854391936367,-0.3126339522374599,-0.9995251146452371,-0.015945898889987608,-0.1175090790662212,-0.3588456908314647,-0.31391079039137654,-0.9995237683836985,-0.013239087965082913,-0.1201782056526211,-0.3564846787828798,-0.31634926376876565,-0.999521183388762,AGN,Non-PSR
2867,4FGL J1450.8+5201 ,222.7239,52.028,89.16825,56.54608,2.1873379,2.094552,1.8024056,2.127215,-40.26,20.21948,-29.22067,-29.09307,-29.109945,-28.19762,0.8956663,0.99472314,bll,SDSS J145059.99+520111.7    ,0.5596170614562492,-0.028290585799608758,-0.10402080966934274,-0.1056613356589655,-0.9999903770070796,0.5603116954931965,-0.029301693510259824,-0.10301970730854339,-0.10666183972149212,-0.9999903575126019,0.5621555193649318,-0.03199080102109812,-0.10035591196345081,-0.1093221057496117,-0.9999903054640275,AGN,Non-PSR
2868,4FGL J1451.4+6355 ,222.8554,63.9172,103.57622,48.455124,1.8054163,1.8258073,1.7501937,2.0386915,-12.5,11.102482,-32.368572,-32.40662,-32.34249,-28.664724,-0.90189505,-0.9445987,bll,RX J1451.4+6354             ,-0.11354313496886238,0.17534765311931008,-0.22158027703091276,0.23905177443281553,0.6233693238827183,-0.11370424215187587,0.17550582382892393,-0.2217354449276638,0.23920566202333757,0.6232695151798745,-0.11312563993758935,0.17493769152197094,-0.2211780694343536,0.23865299473642754,0.6236278330327458,AGN,Non-PSR
2869,4FGL J1451.5+1415 ,222.8878,14.2612,14.315998,59.217346,2.4993975,2.1933951,0.9609033,3.0496802,-59.39,8.5364275,-28.197298,-27.809088,-27.85928,-28.508495,1.2083303,1.2064353,bcu,4C +14.55                   ,0.6404311987820634,-0.07275316003847364,-0.5511543567354351,-0.999734186570253,0.9454781273105882,0.6426987908562497,-0.07658554465919525,-0.5484654811078339,-0.9997362272643924,0.9458854253454682,0.6467738584380123,-0.08351496556639233,-0.543570605811424,-0.9997398804403695,0.9466149854230981,AGN,Non-PSR
2872,4FGL J1453.0-1318 ,223.2597,-13.3118,342.89462,39.941853,2.1527457,2.143871,2.0487926,2.539713,-85.43,5.1446276,-31.185966,-31.168259,-31.151546,-28.324068,-1.9991851,-0.79323745,bcu,TXS 1450-131                ,0.999962376782907,-0.47280574632849454,0.013095422611418623,0.15360382885856322,0.21416134629784267,0.9999623841057029,-0.47288129596419026,0.01319270069731976,0.15350879106115717,0.21425421298145475,0.9999624593090671,-0.4736578034854315,0.014193090812169242,0.15253162684126081,0.21520869502036175,AGN,Non-PSR
2874,4FGL J1453.5+3505 ,223.392,35.0884,57.520203,62.79627,2.4972851,2.1174078,1.4916645,3.1421106,60.83,4.835247,-29.245396,-29.042278,-29.072865,-28.586164,0.3232753,0.5599223,fsrq,MG2 J145315+3506            ,-0.42956933653657,-0.1971882619949598,-0.19800067399759574,-0.9999231038449304,0.5548694034393028,-0.4257594298446167,-0.20166552461866621,-0.19351662597932265,-0.9999238175849724,0.5580882574665664,-0.4217165014057188,-0.20638811652179742,-0.1887690106097895,-0.9999245646686346,0.5614718043695573,AGN,Non-PSR
2875,4FGL J1454.0+4927 ,223.5246,49.4589,84.7401,57.577,2.6738944,2.5469224,2.0201807,3.1092196,-55.05,4.474689,-28.776619,-28.585363,-28.60701,-28.51098,0.13554454,0.3144136,bcu,87GB 145232.0+493854        ,-0.2199238202781305,-0.5622401971820263,-0.08823067534959733,-0.9697412543174972,-0.9999166451720659,-0.2181571743862143,-0.5635079320867827,-0.0863891466599589,-0.9698516572355155,-0.9999163352584335,-0.2120954201650192,-0.5678300490794725,-0.08007727790062619,-0.9702268038378542,-0.9999152649784636,AGN,Non-PSR
2876,4FGL J1454.1+1622 ,223.5443,16.3747,18.573746,59.641926,2.4420867,2.3327475,2.0316856,3.5469384,86.22,14.4157,-27.83379,-27.699894,-27.726906,-28.212435,0.7426189,0.81366795,fsrq,CLASS J1454+1623            ,-0.1763581499993606,-0.12894705859973513,-0.36835296632137216,-0.5774960119687471,-0.9981950249904922,-0.1749881644496098,-0.13033688011293543,-0.3671305260388975,-0.5784374451884081,-0.9981899192336297,-0.1717036988303205,-0.13366412171400413,-0.3641971073509184,-0.5806862413367598,-0.9981776301608561,AGN,Non-PSR
2877,4FGL J1454.1+2647 ,223.5482,26.7869,39.325027,62.71249,2.2614188,2.2160776,2.1168416,1.2029004,-69.41,5.101153,-30.619024,-30.562645,-30.571901,-28.55298,-1.1721853,-0.7165535,bcu,B2 1451+26                  ,0.005312283552277435,-0.08334098205981844,-0.22697970153895933,-0.2898103404076543,0.3035480509922821,0.0058440714327707595,-0.08386904889829398,-0.22647521604694473,-0.29029741599799846,0.3040307674989171,0.006947881915635366,-0.08496500853935024,-0.22542780265149068,-0.29130783942827554,0.3050321768116028,AGN,Non-PSR
2880,4FGL J1454.4-3744 ,223.6158,-37.7499,328.25034,19.000027,2.6363738,2.5947006,2.375789,3.865467,14.59,10.844839,-27.335394,-27.212343,-27.249815,-27.682577,0.58786285,0.45498103,fsrq,PKS 1451-375                ,0.07093000735784423,-0.29910676586538365,-0.48244690957150677,-0.9945890730659394,0.9882345127852336,0.07153761134149873,-0.29966273118935116,-0.48197822374696087,-0.9945956602624783,0.9882487898087373,0.07451663129379525,-0.3023863205815436,-0.4796756727870747,-0.994627848139881,0.9883185581077638,AGN,Non-PSR
2881,4FGL J1454.4+5124 ,223.625,51.409,87.66787,56.45126,2.0171268,1.9591392,1.8535182,5.508289,24.89,66.2192,-27.193964,-27.116102,-27.141619,-27.39778,1.5414922,1.6042261,bll,TXS 1452+516                ,0.11435615563373625,-0.007953242508810592,0.01934464517493513,-0.03672296023134666,-0.10695190133015654,0.11490411507982728,-0.008508470442813797,0.01989963670582679,-0.037277413444830765,-0.10640295760014151,0.11582536938433492,-0.009442088899119433,0.020832984078701926,-0.03820979430812564,-0.1054798010253525,AGN,Non-PSR
2882,4FGL J1454.7+5237 ,223.6774,52.6194,89.40656,55.72649,2.1973865,1.8380331,0.9545105,1.5847126,-73.7,6.4204755,-30.935156,-30.601557,-30.653666,-28.678394,0.7855378,0.78028077,bll,87GB 145311.3+524904        ,-0.772687725562448,0.4220560151816424,-0.32614611769343094,-0.280830204465538,-0.9956070086853142,-0.7712610797383536,0.4191498151836667,-0.3229872109138907,-0.2840793734031616,-0.9955759462010344,-0.7698454502359277,0.41627318899755317,-0.319862598251351,-0.28727962388258566,-0.9955450747737838,AGN,Non-PSR
2883,4FGL J1455.4-3654 ,223.8548,-36.9132,328.85568,19.640226,2.441308,2.4107444,2.2817795,2.4928048,40.66,6.245664,-29.492504,-29.427618,-29.450064,-27.88594,-0.33320004,-0.29048032,bcu,PKS 1452-367                ,-0.15316505596867153,-0.3709059115136784,-0.1337512905210935,0.09742732846469643,-0.9998690645536404,-0.15277014511150164,-0.3712546079839745,-0.1333541563857612,0.09702677420732528,-0.9998689586160541,-0.15118242447597371,-0.3726550021761909,-0.1317574378623752,0.09541656609155594,-0.9998685320068567,AGN,Non-PSR
2884,4FGL J1455.8-7601 ,223.957,-76.0179,310.35416,-14.971525,1.9157304,1.850357,1.5911543,1.8678632,-53.62,6.2954984,-32.50931,-32.335476,-32.368626,-28.4779,0.028841525,0.06603993,bcu,SUMSS J145543-760054        ,0.427290314523511,0.7020428558398202,-0.12906109097225102,0.29521946422979145,-0.4323490697121994,0.42775122730428733,0.7017567238772224,-0.12850640250395523,0.2947045103395941,-0.4318904075593461,0.42925740925872635,0.7008191359729705,-0.1266915216180387,0.2930188855108267,-0.43038838513700567,AGN,Non-PSR
2885,4FGL J1456.0+5051 ,224.0181,50.85,86.57789,56.558586,2.0574963,2.082991,2.1700602,2.052789,-32.58,4.6478686,-32.75737,-32.83153,-32.807465,-28.558544,-0.5635162,-0.5991384,bll,RGB J1456+508               ,0.9960809538189118,-0.09648241084242534,-0.15353537394495664,-0.4994557907091446,0.7381368659158047,0.9960788994848765,-0.09622228020010952,-0.1537917756007527,-0.4992586700185149,0.7380173305114989,0.9960715434151648,-0.09529190647159035,-0.15470840702325447,-0.4985534092043631,0.7375894877966389,AGN,Non-PSR
2888,4FGL J1457.3-4246 ,224.3437,-42.7755,326.2387,14.32528,2.5530949,2.5505939,2.5620985,2.5340402,76.69,6.7442007,-28.671824,-28.652899,-28.676485,-27.873981,-1.6927515,-2.5784178,bcu,2MASS J14572266-4248441     ,-0.057210988539121654,-0.5742354395754519,-0.08228145604672327,-0.41766218803293087,0.5097786321904927,-0.057175639929767486,-0.5742592094437868,-0.08224623131239066,-0.41769148124291916,0.5098048708134507,-0.05733872723106813,-0.5741495105317418,-0.08240878121579008,-0.417556358214675,0.509683739179994,AGN,Non-PSR
2889,4FGL J1457.4-3539 ,224.3657,-35.6527,329.8974,20.535393,2.3149548,2.1706524,1.9049945,7.890708,42.74,64.625755,-25.220009,-25.076529,-25.124022,-27.441647,2.247898,2.214015,FSRQ,PKS 1454-354                ,0.03281601415683302,-0.15105434308558083,-0.2348144917702107,-0.54160006276934,-0.5846482741728072,0.034511164951670975,-0.15271226885676267,-0.23321034103845356,-0.5427982273590173,-0.5835301705954568,0.03716653017056577,-0.15530797747484723,-0.23069466088909205,-0.5446709222361373,-0.581774032851196,AGN,Non-PSR
2890,4FGL J1457.8-4642 ,224.4722,-46.7023,324.40063,10.830863,1.8354273,1.8518074,1.7917517,2.3668075,87.61,5.5577703,-33.41346,-33.452034,-33.400272,-28.307478,-1.4952654,-1.7801398,bcu,PMN J1457-4642              ,-0.5695353918290399,0.49807568071731734,0.14057757798058768,-0.2554106545481144,0.7346773887012824,-0.569626953709988,0.4981775665982251,0.14044472155170667,-0.2552839591070635,0.734615014468076,-0.5692995503667424,0.49781320626868336,0.14091963312275643,-0.2557368207946548,0.7348379609096894,AGN,Non-PSR
2891,4FGL J1458.6+3722 ,224.6733,37.3726,61.938885,61.378197,2.1582923,2.0816693,1.8714426,3.043739,43.44,11.030206,-30.047344,-29.905806,-29.947584,-28.519787,0.46979085,0.45825154,bll,B3 1456+375                 ,0.9879259148552939,-0.021466553160421883,-0.04678972474163078,-0.026257845556174077,-0.9998911823322153,0.9879456287216389,-0.022288116530008038,-0.0459695569219179,-0.027079183424455974,-0.9998910033115882,0.9879932340537839,-0.02427756789237673,-0.0439830669644068,-0.029068144575149033,-0.9998905685446272,AGN,Non-PSR
2894,4FGL J1459.0+6129 ,224.7568,61.4919,100.04141,49.581505,2.3595245,2.3767953,2.4033556,1.6722658,53.65,4.669904,-30.383684,-30.473774,-30.39649,-28.81682,-0.29328763,-0.89077103,bcu,SDSS J145852.69+612813.8    ,-0.5651385877425079,-0.1021704979425868,0.0626627696193411,-0.3584066420685148,-0.9970581111843331,-0.5652887461345008,-0.10195212827566695,0.06244293807322004,-0.35821429985471465,-0.9970594075496264,-0.5655227924838132,-0.10161168541781625,0.06210027386209107,-0.35791437864933484,-0.9970614269351769,AGN,Non-PSR
2896,4FGL J1459.5-6053 ,224.8752,-60.8894,317.88593,-1.7915276,2.5062385,2.489597,1.7347568,2.099607,9.67,76.072235,-25.345327,-25.09804,-25.111885,-26.412867,2.835824,2.8443224,PSR,PSR J1459-6053              ,0.02578218003172052,-0.14731950349833645,-0.4013384234799647,-0.8327351603947369,-0.9994239222445314,0.02601133136470379,-0.1475438543039764,-0.40114600288326896,-0.8328054438963476,-0.9994236580614374,0.03400755475573771,-0.15536369837465863,-0.39440894646821667,-0.8352416988086286,-0.9994143610467048,Non-AGN,PSR
2897,4FGL J1459.5+1527 ,224.8875,15.4643,18.10776,58.080135,2.1622918,2.1008935,2.0748105,2.6974225,24.74,6.3616076,-30.64772,-30.581038,-30.620768,-28.458738,-0.66721255,-0.87667084,bcu,MG1 J145921+1526            ,0.10233281058663843,0.25328271080617476,-0.139165072766182,-0.477057470968956,0.2792611658664457,0.1029905882916643,0.2526604607354121,-0.13851314591249833,-0.47757074896573504,0.2798739480112267,0.10326029147745894,0.2524052425229126,-0.13824574123609928,-0.47778115711985963,0.28012517785157987,AGN,Non-PSR
2900,4FGL J1500.7+4752 ,225.1837,47.8716,81.16168,57.422394,2.4089315,2.374851,2.1173813,1.4818048,14.53,10.023227,-29.17182,-29.087198,-29.084904,-28.165747,0.11962468,0.41627306,bll,TXS 1459+480                ,-0.3129973113133735,-0.038182868194376,-0.33427844585956934,-0.32384905122154223,-0.9992760755860212,-0.3125986278165934,-0.038624132151555024,-0.33388587566771094,-0.32424452167293605,-0.9992754358054285,-0.3098587569210826,-0.04165300388010766,-0.33118757279253874,-0.32695663507455985,-0.999271027788948,AGN,Non-PSR
2901,4FGL J1500.9+5528 ,225.2271,55.4724,92.421555,53.2962,2.1268723,1.908,0.22598413,2.0920413,-20.61,7.9802666,-31.142143,-30.6873,-30.694414,-29.076044,1.245847,1.2775382,bll,FIRST J150106.2+552750      ,0.9982783873356752,0.47169178158175107,0.19799695388874444,-0.999673380728609,-0.0372195047626265,0.9982857737720247,0.4700171152425476,0.20006340656371133,-0.9996747830139644,-0.035070680081916356,0.998289552587012,0.46915630715139345,0.20112331071594192,-0.9996755004270572,-0.033967624200424026,AGN,Non-PSR
2903,4FGL J1501.0+2238 ,225.2567,22.6364,31.447752,60.351482,1.9726495,1.914425,1.8044847,4.2311854,-47.96,29.918041,-28.897196,-28.80757,-28.832615,-27.881313,0.76682913,0.89537174,bll,MS 1458.8+2249              ,0.1316207305807109,0.1045595868125143,0.0030402025392510463,0.01341197388171988,-0.06147684668437531,0.13214573242427227,0.10403105573136066,0.003574559572234628,0.01287773416209771,-0.06094454641702178,0.1330543120464296,0.10311616554911025,0.004499357399024364,0.011953056957085272,-0.06002311592078549,AGN,Non-PSR
2905,4FGL J1502.5+5552 ,225.6257,55.8797,92.73668,52.87125,2.4685574,2.423011,2.2621543,3.8750958,25.09,12.028199,-28.212646,-28.100725,-28.136696,-28.373535,0.44686708,0.3901472,bcu,FIRST J150229.0+555204      ,0.06888703789792967,-0.2644079719287978,-0.22264652333387602,-0.3319508308896798,-0.9997320742002354,0.06949367604657442,-0.2649748456792317,-0.22206707177099802,-0.33249312311698986,-0.9997317474126413,0.0715058429985769,-0.2668540483763679,-0.22014378045158622,-0.33429053071334813,-0.9997306604292305,AGN,Non-PSR
2906,4FGL J1503.3+1651 ,225.8281,16.8614,21.220036,57.868935,1.9848753,2.0514317,1.8625835,1.7692989,28.26,5.1206903,-32.483135,-32.58243,-32.444267,-28.547417,-0.6530057,-0.9975044,bll,NVSS J150316+165116         ,-0.6256763532275261,-0.3493003211324439,-0.0670744134213596,0.5590900770756595,0.020960660741554456,-0.6260747685117245,-0.3487251018961566,-0.06772645622939061,0.5595402031527099,0.020305865436847665,-0.6250062824468363,-0.35026605012341766,-0.06597893823762935,0.558333213632828,0.022060464064566045,AGN,Non-PSR
2907,4FGL J1503.5+4759 ,225.8955,47.9959,80.95813,56.94207,2.1794767,2.1643424,2.1792142,2.9856527,55.63,17.211695,-29.554668,-29.530127,-29.5543,-28.195345,-0.6857356,-5.04656,bll,SDSS J150347.99+475930.9    ,0.06581367607729068,-0.0978908069799623,-0.15356002402741978,-0.15061729749621092,-0.021937941054208057,0.0659819216425708,-0.0980581799580982,-0.1533949991876731,-0.15078246489292896,-0.02176901628322367,0.0658165801499888,-0.09789371099652171,-0.15355716104822315,-0.1506201570714001,-0.021935000087120585,AGN,Non-PSR
2908,4FGL J1503.6-6427 ,225.91,-64.4517,316.5918,-5.145132,2.4966412,2.50642,2.326979,3.8567703,80.21,8.607475,-28.769644,-28.642656,-28.695763,-27.261778,0.40065882,-0.10996372,bcu,AT20G J150350-642539        ,0.2313720370452741,-0.5170475835537577,-0.06518934763062487,-0.8058475010292114,0.5727850231266798,0.23124419596583662,-0.5169486397572415,-0.06532377810987147,-0.8058001549222604,0.5726942906733641,0.23347731247430523,-0.5186762372656843,-0.06297296337993213,-0.8066264082774438,0.5742784950922164,AGN,Non-PSR
2910,4FGL J1503.7-1540 ,225.9252,-15.6832,343.7349,36.499973,1.806472,1.7091752,1.5001334,2.1712768,-23.86,23.454527,-30.348398,-30.196814,-30.22404,-27.731684,1.0053403,1.1723456,bll,RBS 1457                    ,0.6693633616295027,0.13364968070398942,0.22794609915996109,0.08248449013163976,0.1250531957560709,0.6697643561365318,0.13293573347996396,0.22863509415801095,0.08176254554346589,0.12576860042674848,0.6704567840405754,0.13170101165490608,0.2298257971367532,0.08051404822884471,0.12700526385771635,AGN,Non-PSR
2911,4FGL J1503.7-5801 ,225.9257,-58.0299,319.7238,0.46329004,2.519581,2.5496936,1.6154906,0.7973941,48.26,20.918013,-27.33107,-27.058983,-27.060514,-26.226572,1.8114437,1.738349,bcu,2MASS J15034786-5800524     ,0.32083216815508186,-0.09233102584931495,-0.4240847340649183,-0.561036374766032,-0.42525948827553767,0.3204522726877904,-0.09191122481034092,-0.42443194541311413,-0.5607461647508037,-0.42560626379061806,0.32907487332068797,-0.10146038281020424,-0.41649682174691116,-0.5673188085382133,-0.4176807173550882,AGN,Non-PSR
2912,4FGL J1504.4+1029 ,226.1033,10.4978,11.38644,54.583187,2.250185,2.1287882,1.984135,9.485236,86.47,202.62549,-22.91544,-22.81916,-22.859962,-26.871063,2.754136,2.7752597,FSRQ,PKS 1502+106                ,-0.013807169000166142,-0.13164980757308947,-0.22628553041905422,-0.3985170842360603,-0.6845913297559214,-0.012433590970316582,-0.13299953982644475,-0.22498167345618597,-0.3996720801010067,-0.6838606935637592,-0.010961777011576638,-0.1344452535396173,-0.22358365983446316,-0.4009082303566185,-0.6830763113745734,AGN,Non-PSR
2914,4FGL J1504.9+2027 ,226.2454,20.4509,27.858355,58.827206,2.292455,2.3197422,2.3621318,1.758209,-8.42,6.893618,-29.793926,-29.870495,-29.81951,-28.372562,-0.39062122,-0.31121135,bcu,NVSS J150503+202811         ,-0.006341112076737407,-0.2994973482895342,-0.09913882868899923,0.046237868196471674,-0.4820699515918308,-0.006676178283881859,-0.29919225528804877,-0.09947066487765673,0.04657228788573872,-0.4823271505319106,-0.007208639748208276,-0.2987073876224488,-0.09999781337770956,0.047103575484325214,-0.4827356752429971,AGN,Non-PSR
2915,4FGL J1505.0-3433 ,226.2581,-34.5546,331.91855,20.689777,2.2537549,2.1862514,1.9048613,3.5111344,-53.89,10.431703,-29.619421,-29.477379,-29.5024,-28.099922,0.5800714,0.62782836,bll,PMN J1505-3432              ,0.8310255715311586,-0.1026078390512905,-0.048630840683754,-0.25762667944387196,-0.9991611556325538,0.831267116851591,-0.1033807447059776,-0.047851406258957736,-0.2583559424082004,-0.9991598444687081,0.8321410777765301,-0.1061846766214337,-0.045022474527079435,-0.26099980175284965,-0.9991550692010909,AGN,Non-PSR
2919,4FGL J1505.5-8241 ,226.3769,-82.6996,307.24167,-20.977446,1.9340012,1.906163,1.7769893,2.21724,-85.94,7.973546,-32.063023,-31.985239,-31.994953,-28.397104,-0.44164884,-0.28702718,bcu,1RXS J150537.1-824233       ,0.9991337856635559,0.4108261075806309,-0.27821647386950715,0.4269928840340662,-0.07737939070715642,0.9991342177425397,0.41061860810684636,-0.2779861230944862,0.4267887406844015,-0.07713128719290034,0.9991360596078622,0.4097325325993011,-0.2770028624926425,0.42591709563739594,-0.07607218688876777,AGN,Non-PSR
2920,4FGL J1506.1+3731 ,226.5347,37.5183,61.657764,59.899635,2.485867,2.3854795,2.2186391,7.293298,39.32,61.541885,-24.314178,-24.227158,-24.259657,-27.888676,1.7755215,1.7776151,fsrq,B2 1504+37                  ,-0.20238196051038365,-0.2858254051101583,-0.39190195500345526,-0.5799795517466317,-0.9999237325322158,-0.20110061549445693,-0.2870515288288949,-0.3907707973784462,-0.580865269656787,-0.9999235285269547,-0.19913950291319926,-0.28892502423604627,-0.3890384374041629,-0.582217308363944,-0.9999232154504772,AGN,Non-PSR
2921,4FGL J1506.4-0540 ,226.6188,-5.6761,352.8557,43.724445,1.571863,1.5885993,0.92869765,2.2546363,84.53,4.400848,-34.94146,-34.655285,-34.656208,-28.566334,-0.1466105,-0.12834854,bll,NVSS J150637-054006         ,-0.9999132110571379,0.9995637767156651,0.31241876071447,0.0889698668194588,0.39535487169659334,-0.9999132278343958,0.9995638610346214,0.312331497918398,0.08906579361724778,0.39527327553013475,-0.9999129301405363,0.9995623649909815,0.31387615920349843,0.0873666083109494,0.39671724406245273,AGN,Non-PSR
2922,4FGL J1506.4+4331 ,226.6221,43.5257,72.92665,58.265545,2.1461933,2.1430268,2.0258224,2.5976279,-37.1,4.727814,-31.85254,-31.852798,-31.812963,-28.591494,-2.5579827,-1.0756496,bll,NVSS J150617+433413         ,0.9736024621473607,0.2943090654652316,-0.17419643320876446,-0.07375537898532453,0.05851358886702271,0.9736042676270874,0.2942774322253501,-0.17416286140295387,-0.073789850649183,0.05854816414174873,0.9736678136768135,0.2931614984091651,-0.17297838037588378,-0.0750043608978902,0.0597651799728383,AGN,Non-PSR
2924,4FGL J1506.6+0813 ,226.6741,8.2256,8.724115,52.851307,1.7470158,1.5444394,1.3963113,3.4450002,17.69,26.57535,-29.965662,-29.818668,-29.875772,-27.675371,1.2396245,1.2828307,bll,PMN J1506+0814              ,0.3617678531186651,0.2967238263868517,0.20900326159602464,0.1769703876062775,0.06022262561061757,0.3628950696790114,0.2955400579659138,0.21024384050234152,0.17571309552744427,0.06151540306370704,0.363500550317507,0.29490335714564053,0.2109103639319306,0.1750371133218257,0.06221019940948488,AGN,Non-PSR
2926,4FGL J1507.2+1721 ,226.8207,17.3519,22.771519,57.200287,1.7761533,1.4845282,0.8857578,3.1753633,49.02,13.221769,-31.445955,-31.114946,-31.173384,-28.195745,1.2445955,1.2971598,bll,NVSS J150716+172103         ,0.5684654529732658,0.5206381382991468,0.13027919717995995,0.3659659435858684,-0.44096587750825117,0.5696990813070553,0.5193069331402271,0.1320723340949323,0.3643847415242817,-0.4394949926986104,0.5704514309020846,0.5184924835610636,0.13316726937394063,0.3634177751675203,-0.4385952246876943,AGN,Non-PSR
2927,4FGL J1507.3-3710 ,226.8328,-37.1801,330.8815,18.209038,2.2061343,2.1315186,1.6632825,2.115152,-17.62,7.0288253,-30.156288,-29.947231,-29.969349,-28.231295,0.61699015,0.60716987,bcu,NVSS J150720-370903         ,0.8641426404938344,-0.4509080707038494,0.28926524543186605,-0.10578572646425217,-0.9995160003255282,0.8643530679570389,-0.45157027343944506,0.290026991096294,-0.10660784208882268,-0.9995151949742247,0.865384407832309,-0.45482227168374856,0.29377081289886575,-0.11065210103070637,-0.9995112114915922,AGN,Non-PSR
2928,4FGL J1507.3+3341 ,226.8351,33.6865,53.984673,60.114967,1.9639246,1.5948898,1.0946577,2.17496,-37.93,6.567968,-31.986353,-31.69645,-31.760124,-28.719507,0.5353058,0.5998893,bcu,87GB 150531.0+334938        ,-0.6060101950727612,0.5749657054432399,0.18355084278309572,0.06897340557631612,-0.9990083768142239,-0.604218053972522,0.5730698781069856,0.18628166159721476,0.06615881382215268,-0.9990027561326771,-0.6031186410785412,0.5719070520620044,0.1879508376431991,0.06443644356159442,-0.9989993018593607,AGN,Non-PSR
2930,4FGL J1508.4+7717 ,227.102,77.2929,113.97466,37.347652,2.397225,2.5489209,2.472055,2.8478634,36.63,5.943495,-30.128405,-30.331873,-30.14263,-28.69532,0.54123014,-1.2732522,bcu,NVSS J150811+771819         ,-0.6300156716318839,-0.017266503905426472,-0.1187541435242015,-0.09699278223581392,-0.015027883625459615,-0.6312574730056851,-0.015205268674919503,-0.12078636410208649,-0.09494998685651372,-0.01708909297937414,-0.6306153969632723,-0.01627169637943115,-0.11973509896513952,-0.09600698392874425,-0.01602270800480747,AGN,Non-PSR
2931,4FGL J1508.5-4951 ,227.1437,-49.8622,324.40158,7.2057667,2.7714999,2.815662,2.1346292,3.2215598,-73.29,14.688982,-26.36284,-26.10447,-26.137056,-27.170673,1.4609762,1.3513235,bcu,PMN J1508-4953              ,-0.3470473975093892,-0.45420191188297565,-0.5358152498489889,-0.827160475603534,-0.9802744610954561,-0.34766458430855934,-0.45364467394630065,-0.5363154036599499,-0.8269387025107537,-0.9803018587110238,-0.3395226930905419,-0.4609458942474001,-0.5297063677719752,-0.8298353755835673,-0.9799384615372952,AGN,Non-PSR
2934,4FGL J1509.4-5850 ,227.3646,-58.8431,319.9758,-0.6160439,2.4098792,2.3356874,1.2852899,2.3652208,-55.12,62.213753,-26.322683,-26.015379,-26.029028,-26.401731,2.8528128,2.869531,PSR,PSR J1509-5850              ,0.41150893283894674,0.10530253122363364,-0.23235388035634574,-0.7247480751622759,-0.9978352155393713,0.4122983341914132,0.10436225656293563,-0.2314542606342639,-0.7251991238308358,-0.9978310997789454,0.4191383475463026,0.09617628839767023,-0.22361330044936964,-0.7290959325062691,-0.9977949717736602,Non-AGN,PSR
2935,4FGL J1509.6-4334 ,227.4159,-43.5775,327.82428,12.513286,2.685522,2.8975642,1.3178091,2.4362783,-45.7,8.999084,-27.780527,-27.411196,-27.409477,-27.697018,1.3128768,1.2168839,fsrq,PMN J1509-4340              ,-0.12206576338135422,-0.4899139395058664,-0.5672054848136306,-0.9999408552278529,0.991109196689032,-0.12538025296188157,-0.48735160204986877,-0.5694842139182444,-0.9999404557339894,0.9910494099299202,-0.10921931005066382,-0.49974625329262173,-0.5583085820764884,-0.9999423755199285,0.991336747898354,AGN,Non-PSR
2936,4FGL J1509.7+5556 ,227.4408,55.9419,91.83941,52.011215,1.8415174,1.6671908,1.3009723,1.5359774,-56.8,17.403847,-31.21818,-31.017916,-31.041075,-28.401827,0.9040141,1.061925,bll,SBS 1508+561                ,-0.3914819743910533,0.07116101788899837,0.33586836509808676,0.053756959976475754,-0.6156091197066182,-0.3903837979813879,0.06987118849545056,0.33701791464473,0.05246427724483566,-0.6148034354391271,-0.38888155870870195,0.06810847626651796,0.3385869355754288,0.05069790915231239,-0.6137005908478649,AGN,Non-PSR
