,GLON,GLAT,proba_BLL,proba_FSRQ,label
373,218.5703,64.01834000000001,0.8300086241795953,0.16999137582040472,Otherlike
374,250.78244,53.57094,0.8982837310070747,0.1017162689929253,Otherlike
376,251.29851,54.3382,0.7435886631062127,0.2564113368937872,Otherlike
377,274.94977,31.031294,0.8959714988974508,0.10402850110254919,Otherlike
379,132.93782,41.9711,0.7570421695514424,0.2429578304485576,Otherlike
380,183.69153,65.99282,0.5319819582722747,0.4680180417277254,Otherlike
382,286.1453,10.611215,0.885529841558123,0.114470158441877,Otherlike
383,166.5196,63.465343,0.8108892000757385,0.18911079992426152,Otherlike
388,269.06296000000003,46.638348,0.8507929724551951,0.14920702754480486,Otherlike
389,276.49228,36.05591,0.8027405666309904,0.19725943336900964,Otherlike
391,263.40033,53.34739,0.7935464581750488,0.2064535418249512,Otherlike
393,272.94193,42.960064,0.6996800927844447,0.3003199072155553,Otherlike
396,211.51497,70.70778,0.5333745416371289,0.46662545836287106,Otherlike
398,293.2994,-0.6798978,0.8327853345712841,0.16721466542871585,Otherlike
401,296.94165,-6.260113700000002,0.87799917279179,0.12200082720821007,Otherlike
404,295.8423,2.219096,0.5697822749026833,0.4302177250973167,Otherlike
407,296.9778,-1.2074835,0.618265262085369,0.38173473791463103,Otherlike
409,296.39612,4.9595027,0.3617590461078244,0.6382409538921756,Otherlike
412,297.51788,-0.33813143,0.5213799278407789,0.47862007215922103,Otherlike
413,297.28384,1.1671392,0.8881938304565429,0.11180616954345712,Otherlike
416,288.62915,42.978966,0.8524811713691265,0.14751882863087357,Otherlike
418,298.308,-2.2492628,0.7711051472069257,0.22889485279307428,Otherlike
420,267.0914,71.774086,0.81381231393162,0.18618768606838,Otherlike
422,298.4117700000001,-1.8487557,0.8982620380894073,0.10173796191059267,Otherlike
423,297.66248,3.0545275000000003,0.6837992729932192,0.31620072700678087,Otherlike
424,298.26797,-0.33482808,0.6975732220148734,0.3024267779851266,Otherlike
425,297.9862,1.4679011,0.7932845081305319,0.20671549186946817,Otherlike
430,280.081,66.922195,0.8692616233791479,0.13073837662085214,Otherlike
431,287.23694,55.79061,0.5931089685150366,0.4068910314849635,Otherlike
432,290.17413,48.0283,0.7875451568440679,0.21245484315593205,Otherlike
433,298.60593,2.655687,0.6317270665894648,0.3682729334105353,Otherlike
435,290.01154,51.22011,0.4742914624001847,0.5257085375998153,Otherlike
438,294.63467,34.60864,0.3589756662384891,0.6410243337615109,Otherlike
440,126.23276,46.759975,0.43567044008817046,0.5643295599118295,Otherlike
442,298.80444,13.548377,0.15457970329031634,0.8454202967096837,Otherlike
444,297.39474,31.826675,0.8852811755785978,0.11471882442140223,Otherlike
445,299.7743,11.483131,0.5648712462319327,0.4351287537680673,Otherlike
446,300.85855,-2.4016714,0.4090763090665329,0.5909236909334671,Otherlike
447,284.45,75.76355,0.5210010413617159,0.4789989586382842,Otherlike
448,300.2163700000001,27.883093,0.4423797914556157,0.5576202085443843,Otherlike
453,303.2929,37.521362,0.6771262321304636,0.32287376786953637,Otherlike
455,121.12844,63.62399,0.6832735319621706,0.3167264680378295,Otherlike
456,303.55365,-0.7909165,0.7669904354231645,0.23300956457683547,Otherlike
457,121.78852,51.209465,0.7834839300687495,0.21651606993125055,Otherlike
462,311.8619700000001,68.308716,0.8513541082806139,0.1486458917193861,Otherlike
464,306.08945,22.177368,0.5927443480885617,0.40725565191143837,Otherlike
467,304.97964,0.40559182,0.7809482823920787,0.21905171760792128,Otherlike
468,122.022575,36.51014,0.809173873600579,0.190826126399421,Otherlike
469,305.30948,-0.1859734,0.7677491788525568,0.23225082114744316,Otherlike
471,305.74158,0.013987739,0.8542860574811191,0.14571394251888098,Otherlike
473,305.8591600000001,-0.55519617,0.7940815939903736,0.2059184060096264,Otherlike
474,308.5073,22.950409,0.3053203278451422,0.6946796721548578,Otherlike
476,307.92532,16.658659,0.7733017802844454,0.22669821971555457,Otherlike
477,306.0755,-1.4774823,0.4303981735584219,0.5696018264415781,Otherlike
479,307.9330700000001,8.308978999999999,0.8387415447009108,0.16125845529908928,Otherlike
480,82.31492,79.11867,0.833355905059312,0.16664409494068802,Otherlike
481,307.18915,0.04495845,0.769779326533747,0.23022067346625294,Otherlike
482,307.5635,1.3843493,0.8699397886643974,0.13006021133560267,Otherlike
483,311.39127,20.253325,0.7251179629132858,0.27488203708671416,Otherlike
484,310.97324,17.602787,0.7238087989655289,0.27619120103447115,Otherlike
485,312.0886799999999,23.158276,0.7269418139431993,0.2730581860568006,Otherlike
491,307.70444,-6.0708470000000005,0.6890117905083983,0.31098820949160166,Otherlike
493,105.52034,61.722496,0.7198140969491892,0.2801859030508108,Otherlike
494,117.39932,43.367226,0.8432183890692825,0.15678161093071755,Otherlike
495,303.73892,-24.231112,0.24187904402521188,0.7581209559747881,Otherlike
496,310.42673,3.5403957000000004,0.8994380088807808,0.10056199111921918,Otherlike
498,310.0007,0.34008345,0.28188700989313364,0.7181129901068664,Otherlike
499,308.9998,-5.691724,0.7482214358331793,0.2517785641668206,Otherlike
500,338.1584200000001,60.907547,0.8900081052743459,0.10999189472565411,Otherlike
501,310.73535,0.47756577,0.6109467157550948,0.38905328424490515,Otherlike
502,306.52612,-15.418786,0.8891915318062144,0.11080846819378566,Otherlike
503,311.10153,1.3609829,0.7428531261049283,0.2571468738950718,Otherlike
504,69.38544499999999,72.83014,0.5666390025797233,0.4333609974202767,Otherlike
506,311.24225,0.9047573,0.8355635344124768,0.16443646558752328,Otherlike
508,311.2188700000001,0.47369722,0.8797344927027771,0.12026550729722282,Otherlike
512,311.39774,-0.31940886,0.22741221553240176,0.7725877844675982,Otherlike
514,311.6595,0.2836073,0.3705909786744114,0.6294090213255886,Otherlike
515,312.01218,1.4167538999999998,0.8926347960268424,0.10736520397315759,Otherlike
516,326.36273,40.564663,0.8102723027560385,0.18972769724396152,Otherlike
517,333.05014,50.029423,0.6865284075229787,0.3134715924770213,Otherlike
518,321.90488,29.759008,0.7027861762974706,0.29721382370252936,Otherlike
521,322.5072,30.628622,0.4294348167607567,0.5705651832392433,Otherlike
522,319.3865,22.600672,0.8189985559823106,0.18100144401768936,Otherlike
526,314.56516,5.127897,0.778285400866743,0.22171459913325697,Otherlike
532,315.57663,6.720523,0.7375945610133331,0.2624054389866669,Otherlike
535,311.5033,-5.657828,0.5754160396665287,0.4245839603334714,Otherlike
539,312.37958,-4.4710540000000005,0.5638319888188141,0.4361680111811859,Otherlike
541,314.40128,-0.14765339,0.882761217993812,0.11723878200618798,Otherlike
544,319.38885,7.682587599999999,0.8747766929830777,0.12522330701692228,Otherlike
546,1.3000324,57.280407,0.6473630882033289,0.3526369117966711,Otherlike
547,330.8373,28.798138,0.6937164726403724,0.3062835273596276,Otherlike
549,312.05273,-9.76541,0.8854999276450265,0.11450007235497348,Otherlike
551,61.958138,64.21431,0.8551949493358834,0.14480505066411667,Otherlike
552,316.8286,0.11439446,0.7023395926313343,0.29766040736866567,Otherlike
553,317.8428,1.5231397,0.6479256953236361,0.3520743046763639,Otherlike
554,317.5017,0.091335036,0.39191402111738494,0.6080859788826151,Otherlike
556,327.8799,19.535645,0.862838730215947,0.13716126978405302,Otherlike
558,319.61862,2.9864678,0.7301453972974014,0.26985460270259864,Otherlike
559,327.20834,17.237053,0.6832003538298961,0.3167996461701039,Otherlike
563,318.95035,0.029016169,0.8218057415996198,0.17819425840038022,Otherlike
564,39.49923,61.36391999999999,0.8425166053041642,0.15748339469583578,Otherlike
567,322.9789,5.835338,0.6350340563801803,0.3649659436198197,Otherlike
570,342.0932,33.326,0.8088090490280044,0.1911909509719955,Otherlike
572,320.57114,-0.06245137,0.7201561575700377,0.2798438424299623,Otherlike
575,318.49292,-4.1896615,0.41279006150745856,0.5872099384925414,Otherlike
576,74.22780999999998,56.416077,0.6606966435811257,0.3393033564188744,Otherlike
577,329.23026,12.676535,0.7267834518665728,0.2732165481334273,Otherlike
582,332.7247,15.984339000000002,0.8790995310411364,0.12090046895886365,Otherlike
583,308.77588,-19.836657,0.6775940901023627,0.32240590989763734,Otherlike
588,327.14264,5.651047,0.5103511667148855,0.4896488332851145,Otherlike
590,321.24466,-3.3330832000000004,0.8969166820664273,0.10308331793357269,Otherlike
592,93.21616,48.081608,0.7073798140841578,0.2926201859158422,Otherlike
593,9.051523,45.405434,0.8670532948759806,0.1329467051240194,Otherlike
599,60.611286,54.025845,0.5863737886455156,0.41362621135448446,Otherlike
600,332.06348,9.858917,0.31675273214829236,0.6832472678517076,Otherlike
601,321.61105,-4.4745307,0.8876206383141786,0.11237936168582144,Otherlike
602,330.31924,7.176514599999999,0.6317391844033979,0.3682608155966021,Otherlike
603,321.18765,-5.2239227,0.8508291161226581,0.14917088387734193,Otherlike
604,10.868961,44.10242,0.8314590256984978,0.16854097430150217,Otherlike
605,17.846220000000006,47.05324,0.786612259950355,0.21338774004964497,Otherlike
608,323.38278,-3.1063666000000003,0.8007042162950049,0.19929578370499507,Otherlike
609,323.2735,-3.5253863,0.2657690623038992,0.7342309376961008,Otherlike
610,4.0895470000000005,38.886776,0.8480485275423867,0.15195147245761328,Otherlike
611,344.7576,22.603516,0.7300553606972537,0.2699446393027462,Otherlike
613,331.76645,7.0266714000000015,0.8015099862404493,0.19849001375955072,Otherlike
615,330.7222,5.1089582,0.6055874076042529,0.3944125923957471,Otherlike
617,333.17844,7.9676557,0.853967894786113,0.14603210521388701,Otherlike
620,334.5331700000001,8.582413,0.47823332817084474,0.5217666718291553,Otherlike
621,323.5966,-4.837719,0.4801607052892596,0.5198392947107404,Otherlike
627,335.24945,6.544758,0.8643633116682239,0.13563668833177617,Otherlike
631,331.96664,2.2187881000000003,0.8313503104721955,0.1686496895278044,Otherlike
633,12.428963,36.022476,0.8836219331999156,0.11637806680008443,Otherlike
634,333.4483600000001,2.7639558,0.5248397427582927,0.4751602572417073,Otherlike
635,331.0090600000001,-0.22677961,0.6523530354234564,0.3476469645765436,Otherlike
637,331.52353,-0.03662832,0.8168965166631037,0.18310348333689624,Otherlike
639,335.64978,4.302614,0.7088224767473452,0.2911775232526548,Otherlike
641,336.46,5.0755925,0.8433344067019324,0.15666559329806756,Otherlike
642,331.91165,0.11350931,0.594400807647222,0.40559919235277797,Otherlike
645,337.57724,5.326226,0.7220567553676628,0.2779432446323372,Otherlike
647,332.9368,0.3726569000000001,0.790280006530392,0.20971999346960798,Otherlike
649,336.2940700000001,3.4154315000000004,0.6502730837398965,0.3497269162601036,Otherlike
650,332.8082,-0.38626578,0.733292117187818,0.26670788281218205,Otherlike
653,328.1972,-5.271107700000001,0.7894258590115815,0.21057414098841848,Otherlike
656,350.65298,16.452876999999994,0.4729730008851478,0.5270269991148522,Otherlike
660,334.04327,0.09190126,0.8270362440956638,0.1729637559043362,Otherlike
669,353.4894,17.603794,0.5309145759660965,0.46908542403390346,Otherlike
671,338.41055,3.4546638,0.7127267117809962,0.2872732882190038,Otherlike
673,339.3115,4.3112082,0.8171498882672371,0.18285011173276292,Otherlike
674,328.63168,-6.195918,0.6438697873839543,0.35613021261604566,Otherlike
678,335.65576,0.15445924,0.6904522830524826,0.3095477169475174,Otherlike
680,344.96268,8.676667,0.32931444061409054,0.6706855593859095,Otherlike
683,339.9166,2.873995,0.887818373863063,0.11218162613693711,Otherlike
686,347.92654,9.845844,0.8748270159770639,0.12517298402293606,Otherlike
687,337.41437,0.03242511,0.4970781989867529,0.5029218010132471,Otherlike
688,50.50551,40.785038,0.6595221474209695,0.3404778525790305,Otherlike
689,352.5904,12.759099,0.8376789543064455,0.16232104569355452,Otherlike
690,330.56866,-6.5428624000000015,0.7518354098386866,0.24816459016131345,Otherlike
693,336.2056,-1.7956508000000002,0.8666241163113615,0.13337588368863854,Otherlike
694,351.6116,11.295538,0.4871194069692667,0.5128805930307333,Otherlike
696,32.23362,34.91679,0.7442638434332971,0.25573615656670284,Otherlike
702,334.44235,-4.362953,0.8333249750016671,0.1666750249983329,Otherlike
704,358.16394,14.909766,0.8758505435228602,0.12414945647713985,Otherlike
710,341.1548,0.038772736,0.8931106481251344,0.10688935187486563,Otherlike
711,329.92325,-9.155266,0.844496888646609,0.15550311135339098,Otherlike
713,341.5055,0.15195034,0.8921850704288794,0.10781492957112064,Otherlike
714,340.56934,-0.7372194999999999,0.7135420693106436,0.28645793068935643,Otherlike
716,341.80304,0.057707638,0.2611669260381211,0.7388330739618789,Otherlike
717,337.80655,-3.4246333,0.6006515408968667,0.39934845910313327,Otherlike
