,RAJ2000,DEJ2000,GLON,GLAT,PL_Index,LP_Index,PLEC_Index,Variability_Index,Signif_Avg,PL_Flux_Density,LP_Flux_Density,PLEC_Flux_Density,Unc_Energy_Flux100,LP_SigCurv,PLEC_SigCurv,PL_hr12,PL_hr23,PL_hr34,PL_hr45,PL_hr56,LP_hr12,LP_hr23,LP_hr34,LP_hr45,LP_hr56,PLEC_hr12,PLEC_hr23,PLEC_hr34,PLEC_hr45,PLEC_hr56,PSRness
3518,0.551356,-0.35510293,1.2760608,0.18861201,0.91485405,1.093273,0.19582462,0.9429346,-0.6415268,0.24995519,0.2728142,0.29077667,1.0227937,0.29729348,0.3034247,1.3885115195017779,-0.8241836851308829,-0.5371269260792761,0.041225596703382696,-0.8710149438059535,1.3880481602869958,-0.8197147403475333,-0.5423520131082032,0.044656745814096385,-0.871067583777138,1.3845131624755067,-0.8344112495202706,-0.5254156649411004,0.028625530911657253,-0.8721827276732623,Non-PSR
3520,0.5525634,-0.6810584,1.1962994,-0.08522917,0.10138459,0.2313065,1.0393353,-1.2812135,-0.64618236,-0.042615365,-0.12010482,-0.1380563,0.62427735,-0.56029755,-0.8581843,-0.9882622636824387,-0.7707841616325066,0.07993507937814115,0.33531256432696915,0.5278840890054081,-0.9889078059915698,-0.7710463845449651,0.078803455723301,0.33520033868361426,0.528142404513966,-0.9933757381300726,-0.7630424245487658,0.07478221930559845,0.33559320564785644,0.5292410567042726,Non-PSR
3525,0.5552611,-0.38522097,1.2699603,0.15398641,0.9587306,0.25274557,-1.0641518,-0.25905687,-0.3073362,0.7408215,0.9200504,0.8730512,0.20797649,0.83856577,0.81374323,0.23221192284554104,-0.15625950202334016,-1.0709141636341561,-1.034786191707151,1.8157056319765006,0.23648422383992518,-0.1631084515775388,-1.0658505878564528,-1.0344283317713963,1.8156267733059612,0.2437960078310791,-0.17222597294054035,-1.0651813094718703,-1.0312221131008368,1.812522117925139,Non-PSR
3528,0.5569847,-0.10399095,-1.4638925,0.3792082,-0.0053008758,0.1556311,0.41153488,-0.05814585,0.47095034,0.44921148,0.37348804,0.40333474,0.30435544,0.016211227,-0.10234966,-0.1722044692688486,-0.20332367873512228,0.09409036324104708,-0.735077458720547,1.4994219448960289,-0.17253710839594855,-0.20290511873535524,0.0930562880751475,-0.734884554202679,1.499503721382939,-0.16802001608609932,-0.2068047711119982,0.09969678373883631,-0.7348916358716703,1.5002077912335479,Non-PSR
3529,0.5579294,0.6308395,-1.265827,0.9183935,0.43499896,0.4557556,1.2793336,0.2196268,-0.30139342,0.34513465,0.24129704,0.21201919,-0.3020576,-0.71165216,-1.0516825,0.5028142731839128,-1.6235903206396378,1.2533617207831285,-0.4987429891398209,-0.8729087115106369,0.5023617465900866,-1.6248158218030273,1.2504122469088028,-0.4985486495925529,-0.8729460867131684,0.4990903731677284,-1.6111871581123327,1.2466711744396535,-0.4960925835207569,-0.8741526066586125,Non-PSR
3532,0.5598178,-0.35654533,1.2785953,0.16625546,0.07561813,0.031907517,-0.401684,-0.003545313,-0.47125283,-0.11647553,-0.040303294,-0.039315324,0.30044445,0.453288,0.46333972,1.3607159697184443,1.9983327116505616,0.10000741728235972,-0.6094508821934392,-0.8716521514746508,1.360313667010599,2.001572746632727,0.10140066855370575,-0.6100202728281807,-0.8716826812613778,1.3571753565229057,1.999824537231143,0.11284014384715946,-0.6125439434804124,-0.8728440315857215,Non-PSR
3533,0.56143534,-0.6302255,1.211484,-0.06258879,-0.1337242,0.5392667,1.2727244,1.0290163,-0.6984752,-0.5531669,-0.5671319,-0.69109166,0.6674534,-0.68679357,-2.4554925,0.6405262586136408,-0.4913927115318623,-0.31618009966097993,-0.11269493215872492,0.4954696253837565,0.6372095643398944,-0.4852919909453691,-0.3228409462925924,-0.10910687254546622,0.4923297767553019,0.6346288803989815,-0.4774309594688376,-0.32940961362194,-0.10770889547544486,0.4928980496366272,Non-PSR
3534,0.5615943,-0.30283287,1.2925303,0.20571652,0.03756597,0.25903764,0.91892546,0.5986135,-0.53368634,-0.2691718,-0.34468785,-0.34682146,0.7418621,-0.48600477,-0.40209055,-0.8293440181623746,-0.8155425200342654,0.5427938691740218,0.43546709663638283,-0.8747186897070849,-0.8305109997106304,-0.8150602637168373,0.5400333911624234,0.4360254444041679,-0.8747566254894626,-0.8325811764537954,-0.8093803189479215,0.5406612720046591,0.434235415713486,-0.8759671540236554,Non-PSR
3538,0.5632879,0.4942625,-1.3030542,0.81119925,-0.5762314,-0.31984043,0.18034285,-0.92651016,0.08150544,-0.29397658,-0.27529076,-0.29905137,-0.3770535,0.2864558,0.21099287,1.3886601159001677,0.5647848784553118,-0.3098347334737541,0.7357595918841272,-0.8713338992982519,1.3881974343480272,0.565103660517438,-0.3091072805487583,0.7344517754150625,-0.8713663294022802,1.384658705793574,0.5627398869195587,-0.3080827807562964,0.7294952298570845,-0.8725439201466308,Non-PSR
3539,0.5637942,-0.20007026,-1.4856151,0.28342584,-0.14790742,-0.13704802,0.28324023,-0.43184924,0.24264738,-0.014059102,-0.049038284,-0.0482795,0.5386697,0.3143989,0.40548265,-0.7333726268949906,-0.02225610648562314,0.12136245390272045,0.39895983358883974,-0.8739852677111235,-0.7321888835149567,-0.024109964489602308,0.12300000821369475,0.39687364514184714,-0.8740212221064055,-0.7306270263176465,-0.026513360265050096,0.12751283094837193,0.39145130342607776,-0.8752238698001799,Non-PSR
