,RAJ2000,DEJ2000,GLON,GLAT,PL_Index,LP_Index,PLEC_Index,Variability_Index,Signif_Avg,PL_Flux_Density,LP_Flux_Density,PLEC_Flux_Density,Unc_Energy_Flux100,LP_SigCurv,PLEC_SigCurv,PL_hr12,PL_hr23,PL_hr34,PL_hr45,PL_hr56,LP_hr12,LP_hr23,LP_hr34,LP_hr45,LP_hr56,PLEC_hr12,PLEC_hr23,PLEC_hr34,PLEC_hr45,PLEC_hr56
1639,134.9543,0.8987,228.01486,28.68305,1.678341,-0.08998582,0.0007078309,2.1824663,4.4653964,-34.484695,-34.3639,-34.2403,-28.574224,0.659219,0.62037283,0.9203814337735099,-0.8311845731548925,0.4896332076523817,0.7884017111533321,0.058140229189145264,0.9198368226970839,-0.8300838159608472,0.4869293902953915,0.7897414482182787,0.05460123420060108,0.9199773189781224,-0.8303677171820033,0.48762609968510345,0.7893973980184484,0.05551211063685345
1640,135.0508,-46.1347,267.02725,-0.010822312,2.7112505,2.8822823,1.8432531,2.0568635,6.7340484,-27.724056,-27.388174,-27.392405,-26.575106,1.1409067,1.0459893,-0.12111203703527548,-0.3599950416091886,-0.5943737466807661,-0.7336634846597119,-0.9498385656921684,-0.12379248891461257,-0.3576241223448182,-0.5961308004733202,-0.7324044415064194,-0.9501040393074669,-0.11086813288270414,-0.3689990413324105,-0.5876169502366005,-0.7384216044583226,-0.9488128930087444
1648,135.6393,-47.4536,268.28357,-0.579613,2.4084332,2.452649,2.4178512,1.6061461,5.027712,-30.273628,-30.185242,-30.274685,-26.72908,-0.38702685,-3.002014,0.995305486364195,-0.33181243035358204,-0.5138202727927208,-0.2041020148867239,0.33066135378627404,0.9952999879661306,-0.3312902418216791,-0.5142519266355045,-0.20353970475274868,0.3301387524512133,0.9953043265896253,-0.33170226191673396,-0.5139113588145043,-0.2039833996909013,0.33055113816124765
1651,135.8994,40.9621,180.92274,41.709335,2.0352483,1.9720913,1.6473595,2.2304707,5.392996,-32.24303,-32.188187,-32.150333,-28.846813,-1.1400354,-0.17479303,0.5629955735034649,-0.29013479100873973,0.15074740956840862,0.37098187129319493,-0.9995839823168232,0.5634144821047196,-0.29069657061399784,0.15134694301971394,0.3704526826005513,-0.9995834716301047,0.5651731127397195,-0.29305700042436184,0.15386711979159198,0.368224381794115,-0.9995813170109878
1658,136.5361,-10.1945,239.3205,23.89156,1.9787252,1.9501456,1.8165027,0.6827645,5.84819,-32.11822,-31.99408,-32.041492,-28.506937,-0.2592295,-0.348439,-0.5392529641059832,0.29680903794812896,-0.17858306898868778,-0.21227284029591387,0.5543170306587376,-0.5390630074701057,0.29656480543310604,-0.17832379691255243,-0.2125285161234103,0.5545024924442216,-0.5382443614348431,0.295512591674268,-0.17720698568455376,-0.21362939911602494,0.5553006562055077
1661,136.7046,-21.3724,248.87865,17.182617,2.5492272,2.2976897,0.016423238,1.7759334,12.560559,-27.008875,-26.396805,-26.431156,-28.069399,1.8513088,1.8475294,0.413329459844207,-0.30566029146812784,-0.8093852650416564,-0.9999379238377497,0.8232455319947013,0.4160797252449273,-0.30866838817660225,-0.8082366253037493,-0.9999383348305264,0.8243130207225893,0.41890528147245726,-0.3117611053964259,-0.8070467427775347,-0.9999387554091727,0.8254066995612453
1669,137.5335,-18.2684,246.85936,19.746801,1.9549075,1.6120464,0.9874045,2.1803846,5.1932397,-31.86292,-31.422098,-31.552147,-28.453136,0.76891714,0.6389885,-0.8834077798213968,0.8091187459530707,0.04456142043600215,-0.9993865926326901,0.9989840102230013,-0.8828265933336604,0.8082049578215599,0.04719639120397419,-0.9993898225589255,0.9989893588379365,-0.8824110502818078,0.8075518222919024,0.04907242393124427,-0.9993921122962707,0.998993150653456
1673,137.737,60.9243,154.41068,40.228348,2.0152152,1.6015717,0.516796,2.2141063,4.0853,-31.742458,-31.20859,-31.30576,-28.820038,0.95255387,0.8884057,-0.999287422748679,0.999158614856974,-0.1627878310136074,-0.11530065097344346,-0.9997935692471698,-0.99928273538489,0.9991530805657771,-0.15959362034103436,-0.118535234105104,-0.9997922109954074,-0.9992818161486261,0.9991519951852623,-0.15896926912573492,-0.11916678746142725,-0.9997919446264868
1675,137.9166,-47.6403,269.4578,0.42970848,2.5621169,2.595679,2.56625,1.5698581,5.5387626,-28.794199,-28.685972,-28.799892,-26.748701,-0.12658483,-2.8387694,0.39356924933290355,-0.6762741569188512,-0.28618872132329715,-0.23621361921357645,0.286545950546346,0.3931611439496112,-0.6760120769646049,-0.2866318985906827,-0.23575771594471406,0.2861027464239562,0.39351938896558397,-0.6762421780886678,-0.2862428079561255,-0.23615796654781768,0.28649183152075575
1686,138.6465,68.7514,144.79068,37.850307,1.8762853,1.1883761,0.55624604,1.8053782,4.828646,-33.32543,-33.07476,-33.107735,-28.902317,0.38869074,0.46818024,-0.7619537616909146,-0.6009677864899148,0.7182951218851884,0.28501935150054764,-0.3644352764093337,-0.7604239029961415,-0.6032864236969974,0.7200512172579073,0.2816739627825075,-0.36127678702890675,-0.7607660957065681,-0.6027698051722002,0.7196600631455423,0.2824212490345327,-0.3619824643939147
1692,139.2391,77.9358,134.61452,33.796444,2.1249487,2.1071067,2.0148425,1.8222281,4.1282544,-32.074,-32.046875,-32.031612,-29.017483,-2.2379096,-0.98094606,0.99639536391704,-0.20479545540484803,-0.5011011132571239,0.29504489846670096,0.3320631459512683,0.9963967358997122,-0.20497815434706498,-0.5009582812311774,0.2948707671306245,0.3322328678599698,0.9964035113694847,-0.20588113737237546,-0.5002517736601938,0.2940097743002262,0.3330712135794286
1695,139.4778,-47.9289,270.39236,0.98678577,2.6453595,2.7606518,1.261367,2.1527863,7.82422,-27.20926,-26.698889,-26.70187,-26.69286,1.4285389,1.3768986,-0.13601193880145943,-0.4686508490368736,-0.576513979720042,-0.6841369204727146,-0.9925172873003677,-0.13773978347628393,-0.46727561907649695,-0.5776883379100001,-0.6831991156043912,-0.9925434950366068,-0.12364169098925344,-0.4784117119301838,-0.5680525470579776,-0.6907728173232638,-0.9923273268539008
1696,139.8421,66.1272,147.63333,39.31993,2.0563123,2.0281208,1.764755,1.4448737,6.786782,-31.67663,-31.64329,-31.603708,-28.633478,-1.3902781,-0.0966642,0.08185956262362065,-0.2576865418364419,0.2829475080659021,-0.10172408352291236,-0.14893765369313886,0.08214119517081181,-0.25795127536265827,0.28320833548940744,-0.10200464919574773,-0.14866042367603602,0.08442827771556198,-0.2600997723315638,0.2853252720876057,-0.10428319246501189,-0.146407504782378
1697,139.8875,-62.0612,280.69565,-8.727072,2.21426,1.7924572,0.0034583565,1.9547976,8.161313,-30.241796,-29.666124,-29.71057,-28.709473,1.4600973,1.4790602,0.9998614068943994,0.7983412628657485,-0.047274251518771515,-0.9989817636814607,-0.999170216102471,0.9998625355865198,0.796853559440381,-0.04319367886498331,-0.9989900525304147,-0.9991634052408127,0.9998620449495099,0.7975029606820053,-0.04497178520599369,-0.9989864494713853,-0.999166379573138
1711,141.0428,-52.0462,274.01495,-1.2133914,2.8123658,3.264717,2.723979,1.2327653,5.4284277,-26.228855,-25.875185,-26.1797,-26.955603,0.40960413,-0.657566,-0.03288981546468737,-0.6633962964937803,-0.3232007286908876,-0.5249939645255228,0.06511043035604612,-0.04075978508816279,-0.6589607217099542,-0.33024017814653794,-0.5192617305868766,0.05725926093727122,-0.031501727184511,-0.6641735561151708,-0.32195584054351406,-0.5259997676646231,0.06649394877797737
1714,141.5441,-53.6157,275.3272,-2.1269085,2.365708,2.1645052,0.14492075,2.0294316,7.047152,-30.229246,-29.537954,-29.639835,-28.407549,1.4415514,1.44211,-0.4116782680994258,0.6395382643524216,0.08496157159210166,-0.9245811698480048,0.5317417584937121,-0.4096808109092151,0.6381161049760584,0.08734644472291272,-0.9249291444810959,0.5334628638624584,-0.40716483791086244,0.636322551986988,0.09034228727232735,-0.9253642945009649,0.5356197490231598
1730,142.7308,-30.5073,259.71167,15.074706,1.778178,1.6102335,1.3783263,1.9068216,6.944529,-33.141685,-32.967888,-33.00376,-28.410599,-0.05171728,0.1803108,-0.999756512305186,0.9992562210077414,0.41921880108704196,-0.06435799048259118,0.4050467623949081,-0.9997559499525991,0.999254503588607,0.42016922962456443,-0.0655067291251623,0.40601063898842565,-0.9997553901761517,0.9992527941144009,0.421112146157375,-0.06664736973760299,0.4069669954387598
1735,142.8531,-35.9974,263.73978,11.231115,2.0084999,1.6736388,1.0646924,1.6358653,6.5258765,-31.569452,-31.294315,-31.33567,-28.255692,0.68941504,0.76789373,0.9737674769368992,0.2560764054951583,0.09656255578894367,0.08716040066205881,-0.6740313072793908,0.9739098700913136,0.25349786817346276,0.0992936560620639,0.08442312330678632,-0.6725237397654242,0.9740254618565616,0.25139180997401644,0.1015204023542931,0.08218930313980202,-0.6712898607816287
1740,143.475,-62.5499,282.24362,-7.9074183,2.0739985,1.5595528,-0.14968067,1.9698238,38.365242,-27.833574,-27.345085,-27.391275,-28.098568,2.6559522,2.6662729,0.4917657603261049,0.5793274245318638,-0.10761961615420522,-0.8302216288363135,-0.9999997358794404,0.49487903216663476,0.5765872135639294,-0.10355087007494715,-0.8314958206569275,-0.9999997336969535,0.4911539818430779,0.5798630468597724,-0.10841680402021467,-0.8299708314306882,-0.9999997363051598
1743,143.6443,72.3991,139.73366,37.62069,2.987459,3.022596,3.0159314,2.3610325,7.502658,-26.412369,-26.47938,-26.418652,-28.482727,-0.25271243,-1.5928861,-0.37213483075519493,-0.5340290677246314,-0.47919121778862867,0.12988136418445922,-0.9999064755360717,-0.37265667996857615,-0.5335958303293378,-0.47965783059181727,0.13047699606349428,-0.9999065887968484,-0.3725572334599071,-0.5336784504570716,-0.4795689010344395,0.1303634704845529,-0.9999065672120668
1745,143.8326,9.0305,224.71835,40.384018,2.507604,2.4305875,2.1452022,3.0419056,14.924991,-27.074383,-26.986912,-26.978298,-28.19516,0.33272836,0.73404545,-0.14094739297681297,-0.1174616501372599,-0.63137193231641,-0.27623409210911676,-0.9974040327682437,-0.13992336494458157,-0.11849179648035164,-0.630743279633182,-0.2771987692556747,-0.9973986101964187,-0.1365296266846798,-0.12190165056189778,-0.6286553347863367,-0.28038968766551925,-0.9973805708164235
1746,143.8887,11.8814,221.38269,41.727722,1.5683638,1.5638782,1.6696767,1.9540758,4.602018,-35.160824,-35.125935,-35.238514,-28.734377,-2.061648,-1.0035748,0.9996446096218642,0.4084806789652687,0.030841641754273078,-0.23026198021271088,0.6999783127793737,0.999644627612301,0.4084596001888858,0.030866917870857952,-0.2302859448487571,0.6999912022000829,0.9996441664019535,0.4089998623575778,0.030218880734925947,-0.22967164639668952,0.6996602577240869
1752,144.718,51.9192,164.78171,46.4867,1.9753067,1.7944545,1.3454132,2.3811758,5.268544,-32.363483,-32.18879,-32.19758,-28.809097,0.06807885,0.33280894,-0.592595404100039,-0.322997540176153,0.3238988161536623,0.31794027343770287,-0.9999071737169808,-0.5915802970119819,-0.32439681922985775,0.3252971558936836,0.316534547998411,-0.9999068830936974,-0.5899236036203539,-0.32667198174796386,0.32757083469070075,0.31424285556101894,-0.9999064079775454
1756,145.0989,-76.1794,292.2483,-17.449461,2.331317,1.9764109,0.872253,2.2014618,18.358452,-27.77299,-27.421404,-27.456669,-28.040056,1.7755741,1.8327428,0.5872233961979558,0.20608031517021155,-0.43809642633633167,-0.9999999996321467,0.9996716282811666,0.589776314726181,0.2023376256108407,-0.4349350723010172,-0.9999999996350089,0.999674182809563,0.5927923705717804,0.19788600942665166,-0.43116739587617237,-0.9999999996383786,0.999677190213578
1765,145.63,76.3345,135.28877,35.86357,2.002719,1.8194966,0.3471391,2.7176473,5.6142597,-32.156612,-31.862988,-31.787306,-28.942013,0.4843203,0.5379028,0.9997435928458647,0.10321162304940187,0.1545358581346466,-0.999377506623773,0.9984616353451625,0.9997444258310453,0.1016015156009296,0.15612372209707676,-0.9993795284806936,0.9984666297703506,0.9997450438895918,0.10040311759855819,0.15730477063766724,-0.9993810287190513,0.9984703355685649
1769,146.1862,-51.4094,275.93863,1.4039012,1.9886291,1.6597317,1.0300102,1.6461928,5.49462,-32.3231,-32.01833,-32.064075,-27.902208,0.60545385,0.6608446,-0.573990229059731,-0.0816058999757964,0.30336465700224696,-0.007772059509805113,0.03554538879623336,-0.5722056897463267,-0.08424492155586509,0.30577545854866445,-0.010429136701224691,0.03819908305902503,-0.5707413029356535,-0.08640363829234607,0.30774538330153034,-0.012603436843847345,0.04037029633693505
1776,146.7533,-35.8058,265.98535,13.512758,2.645364,2.5455925,1.2966514,2.9681818,9.240738,-26.57215,-26.176743,-26.20317,-27.84821,1.3590101,1.3482118,-0.19250905581781344,-0.40882415683480217,-0.999814529572733,0.9747615334511835,-0.9722193280659974,-0.19111505703572199,-0.41002878218460415,-0.9998139920069906,0.9746893019912719,-0.9721399222700161,-0.1804598779784525,-0.4191678521650942,-0.9998098411083486,0.9741317276215172,-0.9715269964333468
1779,146.9698,-42.5677,270.61093,8.497749,2.4288704,2.2978427,1.6086974,2.4745286,4.901966,-28.846878,-28.567759,-28.592613,-27.91479,0.7393018,0.7669423,0.080974182641501,-0.18551100891265138,-0.2252392702794974,-0.4118396833005236,-0.9999768277211027,0.0826320128099458,-0.18712207328774125,-0.22365437889609852,-0.41322465526299235,-0.9999767502416991,0.08893974160301048,-0.19324670957645815,-0.21760923650448594,-0.4184801979137348,-0.9999764528787753
1780,147.0152,-38.9992,268.28857,11.236651,2.6927266,2.721522,1.503504,1.9851226,4.13219,-27.343536,-27.013786,-27.035135,-27.846546,0.4301744,0.4224898,-0.1310927609432303,-0.5333341139498622,-0.9969113741121716,0.9920842685838711,0.17636158213149064,-0.13152586513539827,-0.5330186924361553,-0.9969140912271132,0.9920912156328746,0.17593455278761513,-0.11892088069501892,-0.5421237117855511,-0.9968341610586908,0.9918868727116114,0.18831552832795215
1786,147.463,75.8638,135.42438,36.49873,2.3194087,1.9818802,1.3801666,1.4504617,6.095956,-30.485123,-30.279804,-30.302126,-28.713955,0.4113382,0.6466474,0.9997198063765247,-0.1550385247470262,-0.09419734147756235,-0.43258701800218674,-0.9999993596525412,0.9997218748263108,-0.15865274508730673,-0.09052355087542684,-0.43559417199453515,-0.9999993548894708,0.999724114789235,-0.16259214191341564,-0.08651151755923601,-0.43886485853312196,-0.9999993496510012
1790,147.9506,-37.1948,267.66602,13.0879345,2.8457863,2.6438725,0.7940654,2.608746,6.198725,-26.496159,-25.967215,-25.999811,-27.748617,1.2375253,1.2234243,0.08698160155333973,-0.7349052946599266,-0.2659150342343472,-0.9985435691479487,-0.9974496232922578,0.09009837884220294,-0.7363467457633478,-0.26299335225842974,-0.9985526842380322,-0.9974335699097414,0.102671435407838,-0.7421025503222141,-0.2511410970798337,-0.9985889326087994,-0.9973676810208862
1798,148.4055,-15.1549,251.90317,29.602777,2.1144364,1.673891,0.14025325,1.6808736,25.319551,-28.123951,-27.619207,-27.686842,-28.430683,2.2766764,2.2605524,0.9999972551310499,0.410832798550647,-0.2927853532681038,-0.9966097207739189,-0.9856368296598148,0.9999972761229932,0.40763711496218097,-0.2892719233657662,-0.9966356048407523,-0.9855269384763583,0.9999972684654329,0.40880688651651576,-0.2905576146291001,-0.9966261626643129,-0.9855672201761788
1802,148.8467,-39.8206,269.93344,11.513521,2.4515903,2.274351,1.6563853,2.2280674,25.050388,-26.263058,-26.020422,-26.060383,-27.665724,1.8839755,1.9085687,-0.0796371019495198,-0.18257565867539355,-0.3821072870580106,-0.9989625825812848,-0.9293382491382401,-0.07739420489199221,-0.18475634654428938,-0.38017830817640025,-0.9989672521500228,-0.9290299256046587,-0.07165616331505902,-0.19032351904262232,-0.37523134478666875,-0.9989790957650702,-0.928235734457869
1805,148.9558,-41.1144,270.82886,10.560398,2.684109,2.5305965,0.52783537,2.6812418,5.1280723,-27.319193,-26.707724,-26.728632,-27.9535,1.2598201,1.2605194,0.263853710612437,-0.45591935068232753,-0.9999895306698516,0.9685817954739736,-0.4058554668935981,0.2659364829236157,-0.45769184965738025,-0.9999894836647689,0.9684429570141508,-0.4039828088495178,0.2753407098741907,-0.4656763857512939,-0.9999892680529426,0.9678063713591365,-0.3954566745909183
1811,149.4176,-30.866,264.38513,18.707705,2.6554966,2.1903625,0.4682515,2.064504,5.377124,-27.646688,-27.139347,-27.181656,-28.243803,1.1118915,1.1583849,0.10571614220484471,-0.1825139591739982,-0.999940184420801,0.9937805251981006,-0.9994132391387285,0.11177535365862666,-0.18843474603788046,-0.999939446378316,0.9937040240368197,-0.9994060011591295,0.11722936124773826,-0.19375937926498962,-0.9999387734005964,0.9936342734535103,-0.999399401436916
1812,149.423,-52.1442,277.95737,2.0954762,2.2857344,2.2354245,2.179955,2.4412582,4.8246365,-30.505377,-30.368635,-30.459284,-27.700788,-0.17307714,-0.64570504,0.9999988515011925,0.2512738405690666,-0.48079506517573206,-0.11855965422345109,-0.13748180407231483,0.9999988528765299,0.25071249634695436,-0.4803343263929784,-0.11915032075343171,-0.13689395076610342,0.999998854335137,0.2501161811186772,-0.47984476085052163,-0.11977738854486149,-0.13626962392877187
1825,150.5849,-28.1737,263.3645,21.42083,2.6703112,2.6291811,0.70838225,2.0376048,5.7802415,-27.138083,-26.428358,-26.568188,-28.114626,1.2694192,1.2097715,0.47051188032017427,-0.6767798385120746,-0.182291405100199,-0.9999999877604379,0.794045830975072,0.47098885546811714,-0.6771117842550718,-0.1816989513789166,-0.9999999877754283,0.7942721224524633,0.480472961990413,-0.68369514352684,-0.16981905924003618,-0.9999999880715,0.7987533529616441
1831,151.1689,-52.256,278.87955,2.6509616,2.3445332,2.005072,0.013028169,2.3936832,5.101566,-30.321943,-29.695272,-29.717506,-28.350992,1.1547753,1.1801827,0.9999341021899454,0.22423840454391503,-0.05938626834440058,-0.8920559197295308,-0.9983260463367749,0.9999346005707455,0.22063025450447804,-0.055602849751008585,-0.8928285781769891,-0.9983133001431411,0.9999346234146351,0.22046407459728756,-0.0554287118654285,-0.8928640040126791,-0.9983127113988342
1839,152.0669,-10.0166,250.49252,35.747246,3.1428208,3.0025556,2.6548586,2.1885302,6.4036264,-24.264246,-24.149157,-24.160633,-28.225353,0.095012136,0.24608387,-0.47013473811124395,-0.7572285417896814,-0.9886838470773236,-0.9999779679568127,0.9943666578580889,-0.4682043786475963,-0.758282495166394,-0.9886280087541282,-0.9999780767527442,0.9943943981952509,-0.4638189257502544,-0.7606533119902414,-0.9885006156896954,-0.9999783210095624,0.9944566801224478
1846,152.8603,-57.4922,282.71994,-1.0395072,2.6350772,2.3896065,0.027002655,1.9498382,5.8185477,-29.104593,-28.574522,-28.591276,-27.516176,1.2061278,1.2403659,0.9588392252565829,0.47982352829710306,-0.342715042997824,-0.9952670549224444,0.9799031210132342,0.9591131420752768,0.4771955439432524,-0.33970347501888537,-0.9952991329426428,0.9800382878914531,0.959486255411067,0.47357405362948884,-0.33555798284491806,-0.9953428157053047,0.980222376263653
1855,153.6576,61.4371,149.18478,46.906174,1.9881439,1.9368023,0.110176615,0.73686,5.6903467,-32.060787,-31.3688,-31.46098,-29.413048,1.1654463,1.0966426,0.9991762613909795,0.650458102893218,-0.08561423936539615,-0.1865717264850926,-0.9974821180588079,0.9991770512536498,0.6501811795948458,-0.08513783948603774,-0.1870348848150817,-0.9974797034087832,0.9991777391369462,0.649939658215826,-0.08472259332604802,-0.18743849215742614,-0.997477596746349
1861,153.7761,-63.8834,286.72684,-6.045768,2.3144085,2.1885362,1.6223704,0.98375815,6.2106943,-30.253819,-30.027678,-30.029655,-27.886833,0.50490594,0.55799896,-0.4728176287961656,-0.07376651327514983,0.06666150247843373,-0.38673246058587324,-0.9998808590914674,-0.47166038799386734,-0.07524763654480782,0.06814414661314362,-0.38799841137574204,-0.999880503677579,-0.46777546411694854,-0.0802022578075464,0.07310401840210415,-0.3922244904009472,-0.9998793064856644
1862,153.897,-60.5024,284.8662,-3.2181122,2.7935088,2.8144286,2.3542037,1.5604208,11.707078,-26.531784,-26.366154,-26.379889,-26.9391,0.85732895,0.68616223,-0.16812171211489108,-0.4850820907869836,-0.665590724879109,0.1298270850884576,-0.9999893562838725,-0.16844619773597325,-0.48482668497969095,-0.6657767122659266,0.1301554393559291,-0.9999893633909649,-0.16199957183393518,-0.4898800858013162,-0.6620705718313227,0.12363460496735339,-0.9999892214639253
1865,154.0399,-42.7854,274.9322,11.488272,1.8083638,1.6481582,1.0776333,2.2662153,10.968803,-32.042538,-31.717604,-31.751562,-28.160597,1.0248929,1.0690755,-0.9989201985490332,0.9990804065060415,0.1692000341972333,0.25529506160758464,-0.30733609694946773,-0.9989177090174163,0.9990782862044901,0.17031886262885956,0.25421779923633153,-0.30629249829367594,-0.9989132143058483,0.9990744580012916,0.172331347766611,0.25227745075077895,-0.3044124816066109
1866,154.0545,-57.4993,283.25348,-0.68280596,2.5079262,2.5714073,2.1605077,2.267479,5.5042996,-30.130625,-29.996704,-29.995737,-26.307753,0.28377312,0.24522807,0.9961671430569663,-0.391056271390567,-0.30792421465789355,-0.17969547865614127,-0.47004211961153436,0.996160290469937,-0.39029800066822,-0.3087339806418413,-0.1788293621277644,-0.47073898630323674,0.9962002093491801,-0.39472676871095363,-0.303990012567475,-0.18389253081160004,-0.4666536923821619
1870,154.3722,59.9499,150.70985,48.033752,1.9471323,1.9044092,1.8058693,2.1668193,4.58899,-32.887173,-32.75235,-32.833755,-28.963968,-0.30146945,-0.61990803,0.9883970065024695,0.5438191675487041,-0.20957028309362305,-0.7498931302280025,0.8860820444317524,0.9884058894234153,0.5435478318869148,-0.20920196140152694,-0.7500616657571652,0.8861647739902109,0.9884248953716724,0.5429662698372968,-0.20841290009258956,-0.7504223213075638,0.8863417980303985
1872,154.5428,-40.8558,274.12558,13.289148,2.530992,2.4108448,2.0230086,2.2949345,4.428641,-28.69971,-28.437292,-28.518173,-28.103994,0.4902599,0.40184566,0.1555813332938393,-0.32014834915153106,-0.5142159311791181,-0.5458515032100227,-0.993890844006382,0.15717260176843373,-0.3216115241492536,-0.5130151131265054,-0.5469956221812785,-0.9938709430444991,0.16153146006209665,-0.325615559824721,-0.5097122181746018,-0.5501221992399598,-0.9938160436349956
1874,154.5489,-27.0945,265.6098,24.457577,2.5203717,2.5137455,1.8307022,1.9487362,5.2747464,-28.339283,-28.069551,-28.085705,-28.095903,0.81903696,0.8306469,-0.06708664632269282,-0.30346507391356314,-0.5486288784650566,-0.9999993485743963,0.9494354284803748,-0.06699471824403173,-0.303548916171332,-0.5485643002147654,-0.9999993486946814,0.9494445254206137,-0.05942715305335172,-0.310430820040509,-0.5432306082152039,-0.9999993585170501,0.9501879702700954
1875,154.5523,1.7599,240.99455,45.4017,2.2660036,2.251364,2.346033,1.4765152,4.568298,-30.294094,-30.215242,-30.33119,-28.390518,-1.3926182,-0.38529563,-0.6733440315622932,0.4570485779459033,-0.5419013183947261,-0.9904829804149112,0.9962995584268728,-0.6732488351464999,0.45691077665526797,-0.5417782867742204,-0.9904862782542404,0.996300844280117,-0.6738808207836594,0.45782560078358864,-0.5425950295971008,-0.9904643472438605,0.996292292191049
1877,154.5952,-7.0623,250.02695,39.599792,2.50715,2.3864698,1.864393,2.504784,4.7674074,-28.692614,-28.477545,-28.494629,-28.26753,0.37840724,0.42165992,-0.34057583422032167,0.17688024912070704,-0.9999044731006211,0.999377613771737,-0.9919794074063897,-0.33914648319504653,0.175314301958235,-0.9999041638640926,0.9993755995873483,-0.9919535471838938,-0.3341718575129089,0.16987092748594315,-0.9999030824774486,0.9993685558809742,-0.9918631178850373
1880,154.6185,22.172,212.51039,55.025196,1.4263917,0.9460589,0.013715058,1.4014626,4.1233644,-36.80726,-36.167896,-36.364365,-28.7627,0.26036346,0.267547,0.9999662982951252,-0.37083563290393096,-0.9999603609900304,0.999992956180418,0.4952453990657516,0.9999663588896693,-0.37161145880068375,-0.9999602895950754,0.9999929434938652,0.4959241574863557,0.9999660344924037,-0.3674683138188831,-0.9999606688581275,0.9999930108897744,0.4922972736419655
1884,154.844,56.4189,155.04593,50.148857,1.8047268,1.4141409,0.0017156663,2.742989,4.381942,-33.572422,-32.965088,-32.997845,-29.02267,0.8283397,0.81602657,-0.9998491330612729,0.9988024042665531,0.47244009143972376,-0.06222938335314812,-0.9999332929505643,-0.9998484182919583,0.9987967333732554,0.4742739544102246,-0.06458333783624443,-0.9999329768954173,-0.9998496457225652,0.998806471750442,0.47111681703461855,-0.06053365150980355,-0.9999335196466332
1888,155.1161,-53.2458,281.41,3.197838,2.4065392,2.4832292,1.3612274,1.7157861,7.060744,-29.763557,-29.354221,-29.389153,-27.913078,1.1438197,1.0717133,0.999976068395003,-0.0686776050168924,-0.3927863985736592,-0.5390985875143622,-0.9999546153339764,0.9999760192402745,-0.06765644168795305,-0.3936536911386536,-0.5383704090096674,-0.9999547083611856,0.9999764919771396,-0.07755904213865215,-0.3852083779623584,-0.5454022279108255,-0.999953797575339
1892,155.4708,-63.1469,286.9498,-5.01415,1.9366087,1.982676,2.2777133,1.0744286,4.074633,-33.71847,-33.925957,-33.890198,-28.083628,0.34221047,0.24048555,0.4201199219740427,-0.6423653753475963,0.16974005567616268,-0.034028622973514305,0.46102543815132013,0.4197662143103242,-0.6421130713746895,0.16932296513191575,-0.03359966673189499,0.4606871920357712,0.4171361650284517,-0.6402354822768933,0.16622437825490669,-0.0304146115555544,0.45817183462259725
1907,156.5683,-57.5316,284.4052,0.022287028,2.548136,2.293016,0.77068347,1.5535342,12.411467,-27.977114,-27.55192,-27.598248,-26.839033,1.667806,1.6585724,-0.5763918643975603,0.5393085567623541,-0.46022150641908816,-0.5859564720444896,-0.9999499878944631,-0.574141794810794,0.5369194075368787,-0.45756673910303675,-0.5881604492376945,-0.9999496503859477,-0.5688303533363483,0.5312819367168364,-0.4513081088820965,-0.5932955289957036,-0.9999488498388255
1916,157.0342,-35.8464,272.90482,18.53579,2.4332564,2.4640799,2.551808,2.0535803,4.222078,-29.93542,-30.0844,-29.979328,-28.291933,0.079900675,0.004694749,-0.999999997119439,0.9999999874695699,-0.7812334135612589,0.2735230851909362,0.41955230253802994,-0.9999999971218186,0.9999999874799226,-0.7813944132736277,0.27390540033048777,0.4192117235606326,-0.9999999971288082,0.9999999875103269,-0.7818673778801759,0.27502950110908264,0.4182091578913619
1918,157.1044,-15.6555,259.60388,34.91793,2.1721475,2.2003176,2.2235029,1.8804396,4.6489987,-31.189674,-31.29759,-31.212856,-28.291838,-0.19872771,-1.1560113,-0.016711974145698,-0.7997299144849878,0.6920479838346203,-0.955712264161801,0.9682656050501937,-0.017029907053082657,-0.799615256562124,0.6918822309214355,-0.9556847087034201,0.9682457343785144,-0.01729667290058715,-0.7995190157273008,0.6917431265443528,-0.9556615766243755,0.9682290519909303
1922,157.3616,-8.4669,253.87263,40.506702,2.331441,2.35088,2.4146285,2.5237472,4.894295,-30.49255,-30.648224,-30.530624,-28.326342,-0.007904515,-0.4393364,0.7019017086039557,-0.43607920957110335,0.027284985944986778,0.09860543395591542,0.07231936820259834,0.7017777518004152,-0.435881339054491,0.027040875630714594,0.0988473219778056,0.07207637247219018,0.7013604244331044,-0.43521545669996814,0.026219647892441605,0.09966107770390317,0.07125876170296569
1923,157.48,73.5871,135.25827,39.973797,2.1097078,1.9272279,1.2400397,1.9478583,4.4068227,-32.484116,-32.33681,-32.32534,-28.760538,-0.029176166,0.31259316,-0.5732256942543409,-0.7107605566987503,0.6439694536868346,0.053346409898985,-0.999922412948751,-0.5720187264694656,-0.7116480141047795,0.645019308033113,0.051555558376746774,-0.9999221338040993,-0.5693389435295448,-0.7136039061319353,0.647334028357835,0.047591285864218805,-0.9999215124749669
