9.999207526310233130e-01,7.924736897672475240e-05
9.997929006050871870e-01,2.070993949128352386e-04
9.919799136887849089e-01,8.020086311215110161e-03
9.995886633533965782e-01,4.113366466034571855e-04
9.999678824968957214e-01,3.211750310427790114e-05
9.971663435936751751e-01,2.833656406324852172e-03
9.999630302761721712e-01,3.696972382782836815e-05
9.996516894354677829e-01,3.483105645321983362e-04
9.999671532452230061e-01,3.284675477703345958e-05
9.999639650610686603e-01,3.603493893134490612e-05
9.611227762980125711e-01,3.887722370198741506e-02
9.998660124939565685e-01,1.339875060434740140e-04
9.999363533302152440e-01,6.364666978471226458e-05
9.996092916141728901e-01,3.907083858270798938e-04
9.999449208779519482e-01,5.507912204809248372e-05
9.998456185443658217e-01,1.543814556341456588e-04
9.999193968814846789e-01,8.060311851531241911e-05
9.999070819787860831e-01,9.291802121393213454e-05
9.992166630957031170e-01,7.833369042969329449e-04
9.993391654706774707e-01,6.608345293225343807e-04
9.999610732368547916e-01,3.892676314522484254e-05
9.975901099496371494e-01,2.409890050362891410e-03
9.998262250117894157e-01,1.737749882105337417e-04
9.965355873361211314e-01,3.464412663878826959e-03
9.475135669388039528e-01,5.248643306119604723e-02
9.999516177902317837e-01,4.838220976825203607e-05
9.999406987795783630e-01,5.930122042159718037e-05
9.982315077209313881e-01,1.768492279068629080e-03
9.961059315925375746e-01,3.894068407462458834e-03
9.996253782653089504e-01,3.746217346910121868e-04
9.999088428609079759e-01,9.115713909198523875e-05
9.992641943746134459e-01,7.358056253865229157e-04
9.999634313770585647e-01,3.656862294138069568e-05
9.998930949372054622e-01,1.069050627945160813e-04
9.999453334820875838e-01,5.466651791236884278e-05
9.996689120615370738e-01,3.310879384629065439e-04
9.998334450475151458e-01,1.665549524848718632e-04
9.997667251084794149e-01,2.332748915205702070e-04
9.991773001107492336e-01,8.226998892508106606e-04
9.997411951181750522e-01,2.588048818249701522e-04
9.816561157013794503e-01,1.834388429862056358e-02
9.993839703958191656e-01,6.160296041808074148e-04
9.999152439157124039e-01,8.475608428755213009e-05
9.999234650767533372e-01,7.653492324670713566e-05
9.999532394985334305e-01,4.676050146662487719e-05
9.995952827821239506e-01,4.047172178760626991e-04
9.999694764891448040e-01,3.052351085519419856e-05
9.999120136366612677e-01,8.798636333875740402e-05
9.992159888556831904e-01,7.840111443167702707e-04
9.998689899331326680e-01,1.310100668673855242e-04
9.892500021417771627e-01,1.074999785822288757e-02
9.999519974324281302e-01,4.800256757191596484e-05
9.984144552415981089e-01,1.585544758401868145e-03
8.781877484864202277e-01,1.218122515135798278e-01
9.994208801728222680e-01,5.791198271777262810e-04
9.971050466755363439e-01,2.894953324463676436e-03
9.999580710757460800e-01,4.192892425392512595e-05
9.997279609086902052e-01,2.720390913097700362e-04
9.999559602142152892e-01,4.403978578468660982e-05
9.998393991387622970e-01,1.606008612377552661e-04
9.999654084074303118e-01,3.459159256966130971e-05
9.999729050778000117e-01,2.709492219995356612e-05
9.806007128179390353e-01,1.939928718206100980e-02
9.999657094770703081e-01,3.429052292968630020e-05
9.996397050163685627e-01,3.602949836314870693e-04
2.172052129271606624e-02,9.782794787072839338e-01
9.999368664684293861e-01,6.313353157059588380e-05
9.998665117091564136e-01,1.334882908435938037e-04
9.996097640070250590e-01,3.902359929749291221e-04
9.998907409838773130e-01,1.092590161226320705e-04
9.997350997093230607e-01,2.649002906769045720e-04
9.999269708171246718e-01,7.302918287530286783e-05
9.995125222997036651e-01,4.874777002962957196e-04
9.997638696962679594e-01,2.361303037320877434e-04
8.052211055189648636e-01,1.947788944810351641e-01
9.833511309490736707e-01,1.664886905092633276e-02
9.999558759498202720e-01,4.412405017975326951e-05
9.998530826602589627e-01,1.469173397409861200e-04
9.998038040037688923e-01,1.961959962311597694e-04
9.997749003488942687e-01,2.250996511056973062e-04
9.997204582665935035e-01,2.795417334065436791e-04
9.999626275547736087e-01,3.737244522644495931e-05
9.995734355508858471e-01,4.265644491141653899e-04
9.999209866006232295e-01,7.901339937677409413e-05
9.999643046410832126e-01,3.569535891677418652e-05
9.999457154164707040e-01,5.428458352927834790e-05
9.960743520783106320e-01,3.925647921689409681e-03
9.978988291008826783e-01,2.101170899117322122e-03
9.999009129601496015e-01,9.908703985042079630e-05
1.369085395322885423e-01,8.630914604677114577e-01
9.999741204316564547e-01,2.587956834360051543e-05
9.991367427422490621e-01,8.632572577509458906e-04
9.994798567654001875e-01,5.201432345997677098e-04
9.993281171377088601e-01,6.718828622910934028e-04
9.998691628914541107e-01,1.308371085459419502e-04
9.996904877119073829e-01,3.095122880925791579e-04
9.999800898279418426e-01,1.991017205811434907e-05
9.967879439011056997e-01,3.212056098894295556e-03
9.999491059828898853e-01,5.089401711016358463e-05
9.898355161507685906e-01,1.016448384923141976e-02
9.871903500852909907e-01,1.280964991470902314e-02
9.999230369070425395e-01,7.696309295751463928e-05
9.999539719628783851e-01,4.602803712158608571e-05
9.949766511634556831e-01,5.023348836544284761e-03
9.999638689695297122e-01,3.613103047023749528e-05
3.780925492115539965e-01,6.219074507884460035e-01
9.998426365246477765e-01,1.573634753521972653e-04
9.999759587021459506e-01,2.404129785400650664e-05
9.999249214656469320e-01,7.507853435307532575e-05
9.699670199588480424e-01,3.003298004115191600e-02
9.918828383842552832e-01,8.117161615744683881e-03
9.653930933599463859e-01,3.460690664005359324e-02
9.994254087380632923e-01,5.745912619367320173e-04
9.999435655670897427e-01,5.643443291027339321e-05
9.999193798919261411e-01,8.062010807389828431e-05
9.999644914508903915e-01,3.550854910961590385e-05
9.997907963041129387e-01,2.092036958870618782e-04
9.891730674419827452e-01,1.082693255801729128e-02
9.999525500574696357e-01,4.744994253038815478e-05
9.999428129675417276e-01,5.718703245826871828e-05
9.999371344179234233e-01,6.286558207657741025e-05
2.334930874564048464e-01,7.665069125435951536e-01
9.496332421293134374e-01,5.036675787068652793e-02
9.997169755872753472e-01,2.830244127246539249e-04
4.275432344226112180e-01,5.724567655773887820e-01
9.998974617149350985e-01,1.025382850648944461e-04
9.999221175358415925e-01,7.788246415836580635e-05
9.999493387290987467e-01,5.066127090125488068e-05
9.993691118985049693e-01,6.308881014950598826e-04
9.999509053957501559e-01,4.909460424988619856e-05
9.832903041692340196e-01,1.670969583076592838e-02
9.999710627167253119e-01,2.893728327466673183e-05
9.998588118243029177e-01,1.411881756970272573e-04
9.997383369297954125e-01,2.616630702045454429e-04
9.997228719182752465e-01,2.771280817247275376e-04
9.999654670312126958e-01,3.453296878734516670e-05
9.998049936749944244e-01,1.950063250055253231e-04
9.999045395092084343e-01,9.546049079155019318e-05
9.918769407904796109e-01,8.123059209520427232e-03
9.997857180225729890e-01,2.142819774269651882e-04
9.996698882735584046e-01,3.301117264416070208e-04
9.999314466971278570e-01,6.855330287210175321e-05
9.998630768360627918e-01,1.369231639372219824e-04
9.999654728559409511e-01,3.452714405909819060e-05
9.997971960512793688e-01,2.028039487206575249e-04
8.884441280769762583e-01,1.115558719230237139e-01
9.998765673789068442e-01,1.234326210931867079e-04
9.999084808200163765e-01,9.151917998359191623e-05
9.993506337944528806e-01,6.493662055471262655e-04
1.547329193713853357e-02,9.845267080628614664e-01
9.997285006139381425e-01,2.714993860618110703e-04
9.999371081285413077e-01,6.289187145872280249e-05
9.999442124995302494e-01,5.578750046972698025e-05
9.998357895960691133e-01,1.642104039308394346e-04
9.996304924713516060e-01,3.695075286484243368e-04
9.995662084771691491e-01,4.337915228308434463e-04
3.343511411862600813e-01,6.656488588137399187e-01
9.999578090215952564e-01,4.219097840471167430e-05
9.951322384019836154e-01,4.867761598016430609e-03
9.996704053197649209e-01,3.295946802350925402e-04
9.992652345638060041e-01,7.347654361940320284e-04
9.994283836049786540e-01,5.716163950213324274e-04
9.883775550839912771e-01,1.162244491600876624e-02
9.996287471440528094e-01,3.712528559472336393e-04
9.986203987261302872e-01,1.379601273869755047e-03
9.999219865430698517e-01,7.801345693011756273e-05
9.999469135977466783e-01,5.308640225332299662e-05
9.935359400205103775e-01,6.464059979489629459e-03
9.999689900122105124e-01,3.100998778944028439e-05
9.900864262964994555e-01,9.913573703500577414e-03
9.994951639622432493e-01,5.048360377567620615e-04
9.807343804902696194e-01,1.926561950973033205e-02
9.999587110767337306e-01,4.128892326623321597e-05
9.998347352026409895e-01,1.652647973589986606e-04
9.999524783319833077e-01,4.752166801672080495e-05
9.705914114604701215e-01,2.940858853952989932e-02
9.812357476896322872e-01,1.876425231036773361e-02
9.974258144785203006e-01,2.574185521479654699e-03
9.979720211316536194e-01,2.027978868346389744e-03
9.998988005849885896e-01,1.011994150113980682e-04
