,Source_Name,RAJ2000,DEJ2000,GLON,GLAT,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,AGNness,PSRness
2656,4FGL J1353.3+1434,208.3355,14.5755,354.99088,70.88546,0.021770474,0.020475347,40.89,997,,15.501744,1212.464,4.7829357e-10,4.7617636e-11,5.7151055e-12,5.161181e-13,PowerLaw,3.9503082e-13,3.5593402e-14,2.2776892,0.073488265,4.0724935e-13,4.3087e-14,2.260539,0.0848125,0.021834487,0.51969016,4.0553018e-13,3.9234878e-14,2.201378,0.13182452,0.0005312317,0.00080165407,0.6666667,0.76179284,721.73865,39.034916,0.6221417,0.1970539,bll,0,3.981053542378987e-10,1.5915154749635008e-09,4.0839950865567687e-10,9.310180404398238e-11,1.4813946944136624e-11,3.3012876286819814e-12,AGN,Non-PSR
2657,4FGL J1353.4+5600,208.3602,56.0024,106.042015,59.046135,0.026087565,0.025162475,-64.21,740,,4.9879303,5839.94,8.931562e-11,3.0222266e-11,1.0110489e-12,3.095173e-13,PowerLaw,2.7451133e-15,7.983683e-16,1.9530582,0.22378665,2.7717082e-15,9.090871e-16,1.9475905,0.23829307,0.0046060225,0.05590295,2.8643474e-15,8.978376e-16,1.8344265,0.40016672,0.00026577487,0.0007615512,0.6666667,0.33334604,110.569016,12.156574,0.4876963,0.5270055,bll,0,5.5713198811313536e-12,6.760137449823844e-10,6.499729227060769e-11,9.097654921075282e-12,8.327413411612916e-12,5.23247374248359e-12,AGN,Non-PSR
2658,4FGL J1353.6-6640,208.4055,-66.6719,309.04355,-4.5408626,0.010114328,0.009620946,-65.43,662,,21.646637,4293.8555,1.0419846e-09,8.494238e-11,1.1920627e-11,9.231457e-13,PowerLaw,5.911766e-14,4.577949e-15,1.9258627,0.05761193,5.858151e-14,5.2882584e-15,1.9316761,0.06112821,-0.0054171854,0.1859727,6.059813e-14,4.9912297e-15,1.8580273,0.08727825,0.00016521763,0.00017469889,0.6666667,0.84276307,789.1815,9.130515,0.11514937,0.14816764,bll,0,1.0462962961310662e-11,2.209368465955208e-09,7.101812471432822e-10,1.9505121129359537e-10,9.526806427073709e-11,5.014772624933883e-11,AGN,Non-PSR
2659,4FGL J1353.7-3936,208.4386,-39.6157,315.79724,21.694191,0.023744,0.021338765,70.58,702,,4.3742146,12585.101,6.188981e-11,2.779674e-11,9.312806e-13,3.4362996e-13,PowerLaw,6.84012e-16,2.5238937e-16,1.6062683,0.21635164,1.3155129e-15,5.9152324e-16,1.3089688,0.45123732,0.50749624,1.9306928,1.1459651e-15,4.7555484e-16,0.33960477,0.85492474,0.0024819227,0.0017439318,0.6666667,1.7849827,39.251953,12.455217,0.5888996,0.65221477,bcu,0,4.6933845698760024e-11,3.508995936700454e-14,4.162579569227942e-12,2.025261729154959e-11,1.4830451103287068e-11,5.802834341511742e-12,AGN,Non-PSR
2660,4FGL J1354.2+6934,208.5728,69.5676,115.02512,46.58385,0.09910807,0.08294982,-89.04,626,,5.0210123,1081.7008,9.4967936e-11,2.2142272e-11,1.2890278e-12,2.8505404e-13,PowerLaw,1.1210212e-13,2.3547597e-14,2.426783,0.16461025,1.4519859e-13,3.6498633e-14,2.0902607,0.38377458,0.33792055,1.5501688,1.3939086e-13,3.3803892e-14,1.3634274,0.65776235,0.009734842,0.006132728,0.6666667,1.7465061,280.29108,6.804088,0.0,10.0,bcu,0,2.0001582855255773e-12,3.9523803674335056e-10,9.629467362382016e-11,1.7686267381189502e-11,1.2867726429202121e-14,6.1227344605474e-15,AGN,Non-PSR
2661,4FGL J1354.3-0206,208.5972,-2.1099,332.83255,57.061745,0.12063186,0.108605675,79.54,1027,,8.806389,357.41672,1.7147916e-10,4.2684776e-11,4.0626057e-12,6.116384e-13,LogParabola,6.3765083e-12,7.849133e-13,2.830189,0.100673705,8.398592e-12,1.1676428e-12,2.4698079,0.23102324,0.39085338,3.0385835,8.179114e-12,1.1096203e-12,1.5072391,0.4355962,0.02625021,0.009098294,0.6666667,3.225423,664.07825,12.651006,0.34490943,0.18645932,fsrq,0,5.042569029001243e-09,1.893584622436606e-09,1.9431155295901448e-10,5.139810018567337e-12,1.0045426115451165e-17,1.0148591426321733e-14,AGN,Non-PSR
2662,4FGL J1354.4+3707,208.6146,37.13,73.80406,73.364426,0.019920291,0.018625164,67.52,668,,11.588934,2558.6638,2.9137556e-10,3.944487e-11,3.236844e-12,4.3818294e-13,PowerLaw,4.4931164e-14,6.082487e-15,2.0539982,0.10242956,4.680892e-14,7.30854e-15,2.0271208,0.1220909,0.027025107,0.4911104,4.6024176e-14,6.634881e-15,1.9865268,0.16648687,0.00024933144,0.00051917974,0.6666667,0.51090634,361.4376,5.2513366,0.0,10.0,bll,0,4.588043486797311e-12,6.584968126333024e-10,2.422468059481986e-10,5.739234434920526e-11,1.7535374194355136e-11,8.127258414869498e-12,AGN,Non-PSR
2663,4FGL J1354.8-1041,208.718,-10.6932,327.1797,49.168896,0.024545746,0.022757236,28.99,575,,22.434326,746.8507,9.2626384e-10,6.972691e-11,9.348797e-12,8.0109227e-13,LogParabola,2.4578013e-12,1.4997252e-13,2.4102297,0.04972481,2.8558171e-12,2.0076075e-13,2.2756734,0.0812967,0.16618298,3.8025296,2.7288345e-12,1.876563e-13,1.9799734,0.15215908,0.00491757,0.0017593541,0.6666667,3.5173526,1285.8219,163.18814,0.85038775,0.236712,fsrq,0,3.099479284340845e-10,3.860563868585132e-09,7.903683263421613e-10,9.512877291451005e-11,2.0335996775422416e-11,2.966194347434059e-12,AGN,Non-PSR
2666,4FGL J1356.2-1726,209.0681,-17.4472,324.18802,42.732685,0.04292422,0.03823709,-53.45,1142,,6.0643115,3322.32,2.0335587e-10,5.022826e-11,1.1345704e-12,2.8463085e-13,LogParabola,1.6619083e-14,3.7172774e-15,2.0800388,0.14673388,3.220901e-14,7.797507e-15,1.7094125,0.3983238,0.83279073,3.0641782,2.962867e-14,1.2785889e-14,0.0029171738,0.3466098,0.011087925,0.010479298,0.6666667,2.968982,73.19303,6.3891582,0.0687253,1.584275,agn,0,8.25759274326876e-13,1.0425502822153376e-10,9.920123056339492e-11,7.91783166809168e-11,8.602610811203615e-12,1.4578321112885206e-15,AGN,Non-PSR
2668,4FGL J1356.9-6432,209.234,-64.5401,309.89966,-2.5580788,0.023312291,0.021585455,-49.89,662,,17.683674,893.38135,2.4905786e-09,1.5534565e-10,3.2760468e-11,2.145518e-12,PLSuperExpCutoff,5.137822e-12,2.5762294e-13,2.687405,0.036689002,6.8408924e-12,3.500389e-13,2.69823,0.06793081,0.33166978,7.358193,6.811387e-12,3.364453e-13,1.6348008,0.07707567,0.01537949,0.0010520185,0.6666667,7.241309,2834.3206,5.202074,0.0,10.0,PSR,0,1.0361922875290475e-08,1.6387824430807996e-08,2.326609793712464e-09,1.1616621553578454e-10,9.816126210482334e-12,1.542479422430093e-16,Non-AGN,PSR
2669,4FGL J1357.1+1921,209.2902,19.3608,9.152566,73.04521,0.046501238,0.045267783,16.41,1322,,8.297065,381.52173,1.7915357e-10,3.7373174e-11,4.373197e-12,5.4067357e-13,PowerLaw,5.1251225e-12,6.256427e-13,2.8451264,0.11253357,4.9978923e-12,7.922309e-13,2.8537133,0.11444108,-0.020086532,0.24439733,5.0822714e-12,6.2598294e-13,2.8728476,0.120669805,-0.00049883645,0.0007444637,0.6666667,0.4132248,793.2968,25.513088,0.51711565,0.18983108,fsrq,2,3.408169391150295e-08,1.5887181570306552e-09,1.5276160891808388e-10,1.8979135971153305e-11,2.0927692658648752e-17,5.43677559569633e-12,AGN,Non-PSR
2671,4FGL J1357.5+0127,209.3951,1.459,337.4096,59.827293,0.033488292,0.02775273,35.88,606,,10.234999,1788.4594,3.6531825e-10,4.843084e-11,4.2044753e-12,5.5867057e-13,PowerLaw,1.2278674e-13,1.60433e-14,2.2113597,0.099857934,1.4510729e-13,2.2147845e-14,2.1553943,0.14672986,0.14835781,1.8942131,1.3855437e-13,2.1062435e-14,1.8679292,0.30476627,0.0024174282,0.0022880305,0.6666667,1.594855,479.22647,8.7845545,0.2306522,0.24907662,bll,0,1.6446628130564744e-12,1.316998732292518e-09,2.9743765783685205e-10,6.102773147942386e-11,1.9193631059510885e-11,1.0485395443072566e-14,AGN,Non-PSR
2673,4FGL J1358.1+7642,209.5283,76.7064,118.00869,39.777718,0.02399069,0.022757236,-87.74,362,,19.925526,1016.0699,4.6494555e-10,3.7259786e-11,5.85457e-12,4.0196164e-13,PowerLaw,6.0438416e-13,4.1246114e-14,2.3471787,0.05865715,6.481567e-13,5.3159994e-14,2.2999485,0.07637097,0.05987773,1.3819486,6.5198004e-13,5.1222874e-14,2.0954225,0.15678686,0.0023144628,0.0014268038,0.6666667,1.9863911,1157.2465,50.01908,0.51187706,0.15472987,fsrq,0,5.305777518727073e-12,1.9750485691361064e-09,3.9016703756722393e-10,9.200190609348624e-11,7.423054358690617e-12,3.8758155061934455e-19,AGN,Non-PSR
2676,4FGL J1359.1+5544,209.7845,55.7479,104.446175,58.88395,0.029294547,0.024484074,-37.22,740,,23.151411,752.7378,6.3138106e-10,4.6475816e-11,6.500371e-12,5.296702e-13,LogParabola,1.6426229e-12,9.739866e-14,2.3950193,0.04743186,1.9230004e-12,1.324405e-13,2.293927,0.07231737,0.15856442,3.9760118,1.8612312e-12,1.4073122e-13,1.932152,0.21696754,0.005670005,0.0029001867,0.6666667,3.522021,1279.5481,65.519295,0.49466246,0.14717333,fsrq,0,2.1561904262057396e-08,2.4530488751395296e-09,5.926602542061232e-10,7.81461631516045e-11,5.362072764969472e-12,2.2927811992728975e-12,AGN,Non-PSR
2677,4FGL J1359.1-1152,209.7944,-11.8828,327.9735,47.668278,0.036510255,0.025594182,15.38,575,,4.3267045,16695.69,6.2048956e-11,3.2874644e-11,1.0288284e-12,3.773096e-13,PowerLaw,4.8574227e-16,1.779915e-16,1.5292808,0.2800098,7.013075e-16,3.6524527e-16,0.4512165,0.700911,0.6957255,1.4471153,6.083209e-16,2.690896e-16,0.013140246,0.23658974,0.0017677671,0.00083174504,0.6666667,1.4565936,34.828896,10.267884,0.0,10.0,bcu,0,7.356632664157203e-13,2.2710049119023523e-10,5.326880603284678e-11,5.0149246734465525e-12,7.454784185789709e-12,1.1467053001590344e-11,AGN,Non-PSR
2678,4FGL J1359.4+0202,209.8588,2.0424,338.80212,60.090385,0.054950405,0.048783127,81.91,606,,7.077452,1194.4525,2.669606e-10,4.5173594e-11,3.6802427e-12,6.3059367e-13,PowerLaw,2.4961386e-13,3.9566064e-14,2.4415386,0.11649782,3.0594844e-13,5.4674123e-14,2.3576066,0.23073757,0.21366012,1.9975317,2.9640843e-13,5.2669556e-14,1.8448608,0.44939658,0.005876544,0.0042965184,0.6666667,2.0798144,518.1362,34.716885,0.8866607,0.29540136,fsrq,16,1.7686771643619925e-13,1.2343446265106195e-09,2.2050332393330763e-10,5.348858855835914e-11,1.6306497024179737e-15,1.9905599521127804e-14,AGN,Non-PSR
2679,4FGL J1359.7+4012,209.9276,40.2153,80.099884,70.75095,0.056060508,0.047488,55.49,602,,11.010075,619.1662,2.4442176e-10,3.43947e-11,3.877525e-12,4.0740016e-13,PowerLaw,1.300762e-12,1.3515915e-13,2.5596304,0.08503181,1.6420356e-12,2.0494752e-13,2.416648,0.14046778,0.25309882,2.606826,1.6023219e-12,2.0376105e-13,1.7657224,0.3922727,0.012122711,0.006526977,0.6666667,2.501642,733.1234,43.392525,0.701956,0.22155753,fsrq,0,5.298490979299686e-09,1.5710841516636265e-09,2.3104765323189724e-10,2.8044637792601357e-11,2.853185352910681e-12,5.896448635924013e-18,AGN,Non-PSR
2680,4FGL J1359.8-3746,209.9668,-37.7681,317.5809,23.149374,0.015294837,0.0142464,38.2,702,,18.735836,2733.295,7.9923035e-10,6.6790413e-11,8.904608e-12,7.4449095e-13,PowerLaw,1.0792256e-13,9.008771e-15,2.0183127,0.06458597,1.03529435e-13,9.977697e-15,2.036288,0.06136485,-0.022351993,0.8064977,1.0650701e-13,9.186052e-15,2.0498002,0.07997626,-0.00010137713,0.00016580989,0.6666667,0.4910589,792.59973,17.715487,0.28440043,0.1271735,bll,0,1.4284075255943662e-08,2.3912392066449684e-09,4.549952359322873e-10,1.798160509380864e-10,6.730790924613927e-11,1.7524585949058036e-11,AGN,Non-PSR
2683,4FGL J1400.2-4010,210.0542,-40.1806,316.9147,20.816303,0.0284928,0.025840875,-7.6,702,,5.6118355,3601.6104,1.7442726e-10,4.1740344e-11,1.9388803e-12,4.5935613e-13,PowerLaw,1.3391635e-14,3.108724e-15,2.0406637,0.16238333,1.5395298e-14,4.145229e-15,2.0041385,0.20773947,0.085088246,0.8222665,1.5038945e-14,4.016873e-15,1.76422,0.37835005,0.0011103135,0.0014424471,0.6666667,0.9355193,178.30217,1.8405529,0.0,9.999999,bcu,0,1.1540753075411914e-10,1.8217405362008776e-10,1.632237262017e-10,3.362677497564803e-11,1.8177256574936074e-11,3.419805237603324e-12,AGN,Non-PSR
2685,4FGL J1400.6-5605,210.1567,-56.0879,312.52502,5.4897704,0.0359552,0.029664582,-59.14,203,,13.279663,1237.4418,8.107017e-10,7.474368e-11,1.2058844e-11,1.225152e-12,PowerLaw,7.1698013e-13,6.233634e-14,2.50829,0.06910999,8.137567e-13,8.259796e-14,2.502427,0.090396784,0.10708612,2.0973244,7.8121976e-13,8.253921e-14,2.2775295,0.176838,0.0022598652,0.0016701326,0.6666667,1.7403952,1182.2671,46.046486,0.70146155,0.21226615,bcu,0,3.8752283160192746e-08,4.052652435859727e-09,5.981283801581583e-10,1.2972808938194191e-10,2.2953255615631996e-11,5.060130572734419e-18,AGN,Non-PSR
2687,4FGL J1401.1-3717,210.2971,-37.2975,318.00162,23.52468,0.025039129,0.02189382,-31.14,702,,8.062587,3566.4592,2.740171e-10,5.1002542e-11,3.0455523e-12,5.609671e-13,PowerLaw,2.145009e-14,3.8603535e-15,2.0423725,0.13591807,2.3767299e-14,4.973553e-15,1.9447341,0.2162484,0.08124253,0.89926916,2.4226745e-14,4.8693506e-15,1.6122912,0.43066135,0.001482849,0.0014168902,0.6666667,1.3050469,280.51486,8.778863,0.30033198,0.34307796,bcu,0,3.897402844899034e-09,6.253693118907222e-10,1.069820065868754e-10,8.175520677111692e-11,2.4293926245699815e-11,6.060399578011744e-12,AGN,Non-PSR
2688,4FGL J1401.2-0915,210.3061,-9.2577,330.2646,49.874104,0.034043346,0.03280989,-0.03,575,,8.859649,2262.9546,2.8201103e-10,4.3641875e-11,3.1334067e-12,4.84359e-13,PowerLaw,5.6068418e-14,8.663835e-15,2.0750313,0.11149708,6.54191e-14,1.2089058e-14,2.0091965,0.15467508,0.11090748,1.3931843,6.0432894e-14,1.038092e-14,1.8802047,0.22761427,0.0009647153,0.0011484562,0.6666667,1.0734657,296.00732,10.014341,0.28019154,0.2598836,fsrq,0,2.488178552084719e-10,8.968606413084501e-10,1.9569985909573262e-10,7.166201659858373e-11,6.1490469834002415e-12,7.468577839508939e-12,AGN,Non-PSR
2691,4FGL J1402.5-1827,210.6398,-18.4626,325.5946,41.25829,0.061981093,0.056122184,17.55,1142,,7.986137,609.5066,2.6292812e-10,4.5677313e-11,4.889294e-12,6.628399e-13,PowerLaw,1.6532824e-12,2.1338095e-13,2.6736012,0.10675158,1.6915358e-12,2.6555293e-13,2.6619828,0.11769621,0.015600862,0.21958235,1.7086467e-12,2.7861028e-13,2.5844977,0.28908148,0.0011824319,0.0038066555,0.6666667,0.33581156,763.3491,12.241055,0.34555513,0.20092773,bcu,0,1.0428116009597588e-10,1.6444110517710442e-09,2.938653487216669e-10,3.1054405574826305e-11,2.1071762705937112e-17,1.5391348135232463e-12,AGN,Non-PSR
2692,4FGL J1402.6+1600,210.6584,16.0016,2.5889132,70.09433,0.031206401,0.026025891,52.01,997,,5.943888,2880.0938,1.5210473e-10,3.46184e-11,1.7052141e-12,4.0717237e-13,PowerLaw,1.8126254e-14,4.0717213e-15,2.1376674,0.18162258,1.5960012e-14,4.20394e-15,2.1630902,0.13528258,-0.05913825,0.98605776,1.7421177e-14,4.044041e-15,2.230274,0.20734352,-0.00028268137,0.0003611974,0.6666667,0.59885436,186.32799,9.429046,0.21490812,0.6271021,bll,0,1.5829868665884206e-11,9.914343790384805e-10,5.6351048827174566e-11,1.9920459379263455e-11,1.908078035850469e-11,2.905573785044746e-12,AGN,Non-PSR
2693,4FGL J1402.6-3330,210.6652,-33.5045,319.56934,27.055784,0.11508131,0.09966312,21.94,845,,5.8583646,462.02213,1.7396955e-10,3.946107e-11,3.8547655e-12,6.37723e-13,PowerLaw,2.671451e-12,4.3229976e-13,2.7864783,0.11958822,4.7107106e-12,7.042115e-13,2.6101391,0.30650988,0.9842908,2.7904236,4.3598024e-12,7.482194e-13,0.39958248,0.8304785,0.053330656,0.018518327,0.6666667,2.5890493,641.4924,16.274097,0.5475458,0.24855551,fsrq,0,1.2074804267570016e-08,2.069419746675294e-09,8.232437648247881e-11,2.3235576657176793e-11,7.306924982587745e-21,9.828764490932718e-15,AGN,Non-PSR
2695,4FGL J1403.4+4319,210.8684,43.3225,85.62245,68.2178,0.025100801,0.022757236,-81.05,1111,,4.507005,10136.208,4.4512154e-11,1.7496046e-11,7.2181546e-13,2.6209885e-13,PowerLaw,7.363065e-16,2.6154546e-16,1.5463812,0.1890351,1.251167e-15,5.090808e-16,1.4842533,0.36833215,0.2830899,1.8832152,1.2251422e-15,5.078696e-16,0.53555423,0.82293093,0.0023411934,0.0019596478,0.6666667,1.9213055,30.389906,9.241663,0.0,10.0,bll,0,7.893277143011801e-09,1.8579376116857153e-18,3.1589876547943874e-11,1.5765376851217816e-11,9.420353386246916e-12,5.289408234326887e-12,AGN,Non-PSR
2699,4FGL J1404.8+6554,211.2158,65.9048,111.499146,49.56182,0.014678109,0.0138146905,-31.28,626,,19.279833,2907.225,3.889671e-10,3.5093723e-11,4.5948536e-12,4.5263934e-13,PowerLaw,4.68431e-14,4.2268786e-15,1.8645823,0.064277336,5.365412e-14,5.8850685e-15,1.7626398,0.095098466,0.09001307,1.8433499,5.0801052e-14,5.1585183e-15,1.6554347,0.14850327,0.00074826507,0.0005284745,0.6666667,1.7423675,469.87106,30.508167,0.5234255,0.1782385,bll,0,2.8794395756648328e-09,3.7090197579914275e-10,2.9822511127264306e-10,9.992318777962694e-11,3.943595797140098e-11,1.3857843692011151e-11,AGN,Non-PSR
2700,4FGL J1404.8+0402,211.2244,4.0352,343.34927,61.003998,0.018501818,0.016528292,21.78,606,,15.846357,2069.7058,5.367924e-10,5.174712e-11,5.963279e-12,5.7349367e-13,PowerLaw,1.2833704e-13,1.2266273e-14,2.070329,0.07334527,1.2527062e-13,1.4107578e-14,2.0826309,0.075347975,-0.013236409,0.3792686,1.2897172e-13,1.29638825e-14,2.0571792,0.10832548,5.1436087e-05,0.0003203633,0.6666667,0.15487628,571.70856,12.854657,0.26519942,0.1572532,bll,0,4.1944341333532975e-09,1.7513327454921068e-09,2.5657817537272365e-10,1.5337500713918928e-10,2.5252914342965838e-11,1.4541352497121629e-11,AGN,Non-PSR
2702,4FGL J1405.3-0640,211.3291,-6.683,333.48062,51.752598,0.05772567,0.05081833,29.02,279,,5.4150124,2627.4993,1.7904873e-10,4.0019463e-11,1.9912483e-12,4.476624e-13,PowerLaw,2.6083558e-14,5.821861e-15,2.0892086,0.16084453,3.160262e-14,7.8829765e-15,1.9597054,0.2820277,0.15484157,1.3202727,3.185974e-14,8.182484e-15,1.3212912,0.7790065,0.0035992095,0.0034057715,0.6666667,1.7249691,192.90187,7.813026,0.0,10.0,bcu,0,7.846064835163868e-13,7.367278453962456e-10,5.4769348778460625e-11,6.429252963346954e-11,1.0989324901455877e-11,7.836923316783921e-15,AGN,Non-PSR
2705,4FGL J1406.1-2508,211.5445,-25.1386,323.59265,34.716763,0.016774982,0.016404945,77.2,1268,,12.926012,2128.9048,4.3051226e-10,4.9104974e-11,4.7841535e-12,5.439941e-13,PowerLaw,9.720029e-14,1.10300546e-14,2.0783288,0.08435691,1.0232564e-13,1.3506357e-14,2.050715,0.100553975,0.034630544,0.7576839,1.0019899e-13,1.2200079e-14,1.9915494,0.13937384,0.0003863849,0.00053665164,0.6666667,0.78941625,477.83743,26.049686,0.576639,0.20572217,bll,0,3.4799413350938835e-10,9.237479670076709e-10,3.203542986440766e-10,1.187596687657333e-10,1.6457038856665385e-11,1.2438307328554998e-11,AGN,Non-PSR
2706,4FGL J1406.4-1654,211.6216,-16.9073,327.5395,42.35023,0.057293966,0.04983156,9.19,1142,,4.995361,2061.9675,1.7910952e-10,4.068858e-11,2.077533e-12,4.9661366e-13,PowerLaw,4.4002382e-14,9.9828855e-15,2.2272167,0.17083953,4.5086497e-14,1.2449871e-14,2.21456,0.1999742,0.014972254,0.12759355,4.4787738e-14,1.0924066e-14,2.1682203,0.271877,0.0002569427,0.0009822088,0.6666667,0.26786157,240.02327,14.1906,0.54715806,0.35066834,bcu,0,1.1106064852495212e-11,1.518470349459733e-10,1.995143078525885e-10,2.5587025553885923e-11,5.057367719052408e-12,4.063613161242596e-12,AGN,Non-PSR
2707,4FGL J1406.6-3934,211.6655,-39.5727,318.3715,21.033115,0.035523493,0.02639593,14.48,702,,6.1849303,13123.037,9.943264e-11,3.2270707e-11,1.6063411e-12,4.2871848e-13,PowerLaw,1.0995245e-15,2.9252285e-16,1.5493098,0.16129132,1.7163042e-15,5.7164014e-16,1.2408134,0.35733077,0.3448147,2.0179489,1.6082437e-15,4.998454e-16,0.495715,0.5338494,0.0017936607,0.0009108283,0.6666667,2.1120148,60.665157,19.682655,0.81446797,0.41262835,bll,0,5.1888484620121744e-09,5.564036644617465e-12,1.6630464366729214e-11,2.758803255287212e-11,2.0130487554670395e-11,1.3015964174523109e-11,AGN,Non-PSR
2708,4FGL J1406.9+1643,211.742,16.7206,6.04595,69.665016,0.04761135,0.031946473,-80.12,997,,7.2387347,4800.3516,1.6192701e-10,3.4554363e-11,1.982621e-12,4.137906e-13,PowerLaw,7.8473435e-15,1.6042996e-15,1.812417,0.13622633,9.612548e-15,2.3159562e-15,1.6711837,0.23960505,0.14173506,1.4912874,9.2705715e-15,2.1612577e-15,1.3363587,0.4224248,0.0013554515,0.0012510016,0.6666667,1.6204811,126.59912,10.208778,0.27323496,0.39878803,bll,0,3.544293547888544e-12,1.1763913454476693e-10,1.0702327218892194e-10,4.187973925984245e-11,2.5362406619322542e-11,3.804706549814796e-12,AGN,Non-PSR
2710,4FGL J1407.6-4301,211.9194,-43.0234,317.44412,17.689692,0.026272582,0.026149236,47.97,1055,,10.280366,2096.7397,3.940546e-10,5.167422e-11,4.414166e-12,5.7895756e-13,PowerLaw,9.252487e-14,1.2087157e-14,2.134325,0.101132505,1.0018494e-13,1.5352528e-14,2.074442,0.13319704,0.060826063,0.9021145,9.812167e-14,1.4294145e-14,1.9500111,0.21087709,0.00089283596,0.0010057448,0.6666667,1.0594538,444.3839,28.333313,0.699423,0.24964164,bcu,0,5.443806863625333e-12,7.782139377354724e-10,2.9638527743180987e-10,9.786952498425094e-11,1.3218626714051052e-11,6.037620924048692e-12,AGN,Non-PSR
2716,4FGL J1408.9-0751,212.2356,-7.8575,333.89413,50.296444,0.014493091,0.0138146905,59.34,279,,32.502502,1174.0869,1.7668164e-09,8.971944e-11,1.8599011e-11,1.44683e-12,LogParabola,1.5825183e-12,7.155698e-14,2.3458438,0.034365512,1.7275438e-12,8.954555e-14,2.3346753,0.050808914,0.084863186,3.3536634,1.7075035e-12,8.7130776e-14,2.128598,0.08993594,0.0022645385,0.00084047497,0.6666667,2.94983,2409.3337,124.69866,0.514513,0.14533566,fsrq,0,1.0579904952123798e-08,7.139201230188519e-09,1.384453107711181e-09,2.871918258762207e-10,5.228285512859365e-11,4.3103528558907644e-12,AGN,Non-PSR
2719,4FGL J1410.1+0202,212.5287,2.0354,343.17108,58.619164,0.0284928,0.025594182,-69.83,606,,14.804596,1105.1646,4.976611e-10,5.0474316e-11,6.0681833e-12,5.4648457e-13,PowerLaw,5.174149e-13,4.6489573e-14,2.3066187,0.07203355,5.675164e-13,6.023325e-14,2.2549038,0.09498674,0.07330053,1.5027766,5.635578e-13,5.6676113e-14,2.0414953,0.18240152,0.0022716199,0.0015243033,0.6666667,1.86255,773.8946,40.1213,0.5955661,0.19176954,bll,0,1.8638435239637374e-09,1.6387051715582857e-09,3.7053185519830834e-10,1.4189391328578438e-10,9.102525157234087e-12,2.3671604142859936e-15,AGN,Non-PSR
2720,4FGL J1410.3+1438,212.5908,14.6434,2.709985,67.78868,0.042615857,0.026334256,71.83,997,,9.757504,2297.0308,2.7795094e-10,4.0444738e-11,3.0876582e-12,4.490608e-13,PowerLaw,5.3550744e-14,7.783678e-15,2.0687022,0.10537721,6.18895e-14,1.0601431e-14,1.989544,0.15085472,0.10160478,1.4264675,5.958533e-14,9.733838e-15,1.7687731,0.26657897,0.001486676,0.001314178,0.6666667,1.5206336,305.76477,5.0266085,0.0,10.0,bll,0,4.5822892702496176e-10,7.704400450947446e-10,1.7534090845927608e-10,8.081800506598569e-11,1.564447703328309e-11,4.01021837265203e-12,AGN,Non-PSR
2721,4FGL J1410.4+2820,212.6229,28.342,41.496754,72.48468,0.028431129,0.026827637,82.98,971,,10.627269,1838.6321,2.9345987e-10,3.9110052e-11,3.2605596e-12,4.3210238e-13,PowerLaw,8.975935e-14,1.17039455e-14,2.074635,0.09592718,1.0591602e-13,1.6011787e-14,1.9751828,0.14550848,0.13019139,1.8654505,1.01915824e-13,1.4846402e-14,1.6922705,0.25711447,0.0022536486,0.0015214444,0.6666667,1.9644566,355.1338,14.445613,0.42192766,0.21135244,bll,0,3.801186587715222e-10,7.323857076357854e-10,2.288396000471593e-10,7.804513979525751e-11,1.641457456069695e-11,8.405372209883966e-15,AGN,Non-PSR
2722,4FGL J1410.5+6215,212.6283,62.2662,107.94738,52.500595,0.031576436,0.029479565,16.95,86,,4.468776,2131.3047,8.181537e-11,2.1176784e-11,1.019273e-12,3.5759983e-13,PowerLaw,1.8694944e-14,4.8396e-15,2.334299,0.28537634,1.4473926e-14,4.4381303e-15,2.431378,0.12647584,-0.11765604,1.8544178,1.7972596e-14,4.9588684e-15,2.4708695,0.31504023,-0.00041525613,0.00048215777,0.6666667,0.58582443,195.74825,12.113294,0.46792752,0.53087145,bcu,0,3.461892664896604e-12,4.308245774020669e-11,5.879761955096541e-11,1.473792268780194e-11,4.076156079335647e-12,2.257114634085511e-12,AGN,Non-PSR
