,GLON,GLAT,PSRness
879,182.10893,-14.064256,Non-PSR
881,153.89969,7.642037,Non-PSR
882,155.63254,6.3499017,Non-PSR
884,255.68689,-37.978523,Non-PSR
886,178.17056,-10.770484,Non-PSR
887,201.43849,-25.290491,Non-PSR
888,173.0889,-6.8128886,Non-PSR
890,194.00784,-20.85954,Non-PSR
891,187.384,-16.7311,Non-PSR
892,170.13579,-4.3492775,Non-PSR
893,145.26949,14.318355,Non-PSR
894,270.1328,-36.560448,Non-PSR
895,211.04762,-29.015179,Non-PSR
896,161.7949,2.328005,Non-PSR
897,195.47278,-20.86026,Non-PSR
898,196.1773,-21.190577,Non-PSR
899,216.22734,-30.432587,Non-PSR
900,146.68385,13.709552,Non-PSR
901,171.55383,-4.5697484,Non-PSR
902,204.32709,-25.399406,Non-PSR
903,242.10667,-36.369167,Non-PSR
904,149.10927,12.0959015,Non-PSR
905,204.01047,-25.176819,Non-PSR
908,209.05556,-27.311274,Non-PSR
909,197.16168,-21.3626,Non-PSR
910,262.42432,-36.769836,Non-PSR
911,236.68214,-35.297207,Non-PSR
912,270.43018,-35.965126,Non-PSR
913,161.05176,3.8080032,Non-PSR
914,143.79837,15.89273,Non-PSR
915,220.44562,-31.198597,Non-PSR
916,156.72247,7.0518937,Non-PSR
917,183.16072,-11.995576,Non-PSR
918,153.82762,9.311347,Non-PSR
919,231.48416,-33.87402,Non-PSR
920,191.3769,-17.244886,Non-PSR
921,195.39853,-19.63078,Non-PSR
922,128.47363,24.622112,Non-PSR
923,204.55038,-24.420313,Non-PSR
924,274.27008,-35.189407,Non-PSR
925,184.73323,-12.782109,Non-PSR
926,219.08487,-30.188316,Non-PSR
927,278.7612,-34.295654,Non-PSR
930,166.5021,0.91533196,Non-PSR
931,148.35168,13.80195,Non-PSR
933,202.80629,-21.884232,Non-PSR
934,251.73364,-35.37729,Non-PSR
935,187.69286,-13.064665,Non-PSR
936,284.00476,-32.843033,Non-PSR
937,138.62843,19.77109,Non-PSR
938,271.5182,-34.76383,Non-PSR
939,193.57823,-16.19323,Non-PSR
940,219.61127,-28.513752,Non-PSR
941,193.88658,-15.935594,Non-PSR
942,177.8836,-5.45053,Non-PSR
943,251.55072,-34.66703,Non-PSR
946,219.55444,-27.556616,Non-PSR
947,201.28616,-19.354404,Non-PSR
948,183.60672,-8.706688,Non-PSR
949,243.31303,-33.36089,Non-PSR
953,177.73462,-4.041786,Non-PSR
956,251.98047,-33.674873,Non-PSR
957,222.67323,-27.546915,Non-PSR
958,269.1066,-33.870926,Non-PSR
959,203.6126,-19.361439,Non-PSR
960,148.6343,15.192054,Non-PSR
961,254.99869,-33.754196,Non-PSR
962,182.88174,-6.956808,Non-PSR
963,217.78488,-25.49542,Non-PSR
964,166.15872,4.3091006,Non-PSR
967,268.01962,-33.536068,Non-PSR
969,204.17021,-18.721767,Non-PSR
970,194.57697,-13.426031,Non-PSR
971,283.8247,-31.875706,Non-PSR
972,208.28984,-20.654606,Non-PSR
975,191.36122,-11.006541,Non-PSR
978,255.02611,-32.804626,Non-PSR
980,196.84306,-13.728538,Non-PSR
981,244.7849,-31.43957,Non-PSR
982,295.8454,-29.154188,Non-PSR
983,297.3187,-28.767157,Non-PSR
984,270.3496,-32.89967,Non-PSR
985,263.79932,-32.98078,Non-PSR
986,162.16528,8.241168,Non-PSR
989,242.71043,-30.862461,Non-PSR
999,231.83646,-27.864317,Non-PSR
1001,188.58575,-7.80264,Non-PSR
1002,238.55138,-29.49039,Non-PSR
1003,238.2274,-29.408272,Non-PSR
1004,229.6151,-27.11623,Non-PSR
1006,265.5496,-32.395054,Non-PSR
1008,244.43849,-30.297256,Non-PSR
1009,250.0831,-31.090376,Non-PSR
1011,189.62473,-7.674745,Non-PSR
1013,191.60243,-8.687414,Non-PSR
1014,232.93808,-27.274496,Non-PSR
1016,193.7352,-9.830703,Non-PSR
1020,153.94315,14.26477,Non-PSR
1023,261.98718,-31.853586,Non-PSR
1024,255.7352,-31.355646,Non-PSR
1025,284.6242,-30.869034,Non-PSR
1026,210.05687,-18.105421,Non-PSR
1027,173.80902,3.0106583,Non-PSR
1028,213.54695,-19.36894,Non-PSR
1031,263.5116,-31.477985,Non-PSR
1034,199.5885,-11.722634,Non-PSR
1038,226.67328,-23.625172,Non-PSR
1039,176.93184,2.7209387,Non-PSR
1040,265.92325,-30.703491,Non-PSR
1041,237.55965,-26.182005,Non-PSR
1045,240.87335,-26.749994,Non-PSR
1046,172.99968,5.820044,Non-PSR
1047,203.22406,-11.472336,Non-PSR
1048,225.74391,-21.61963,Non-PSR
1055,215.70708,-17.236233,Non-PSR
1057,203.6401,-11.0579605,Non-PSR
1058,171.67874,7.287321,Non-PSR
1059,250.4939,-27.961828,Non-PSR
1060,212.40996,-14.863844,Non-PSR
1062,213.45105,-15.280525,Non-PSR
1063,244.8504,-26.426046,Non-PSR
1065,234.66711,-23.598402,Non-PSR
1066,286.0851,-29.525179,Non-PSR
1067,179.98242,3.5338252,Non-PSR
1068,149.6257,18.906599,Non-PSR
1069,195.71811,-5.2441587,Non-PSR
1070,246.0877,-26.213472,Non-PSR
1072,173.21478,7.651509,Non-PSR
1073,281.02032,-29.630486,Non-PSR
1074,283.37207,-29.527431,Non-PSR
1075,158.6521,15.119353,Non-PSR
1077,186.62045,0.22957434,Non-PSR
1078,226.02443,-19.616606,Non-PSR
1079,160.06737,14.574019,Non-PSR
1080,207.43097,-10.866744,Non-PSR
1081,246.94054,-25.964876,Non-PSR
1082,153.10509,17.821692,Non-PSR
1083,188.08432,0.04803598,Non-PSR
1084,255.68295,-27.4895,Non-PSR
1085,256.33594,-27.537987,Non-PSR
1086,168.58414,10.89253,Non-PSR
1087,207.57933,-10.327148,Non-PSR
1089,254.91489,-26.947205,Non-PSR
1090,168.90439,11.162798,Non-PSR
1091,231.70535,-20.429102,Non-PSR
1092,165.62958,12.865923,Non-PSR
1093,146.80762,20.872194,Non-PSR
1094,215.76149,-13.515972,Non-PSR
1095,269.46518,-28.63257,Non-PSR
1096,222.11989,-16.382616,Non-PSR
1099,263.2417,-27.870646,Non-PSR
1102,228.92496,-18.944912,Non-PSR
1103,210.60101,-10.659151,Non-PSR
1104,195.68272,-2.6440365,Non-PSR
1105,225.61806,-17.328075,Non-PSR
1107,193.26361,-1.0091106,Non-PSR
1109,270.0011,-28.331373,Non-PSR
1110,169.81161,11.568139,Non-PSR
1113,233.97371,-20.197977,Non-PSR
1114,183.6207,4.5281386,Non-PSR
1115,238.4865,-21.547031,Non-PSR
1116,246.69165,-23.974411,Non-PSR
1118,171.82712,10.927332,Non-PSR
1122,152.80344,19.507225,Non-PSR
1123,187.15195,3.4567032,Non-PSR
1124,238.34879,-20.856953,Non-PSR
1126,218.78302,-12.567973,Non-PSR
1127,170.04706,12.619089,Non-PSR
1129,157.42,18.093443,Non-PSR
1131,224.89156,-15.064871,Non-PSR
1133,231.85571,-17.83446,Non-PSR
1137,175.47426,10.742769,Non-PSR
1139,232.78638,-17.597942,Non-PSR
1140,185.7398,5.671258,Non-PSR
1143,229.96466,-16.298243,Non-PSR
1144,241.76292,-20.575264,Non-PSR
1145,193.7916,1.7171752,Non-PSR
1147,233.80554,-17.55592,Non-PSR
1148,274.24902,-27.385956,Non-PSR
1150,249.49553,-22.718807,Non-PSR
1151,179.9402,9.151609,Non-PSR
1152,237.8641,-18.92151,Non-PSR
1153,182.40982,8.011053,Non-PSR
1154,241.52838,-20.048275,Non-PSR
1155,261.53546,-25.358658,Non-PSR
1157,169.77708,14.391395,Non-PSR
1159,263.43643,-25.436514,Non-PSR
1160,251.04501,-22.442991,Non-PSR
1161,225.73744,-13.137516,Non-PSR
1162,243.45117,-19.969524,Non-PSR
1163,145.7614,23.2085,Non-PSR
1164,272.439,-26.464733,Non-PSR
1165,228.65022,-13.6672,Non-PSR
1166,188.58038,6.479586,Non-PSR
1167,232.68361,-14.995303,Non-PSR
1169,192.53706,4.85112,Non-PSR
1172,220.19757,-9.040762,Non-PSR
1174,231.27988,-13.76768,Non-PSR
1180,232.56966,-13.959684,Non-PSR
1181,286.4049,-27.171076,Non-PSR
1182,143.13069,24.494947,Non-PSR
1183,244.36414,-18.036934,Non-PSR
1184,155.066,21.776697,Non-PSR
1185,141.33965,25.002853,Non-PSR
1186,186.5039,9.7756605,Non-PSR
1187,158.5338,20.824528,Non-PSR
1189,179.95152,12.964129,Non-PSR
1190,223.21431,-8.321294,Non-PSR
1191,189.76765,8.746698,Non-PSR
1193,214.81052,-3.6792285,Non-PSR
1196,263.2811,-22.785875,Non-PSR
1197,204.04208,2.2863278,Non-PSR
1198,277.5268,-25.527538,Non-PSR
1199,154.98067,22.616528,Non-PSR
1200,238.47177,-14.07507,Non-PSR
1201,264.44864,-22.594707,Non-PSR
1202,248.57501,-17.608831,Non-PSR
1203,261.06845,-21.593142,Non-PSR
1205,270.8775,-23.936346,Non-PSR
1207,170.57242,18.373384,Non-PSR
1208,240.53267,-14.151442,Non-PSR
1209,198.18037,6.5557804,Non-PSR
1210,196.68475,7.326168,Non-PSR
1211,228.49413,-8.620174,Non-PSR
1213,198.97694,6.323998,Non-PSR
1214,192.48117,9.618117,Non-PSR
1215,241.52538,-14.20933,Non-PSR
1217,227.66972,-7.733307,Non-PSR
1219,190.27982,11.001717,Non-PSR
1220,175.9286,17.066418,Non-PSR
1221,150.12971,24.499779,Non-PSR
1223,257.86246,-19.765213,Non-PSR
1224,195.51297,9.018392,Non-PSR
1226,198.29744,7.96406,Non-PSR
1227,187.57082,12.927382,Non-PSR
1228,251.70357,-17.259434,Non-PSR
1229,204.88205,4.8982344,Non-PSR
1230,165.68481,21.107552,Non-PSR
1231,171.2068,19.388205,Non-PSR
1232,259.6603,-19.910027,Non-PSR
1233,173.68152,18.609137,Non-PSR
1234,237.26802,-10.931956,Non-PSR
1235,216.48453,-0.45396754,Non-PSR
1236,173.97351,18.826145,Non-PSR
1237,235.1009,-9.69544,Non-PSR
1240,268.8168,-22.08252,Non-PSR
1241,189.03993,13.400892,Non-PSR
1242,207.8536,4.6042128,Non-PSR
1244,238.75319,-10.592452,Non-PSR
1245,278.3815,-24.189531,Non-PSR
1247,198.46768,9.555953,Non-PSR
1248,273.59866,-23.05479,Non-PSR
1250,202.22447,7.8518004,Non-PSR
1252,276.76965,-23.760103,Non-PSR
1255,191.17593,13.266803,Non-PSR
1257,256.8021,-17.706402,Non-PSR
1258,231.92339,-6.527707,Non-PSR
1259,147.38507,26.121801,Non-PSR
1260,249.86345,-14.646179,Non-PSR
1261,223.81099,-2.2600427,Non-PSR
1262,215.04161,2.2641451,Non-PSR
1264,171.93477,21.07924,Non-PSR
1265,167.82692,22.260822,Non-PSR
1266,259.25995,-17.845264,Non-PSR
1268,163.65643,23.50138,Non-PSR
1269,212.13628,4.5449386,Non-PSR
1270,179.49692,18.988039,Non-PSR
1271,136.76738,27.277351,Non-PSR
1272,155.11508,25.367298,Non-PSR
1274,168.52635,22.787235,Non-PSR
1275,174.28893,21.17741,Non-PSR
1276,194.26213,13.833457,Non-PSR
1278,228.69257,-3.148508,Non-PSR
1279,209.8954,6.5628333,Non-PSR
1281,217.63518,2.7370057,Non-PSR
1282,157.40823,25.424812,Non-PSR
1283,250.10442,-13.135707,Non-PSR
1284,169.77303,22.798655,Non-PSR
1286,159.33856,25.351904,Non-PSR
1287,184.45483,18.557285,Non-PSR
1288,166.70547,23.867052,Non-PSR
1290,191.87685,15.925285,Non-PSR
1292,197.63727,13.57791,Non-PSR
1293,205.47978,10.140846,Non-PSR
1294,279.59036,-22.970757,Non-PSR
1295,256.71634,-15.026118,Non-PSR
1297,266.3491,-18.480206,Non-PSR
1298,172.1607,23.455534,Non-PSR
1299,254.91808,-13.656107,Non-PSR
1301,282.2451,-23.322662,Non-PSR
1302,185.04433,19.861864,Non-PSR
1303,252.10336,-12.169499,Non-PSR
1304,247.46288,-9.892448,Non-PSR
1305,273.728,-20.724913,Non-PSR
1306,218.46568,5.5489306,Non-PSR
1307,212.68704,8.52379,Non-PSR
1308,143.98457,28.022398,Non-PSR
1310,182.27322,21.505291,Non-PSR
1312,223.25839,3.5138535,Non-PSR
1314,158.20023,26.996574,Non-PSR
1315,189.46776,19.255917,Non-PSR
1316,197.43155,16.21535,Non-PSR
1318,203.64494,13.9123745,Non-PSR
1319,214.80171,8.627783,Non-PSR
1320,221.36864,5.2316675,Non-PSR
1322,248.33064,-9.030086,Non-PSR
1324,217.69913,7.2360425,Non-PSR
1325,132.75938,28.108564,Non-PSR
1326,259.36984,-14.145758,Non-PSR
1327,181.07063,22.792957,Non-PSR
1328,164.12915,26.69564,Non-PSR
1329,148.25266,28.396929,Non-PSR
1330,169.5882,25.821857,Non-PSR
1331,155.1809,27.982006,Non-PSR
1332,245.10512,-6.5593023,Non-PSR
1333,160.15219,27.511673,Non-PSR
1335,146.8043,28.633066,Non-PSR
1336,227.76869,3.1376576,Non-PSR
1337,185.86455,22.063702,Non-PSR
1338,222.4052,6.086373,Non-PSR
1339,277.59756,-20.793043,Non-PSR
1341,229.96634,2.1987174,Non-PSR
1343,244.16713,-5.396684,Non-PSR
1344,191.07704,20.650938,Non-PSR
1345,259.08966,-12.835111,Non-PSR
1346,157.85199,28.295568,Non-PSR
1347,166.02148,27.314451,Non-PSR
1348,266.72583,-16.177094,Non-PSR
1349,182.27182,23.819319,Non-PSR
1350,215.91458,10.364634,Non-PSR
1351,177.68839,25.04193,Non-PSR
1352,213.35385,11.681733,Non-PSR
1353,167.72678,27.142647,Non-PSR
1355,289.12494,-24.066618,Non-PSR
1358,295.0982,-25.475178,Non-PSR
1360,201.84836,18.078001,Non-PSR
1362,216.98395,11.377291,Non-PSR
1363,201.99614,18.442749,Non-PSR
1364,279.2584,-20.43289,Non-PSR
1365,225.589,7.068239,Non-PSR
1366,142.07402,29.42412,Non-PSR
1367,187.73022,23.807297,Non-PSR
1369,187.34207,23.947098,Non-PSR
1371,264.35376,-13.811718,Non-PSR
1372,260.24597,-11.738335,Non-PSR
1373,169.44853,28.188961,Non-PSR
1374,163.05278,29.093634,Non-PSR
1376,265.4239,-14.035497,Non-PSR
1377,268.84274,-15.639843,Non-PSR
1378,202.81523,18.96565,Non-PSR
1379,262.25772,-12.399355,Non-PSR
1381,140.252,29.571495,Non-PSR
1382,281.338,-20.778597,Non-PSR
1385,219.8494,11.8316,Non-PSR
1386,221.48145,11.061638,Non-PSR
1387,194.6295,22.869299,Non-PSR
1388,192.85031,23.485088,Non-PSR
1389,225.73257,8.813261,Non-PSR
1391,261.34702,-11.304772,Non-PSR
1393,173.5864,28.407965,Non-PSR
1394,248.4249,-3.9945343,Non-PSR
1395,211.04457,16.552656,Non-PSR
1396,262.80573,-11.909673,Non-PSR
1397,234.20312,4.4620237,Non-PSR
1398,128.21684,28.209162,Non-PSR
1399,169.14697,29.254364,Non-PSR
1400,196.60242,22.733208,Non-PSR
1401,253.73021,-6.6311,Non-PSR
1402,245.81905,-2.0448868,Non-PSR
1403,197.45091,22.58909,Non-PSR
1404,174.3446,28.657005,Non-PSR
1405,209.48143,17.80562,Non-PSR
1406,207.1784,18.866392,Non-PSR
1407,139.90247,29.911428,Non-PSR
1409,202.35387,20.921383,Non-PSR
1410,208.17674,18.736414,Non-PSR
1411,134.99571,29.403633,Non-PSR
1412,264.94287,-12.388873,Non-PSR
1414,223.82715,11.2493305,Non-PSR
1415,193.85774,24.32817,Non-PSR
1417,187.27342,26.424965,Non-PSR
1418,234.63164,5.417295,Non-PSR
1419,164.19286,30.504765,Non-PSR
1420,215.75485,16.140959,Non-PSR
1421,230.7742,8.232862,Non-PSR
1422,170.55511,30.144844,Non-PSR
1425,277.2295,-17.736841,Non-PSR
1426,253.17177,-4.468254,Non-PSR
1427,211.30931,19.066587,Non-PSR
1428,209.86705,19.97798,Non-PSR
1429,182.70145,28.88167,Non-PSR
1431,194.31094,25.93925,Non-PSR
1432,208.28078,21.047293,Non-PSR
1434,161.59348,31.701422,Non-PSR
1435,241.13905,3.7375653,Non-PSR
1439,175.75557,30.537243,Non-PSR
1440,151.53159,31.746632,Non-PSR
1441,149.4318,31.646387,Non-PSR
1443,211.70082,20.223406,Non-PSR
1445,229.92487,10.952673,Non-PSR
1446,224.62836,14.1923895,Non-PSR
1448,253.0335,-2.766056,Non-PSR
1449,217.56805,18.179794,Non-PSR
1450,227.33052,13.173616,Non-PSR
1451,147.94794,31.892923,Non-PSR
1452,136.42805,30.352484,Non-PSR
1453,222.65723,15.787415,Non-PSR
1454,154.98192,32.36321,Non-PSR
1455,138.89278,30.794521,Non-PSR
1456,242.28821,4.489276,Non-PSR
1457,182.16644,30.435486,Non-PSR
1458,174.72897,31.670906,Non-PSR
1459,157.67772,32.57346,Non-PSR
1460,240.99567,5.600525,Non-PSR
1461,274.6157,-15.034657,Non-PSR
1462,226.9651,14.004563,Non-PSR
1463,289.15707,-22.082909,Non-PSR
1464,239.39606,6.7070622,Non-PSR
1465,232.7117,10.880388,Non-PSR
1466,229.04431,13.161608,Non-PSR
1467,169.17316,32.54105,Non-PSR
1468,179.65294,31.517897,Non-PSR
1470,164.61052,32.924366,Non-PSR
1471,186.48222,30.356411,Non-PSR
1473,166.24754,32.914417,Non-PSR
1474,288.2776,-21.446249,Non-PSR
1475,220.71138,18.566105,Non-PSR
1476,135.1624,30.455229,Non-PSR
1477,219.98897,19.09709,Non-PSR
1478,211.28342,23.212147,Non-PSR
1479,215.72421,21.298098,Non-PSR
1480,193.97346,29.225857,Non-PSR
1481,150.96288,32.950424,Non-PSR
1482,161.9573,33.462494,Non-PSR
1484,226.25172,16.292763,Non-PSR
1485,231.89946,13.214343,Non-PSR
1486,145.86145,32.52501,Non-PSR
1487,192.63875,29.984468,Non-PSR
1488,151.67546,33.206123,Non-PSR
1490,184.77583,31.922398,Non-PSR
1491,192.5432,30.33909,Non-PSR
1492,170.0822,33.718815,Non-PSR
1493,159.85095,33.89916,Non-PSR
1494,234.79643,12.1213455,Non-PSR
1495,223.1065,18.77031,Non-PSR
1496,244.32906,6.14342,Non-PSR
1497,202.41962,27.733957,Non-PSR
1498,203.4097,27.448454,Non-PSR
1500,189.44737,31.482325,Non-PSR
1501,231.8227,14.32306,Non-PSR
1502,178.22351,33.39542,Non-PSR
1503,194.49014,30.425303,Non-PSR
1504,190.45438,31.462664,Non-PSR
1505,189.77173,31.618696,Non-PSR
1506,195.08763,30.414972,Non-PSR
1507,230.5799,15.490128,Non-PSR
1508,247.82701,4.723234,Non-PSR
1509,185.03622,32.844883,Non-PSR
1510,199.5097,29.62429,Non-PSR
1511,235.20422,13.173167,Non-PSR
1512,213.86563,24.49505,Non-PSR
1515,246.85344,6.00575,Non-PSR
1516,277.79712,-14.6751795,Non-PSR
1517,180.37425,34.080173,Non-PSR
1518,201.33395,29.677359,Non-PSR
1519,265.221,-6.41041,Non-PSR
1521,198.94766,30.634623,Non-PSR
1522,161.95428,35.11795,Non-PSR
1523,182.1673,34.19259,Non-PSR
1524,221.20894,22.389627,Non-PSR
1525,252.06564,3.3067927,Non-PSR
1526,243.9846,8.925707,Non-PSR
1529,278.50034,-14.67364,Non-PSR
1530,230.88998,17.523933,Non-PSR
1533,256.57956,0.5316008,Non-PSR
1534,166.2575,35.66354,Non-PSR
1535,200.96198,30.93365,Non-PSR
1536,179.11661,35.192684,Non-PSR
1537,231.68945,17.529589,Non-PSR
1538,245.89899,8.376818,Non-PSR
1539,206.70338,29.36334,Non-PSR
1541,216.00072,25.815582,Non-PSR
1542,235.26297,15.664079,Non-PSR
1543,167.80943,35.96401,Non-PSR
1544,274.32584,-11.515562,Non-PSR
1545,166.0401,35.99593,Non-PSR
1546,200.02821,31.85926,Non-PSR
1547,197.42659,32.707424,Non-PSR
1548,207.09424,29.855448,Non-PSR
1549,220.70346,24.348978,Non-PSR
1550,195.9179,33.25722,Non-PSR
1551,170.14963,36.38653,Non-PSR
1554,229.80408,20.01629,Non-PSR
1555,178.61485,36.27157,Non-PSR
1556,176.58507,36.549164,Non-PSR
1558,245.409,10.546109,Non-PSR
1560,216.10211,27.51868,Non-PSR
1562,203.26448,32.246616,Non-PSR
1563,243.68977,12.111398,Non-PSR
1566,158.49649,36.534218,Non-PSR
1567,210.72,30.081188,Non-PSR
1574,207.60109,31.71104,Non-PSR
1575,187.084,36.509174,Non-PSR
1576,225.03265,24.460457,Non-PSR
1577,212.89351,30.192152,Non-PSR
1578,256.86615,3.7415822,Non-PSR
1579,143.54924,34.42446,Non-PSR
1580,276.88214,-11.355019,Non-PSR
1581,223.67796,25.912506,Non-PSR
1582,148.1441,35.61234,Non-PSR
1585,165.04855,38.094666,Non-PSR
1588,272.31412,-7.499678,Non-PSR
1589,222.2439,27.424822,Non-PSR
1590,273.1625,-8.010023,Non-PSR
1591,174.06038,38.791916,Non-PSR
1592,247.77411,12.204955,Non-PSR
1593,215.45413,30.898802,Non-PSR
1594,233.7413,21.970226,Non-PSR
1595,232.26495,22.8591,Non-PSR
1597,222.26088,28.355444,Non-PSR
1598,144.01358,35.186172,Non-PSR
1600,148.9272,36.434242,Non-PSR
1601,252.59116,9.215622,Non-PSR
1602,222.5615,28.440586,Non-PSR
1604,257.76154,5.2186427,Non-PSR
1605,170.4654,39.273106,Non-PSR
1606,167.60504,39.148304,Non-PSR
1607,238.64763,19.528652,Non-PSR
1609,188.45865,38.569508,Non-PSR
1611,162.02168,38.905277,Non-PSR
1613,271.01746,-5.1488233,Non-PSR
1614,196.47455,37.685753,Non-PSR
1615,275.31125,-8.517974,Non-PSR
1617,259.17844,4.939518,Non-PSR
1620,197.44174,37.905342,Non-PSR
1621,176.65295,40.08757,Non-PSR
1623,206.80487,35.82642,Non-PSR
1626,235.03062,23.40985,Non-PSR
1627,142.1059,35.248184,Non-PSR
1628,271.9699,-5.0506945,Non-PSR
1629,238.65257,21.4733,Non-PSR
1630,206.02211,36.535923,Non-PSR
1631,126.84818,29.158438,Non-PSR
1633,246.25899,16.530556,Non-PSR
1635,214.00659,34.36263,Non-PSR
1638,153.18929,38.53445,Non-PSR
1641,288.8822,-17.978148,Non-PSR
1642,240.68295,21.327183,Non-PSR
1643,146.58289,37.089233,Non-PSR
1644,174.58325,41.33075,Non-PSR
1645,147.18233,37.289112,Non-PSR
1646,150.16222,38.178734,Non-PSR
1647,206.67242,37.757668,Non-PSR
1649,268.71268,-0.9533403,Non-PSR
1650,173.0175,41.57414,Non-PSR
1652,198.71857,39.935673,Non-PSR
1653,259.36047,7.8094234,Non-PSR
1654,178.6639,41.941383,Non-PSR
1656,276.11893,-7.0358095,Non-PSR
1657,215.02544,35.967613,Non-PSR
1659,245.30296,19.742207,Non-PSR
1660,238.36862,24.57208,Non-PSR
1663,204.39731,39.90736,Non-PSR
1664,228.95154,30.926506,Non-PSR
1665,228.39023,31.361767,Non-PSR
1666,232.826,28.99394,Non-PSR
1667,194.29543,41.920277,Non-PSR
1670,191.11879,42.463753,Non-PSR
1671,205.04425,40.173687,Non-PSR
1672,183.65288,43.014698,Non-PSR
1674,271.68607,-1.8086183,Non-PSR
1676,190.72247,42.74367,Non-PSR
1678,180.29431,43.340782,Non-PSR
1679,254.83643,13.9200735,Non-PSR
1680,198.47577,41.85073,Non-PSR
1681,213.58157,38.274803,Non-PSR
1682,249.56615,18.484377,Non-PSR
1683,131.00894,31.791462,Non-PSR
1684,233.05812,30.17739,Non-PSR
1685,228.25699,32.813686,Non-PSR
1687,156.95389,41.30825,Non-PSR
1688,257.31467,12.702408,Non-PSR
1689,196.6587,42.94938,Non-PSR
1690,183.78758,44.162865,Non-PSR
1691,164.89676,43.02999,Non-PSR
1693,250.62558,18.921064,Non-PSR
1694,235.1635,29.901297,Non-PSR
1698,175.70053,44.805218,Non-PSR
1699,252.36893,18.646564,Non-PSR
1700,152.18867,40.99907,Non-PSR
1702,204.97685,42.84469,Non-PSR
1703,237.68068,29.928005,Non-PSR
1704,175.36314,45.09117,Non-PSR
1705,227.69876,35.466442,Non-PSR
1706,265.34616,7.1938934,Non-PSR
1707,183.93582,45.47978,Non-PSR
1708,180.29333,45.46905,Non-PSR
1709,198.86385,44.43688,Non-PSR
1710,226.84944,36.275482,Non-PSR
1712,154.8218,42.253536,Non-PSR
1713,194.54288,45.352036,Non-PSR
1715,162.34839,44.075035,Non-PSR
1716,203.69638,44.39427,Non-PSR
1717,251.70609,21.468882,Non-PSR
1718,259.52042,14.4567995,Non-PSR
1720,237.5491,31.860834,Non-PSR
1721,181.1333,46.42992,Non-PSR
1722,262.99017,11.2191515,Non-PSR
1723,167.64749,45.426548,Non-PSR
1724,254.76065,19.186584,Non-PSR
1725,173.11902,46.140934,Non-PSR
1726,126.28734,29.516201,Non-PSR
1727,168.11974,45.69116,Non-PSR
1728,165.76929,45.330406,Non-PSR
1729,189.55855,46.756157,Non-PSR
1731,243.50912,28.708006,Non-PSR
1732,233.22705,35.110184,Non-PSR
1733,299.20312,-24.229607,Non-PSR
1736,145.1963,39.792713,Non-PSR
1737,163.51163,45.256092,Non-PSR
1738,222.39204,40.57711,Non-PSR
1739,275.4908,-0.6806578,Non-PSR
1741,183.10497,47.571686,Non-PSR
1742,250.16815,24.76279,Non-PSR
1744,250.5281,24.723257,Non-PSR
1747,253.58066,22.459455,Non-PSR
1748,212.76924,44.645527,Non-PSR
1749,167.37883,46.67756,Non-PSR
1751,248.47757,27.215918,Non-PSR
1753,283.69522,-8.627546,Non-PSR
1754,251.19312,25.475962,Non-PSR
1755,259.70892,17.911768,Non-PSR
1757,151.58812,43.20492,Non-PSR
1758,281.85233,-6.282384,Non-PSR
1759,248.20732,28.425104,Non-PSR
1761,180.01202,48.87883,Non-PSR
1762,201.20244,48.163425,Non-PSR
1763,199.30609,48.46995,Non-PSR
1764,243.5399,32.306194,Non-PSR
1766,254.14508,24.036488,Non-PSR
1767,151.60378,43.63404,Non-PSR
1768,158.86714,45.965282,Non-PSR
1770,164.25072,47.406357,Non-PSR
1771,172.07632,48.802624,Non-PSR
1772,156.0819,45.384388,Non-PSR
1773,170.5868,48.68152,Non-PSR
1774,235.36609,38.56282,Non-PSR
1775,224.99548,43.43154,Non-PSR
1777,258.87198,21.022911,Non-PSR
1778,209.16878,48.189774,Non-PSR
1781,240.60446,36.264427,Non-PSR
1782,236.59575,38.716587,Non-PSR
1783,181.02899,50.31047,Non-PSR
1784,215.5866,47.138035,Non-PSR
1785,155.32837,45.729427,Non-PSR
1787,230.36029,42.220894,Non-PSR
1788,172.89343,49.745132,Non-PSR
1791,182.6783,51.00434,Non-PSR
1793,136.10326,37.115623,Non-PSR
1794,276.5112,2.65314,Non-PSR
1795,229.70586,43.275387,Non-PSR
1796,246.18584,33.900856,Non-PSR
1797,293.4102,-17.541653,Non-PSR
1799,167.63968,49.575054,Non-PSR
1800,259.89276,22.372095,Non-PSR
1801,188.52312,51.74757,Non-PSR
1806,182.46303,51.736233,Non-PSR
1807,248.04164,33.67812,Non-PSR
1808,205.45914,50.95954,Non-PSR
1809,251.5141,31.180351,Non-PSR
1810,158.59468,47.931393,Non-PSR
1813,190.90189,52.30415,Non-PSR
1814,170.00185,50.669662,Non-PSR
1815,242.11038,38.289894,Non-PSR
1816,194.21823,52.26486,Non-PSR
1817,287.71686,-10.300625,Non-PSR
1818,165.14914,49.766354,Non-PSR
1819,260.1802,23.486315,Non-PSR
1820,145.74551,43.12773,Non-PSR
1821,140.18134,40.18784,Non-PSR
1822,211.73346,50.564228,Non-PSR
1823,171.9763,51.2869,Non-PSR
1824,199.51828,52.61949,Non-PSR
1826,210.66922,51.517082,Non-PSR
1827,211.6058,51.404675,Non-PSR
1828,237.53923,42.656036,Non-PSR
1829,258.92587,26.565678,Non-PSR
1830,204.68901,52.658947,Non-PSR
1832,146.13243,44.30222,Non-PSR
