,GLON,GLAT,PSRness
2827,359.05508,56.58009,Non-PSR
2830,338.4129,39.783844,Non-PSR
2831,20.210028,63.266617,Non-PSR
2832,77.03766,62.19638,Non-PSR
2836,359.725,56.484993,Non-PSR
2838,322.15616,12.292407,Non-PSR
2839,8.328526,59.843468,Non-PSR
2841,90.51844,57.49047,Non-PSR
2842,83.40824,60.17306,Non-PSR
2843,35.069324,64.819595,Non-PSR
2844,343.10175,44.03456,Non-PSR
2846,325.64114,18.710815,Non-PSR
2847,34.565777,64.69568,Non-PSR
2851,349.2302,48.934578,Non-PSR
2852,336.30466,35.492096,Non-PSR
2853,338.79575,38.317142,Non-PSR
2854,330.27173,26.053333,Non-PSR
2855,49.065804,64.65592,Non-PSR
2857,18.748438,61.653927,Non-PSR
2858,337.62506,36.461662,Non-PSR
2859,332.5024,29.18837,Non-PSR
2861,60.244614,63.71325,Non-PSR
2862,41.22862,63.844223,Non-PSR
2863,345.34683,43.736404,Non-PSR
2865,6.02091,56.66165,Non-PSR
2867,89.16825,56.54608,Non-PSR
2868,103.57622,48.455124,Non-PSR
2869,14.315998,59.217346,Non-PSR
2872,342.89462,39.941853,Non-PSR
2874,57.520203,62.79627,Non-PSR
2875,84.7401,57.577,Non-PSR
2876,18.573746,59.641926,Non-PSR
2877,39.325027,62.71249,Non-PSR
2880,328.25034,19.000027,Non-PSR
2881,87.66787,56.45126,Non-PSR
2882,89.40656,55.72649,Non-PSR
2883,328.85568,19.640226,Non-PSR
2884,310.35416,-14.971525,Non-PSR
2885,86.57789,56.558586,Non-PSR
2888,326.2387,14.32528,Non-PSR
2889,329.8974,20.535393,Non-PSR
2890,324.40063,10.830863,Non-PSR
2891,61.938885,61.378197,Non-PSR
2894,100.04141,49.581505,Non-PSR
2897,18.10776,58.080135,Non-PSR
2900,81.16168,57.422394,Non-PSR
2901,92.421555,53.2962,Non-PSR
2903,31.447752,60.351482,Non-PSR
2905,92.73668,52.87125,Non-PSR
2906,21.220036,57.868935,Non-PSR
2907,80.95813,56.94207,Non-PSR
2908,316.5918,-5.145132,Non-PSR
2910,343.7349,36.499973,Non-PSR
2911,319.7238,0.46329004,Non-PSR
2912,11.38644,54.583187,Non-PSR
2914,27.858355,58.827206,Non-PSR
2915,331.91855,20.689777,Non-PSR
2916,2.2285528,50.261127,Non-PSR
2919,307.24167,-20.977446,Non-PSR
2920,61.657764,59.899635,Non-PSR
2921,352.8557,43.724445,Non-PSR
2922,72.92665,58.265545,Non-PSR
2924,8.724115,52.851307,Non-PSR
2926,22.771519,57.200287,Non-PSR
2927,330.8815,18.209038,Non-PSR
2928,53.984673,60.114967,Non-PSR
2930,113.97466,37.347652,Non-PSR
2931,324.40158,7.2057667,Non-PSR
2932,40.97702,59.532913,Non-PSR
2935,327.82428,12.513286,Non-PSR
2936,91.83941,52.011215,Non-PSR
2937,336.0414,24.723106,Non-PSR
2938,93.23094,51.330162,Non-PSR
2940,115.954414,35.169106,Non-PSR
2941,353.9009,42.952923,Non-PSR
2943,354.6136,43.127792,Non-PSR
2944,340.50623,29.49241,Non-PSR
2945,78.31775,56.017532,Non-PSR
2946,2.3423524,47.981297,Non-PSR
2947,351.28754,40.13122,Non-PSR
2948,321.49747,1.0253001,Non-PSR
2950,313.75378,-11.694348,Non-PSR
2951,331.85852,17.408981,Non-PSR
2952,334.67865,21.44769,Non-PSR
2958,310.61636,-16.647655,Non-PSR
2959,342.5385,30.89524,Non-PSR
2960,332.69714,18.162445,Non-PSR
2961,326.3542,8.431241,Non-PSR
2962,351.1403,39.27312,Non-PSR
2966,72.448814,56.498978,Non-PSR
2967,1.3707193,46.019444,Non-PSR
2968,45.52749,58.020798,Non-PSR
2969,59.757645,57.883354,Non-PSR
2970,28.063953,55.880318,Non-PSR
2971,40.576084,57.64655,Non-PSR
2972,340.68097,27.576649,Non-PSR
2974,102.26662,45.392,Non-PSR
2976,338.6656,24.98503,Non-PSR
2977,10.850618,50.23349,Non-PSR
2978,8.838036,49.29514,Non-PSR
2979,66.77072,56.879448,Non-PSR
2982,352.98203,38.936028,Non-PSR
2983,90.28887,50.84448,Non-PSR
2984,69.11672,56.20407,Non-PSR
2985,358.11658,42.503246,Non-PSR
2987,7.109766,47.674896,Non-PSR
2989,71.5416,55.584553,Non-PSR
2991,50.168102,57.019535,Non-PSR
2992,339.58774,24.400131,Non-PSR
2993,332.1843,14.404739,Non-PSR
2994,9.0087805,47.946167,Non-PSR
2995,321.5396,-1.854237,Non-PSR
2996,354.86725,38.287277,Non-PSR
3000,349.0933,33.11945,Non-PSR
3001,49.45769,55.890728,Non-PSR
3004,339.62692,22.391262,Non-PSR
3008,344.07135,27.383049,Non-PSR
3009,61.663345,55.288795,Non-PSR
3011,103.47289,43.10645,Non-PSR
3014,339.1604,21.01158,Non-PSR
3015,91.591866,48.668922,Non-PSR
3018,76.438576,52.880985,Non-PSR
3019,47.775494,54.816956,Non-PSR
3021,352.1494,33.712044,Non-PSR
3022,29.234444,52.046482,Non-PSR
3023,54.72511,54.719074,Non-PSR
3030,59.869488,54.268524,Non-PSR
3031,6.7856526,43.230186,Non-PSR
3032,85.36844,50.12577,Non-PSR
3033,339.2682,19.478802,Non-PSR
3034,63.323517,53.944424,Non-PSR
3035,329.48947,6.707081,Non-PSR
3038,339.31403,19.021564,Non-PSR
3041,309.98157,-19.445322,Non-PSR
3042,352.88394,32.5461,Non-PSR
3048,43.848995,52.864212,Non-PSR
3049,355.1712,33.8401,Non-PSR
3050,68.107925,52.663837,Non-PSR
3051,116.47404,32.96459,Non-PSR
3052,101.01353,43.14112,Non-PSR
3053,24.35352,48.82447,Non-PSR
3055,23.698517,48.351456,Non-PSR
3056,342.01965,20.388775,Non-PSR
3058,29.113853,49.719833,Non-PSR
3059,95.392105,45.38272,Non-PSR
3061,12.269346,43.37404,Non-PSR
3066,356.17688,32.99393,Non-PSR
3070,346.71896,24.077887,Non-PSR
3071,16.79481,44.674507,Non-PSR
3072,357.71512,33.653416,Non-PSR
3073,30.017817,48.87168,Non-PSR
3075,353.27835,29.673843,Non-PSR
3076,343.81613,20.544518,Non-PSR
3079,320.8296,-7.498915,Non-PSR
3081,25.653965,47.19209,Non-PSR
3082,347.8437,24.174839,Non-PSR
3083,96.90722,43.906715,Non-PSR
3084,68.03668,50.90331,Non-PSR
3085,108.94084,37.72655,Non-PSR
3086,10.845694,40.889294,Non-PSR
3087,28.870985,47.782024,Non-PSR
3088,342.34882,18.152838,Non-PSR
3089,1.2232628,34.979805,Non-PSR
3092,104.67535,40.057926,Non-PSR
3093,14.274256,42.199486,Non-PSR
3094,0.15524527,33.901756,Non-PSR
3095,352.0949,27.434074,Non-PSR
3098,18.447979,43.653217,Non-PSR
3102,342.59326,17.19762,Non-PSR
3103,23.804773,45.20891,Non-PSR
3104,347.5844,22.311918,Non-PSR
3107,357.4071,30.659882,Non-PSR
3108,35.910194,48.10237,Non-PSR
3110,335.78,9.025568,Non-PSR
3112,21.90802,43.961685,Non-PSR
3116,317.21494,-13.155067,Non-PSR
3117,9.599555,37.66302,Non-PSR
3118,356.5197,28.808542,Non-PSR
3119,87.59392,45.763042,Non-PSR
3120,321.43564,-8.637781,Non-PSR
3121,101.380325,40.77556,Non-PSR
3123,347.90204,20.56865,Non-PSR
3124,38.648937,47.447563,Non-PSR
3125,118.829666,30.353022,Non-PSR
3126,325.76093,-3.9515352,Non-PSR
3130,53.681713,48.70743,Non-PSR
3132,49.847687,48.42086,Non-PSR
3133,353.0112,24.262177,Non-PSR
3135,317.2123,-13.88392,Non-PSR
3137,22.995596,42.132706,Non-PSR
3138,78.60577,46.958733,Non-PSR
3139,332.1578,2.5759394,Non-PSR
3141,335.15622,5.766669,Non-PSR
3142,88.2668,44.735973,Non-PSR
3143,359.90082,29.084923,Non-PSR
3144,84.405594,45.552128,Non-PSR
3145,87.1729,44.76862,Non-PSR
3146,44.856853,46.90409,Non-PSR
3148,90.818726,43.69598,Non-PSR
3149,29.35842,43.40537,Non-PSR
3150,77.91463,46.378067,Non-PSR
3151,352.99466,22.572943,Non-PSR
3152,63.900486,47.584305,Non-PSR
3154,23.028614,40.806393,Non-PSR
3157,339.18085,8.501822,Non-PSR
3158,40.86682,45.324196,Non-PSR
3159,320.7881,-11.136324,Non-PSR
3164,46.879955,45.90068,Non-PSR
3165,345.86118,14.657587,Non-PSR
3169,355.119,22.681269,Non-PSR
3170,337.91107,6.320471,Non-PSR
3171,55.129276,46.37741,Non-PSR
3178,37.640728,43.44494,Non-PSR
3179,73.86729,45.610104,Non-PSR
3184,72.855,45.543568,Non-PSR
3185,54.161175,45.677868,Non-PSR
3186,65.15544,45.96073,Non-PSR
3188,350.68356,17.639883,Non-PSR
3189,359.00104,24.525549,Non-PSR
3190,326.96277,-5.928048,Non-PSR
3191,313.42242,-18.868366,Non-PSR
3192,79.985374,44.437874,Non-PSR
3196,109.06275,35.319973,Non-PSR
3197,308.25436,-23.193144,Non-PSR
3201,85.215096,43.264595,Non-PSR
3208,3.3313093,26.32359,Non-PSR
3217,23.422915,36.87727,Non-PSR
3218,87.787605,42.15446,Non-PSR
3225,86.59614,42.26298,Non-PSR
3226,339.58768,5.011909,Non-PSR
3230,352.13696,16.315823,Non-PSR
3231,65.73472,44.25054,Non-PSR
3233,348.8178,13.327998,Non-PSR
3234,56.930534,43.883987,Non-PSR
3235,34.73286,40.014748,Non-PSR
3239,314.28268,-18.801125,Non-PSR
3240,68.58706,43.994606,Non-PSR
3242,52.27686,43.249187,Non-PSR
3243,74.592964,43.551895,Non-PSR
3244,346.62466,10.960689,Non-PSR
3248,17.533266,32.9683,Non-PSR
3252,346.23972,10.347103,Non-PSR
3254,110.29838,34.08092,Non-PSR
3255,325.79083,-9.04176,Non-PSR
3260,115.83674,31.228207,Non-PSR
3261,80.40211,42.39345,Non-PSR
3262,332.44904,-3.247376,Non-PSR
3263,26.4829,35.97438,Non-PSR
3266,24.563389,34.916637,Non-PSR
3267,87.73077,40.95644,Non-PSR
3269,5.373072,24.302519,Non-PSR
3271,22.770021,33.704742,Non-PSR
3274,28.744804,35.821907,Non-PSR
3275,61.093193,42.335022,Non-PSR
3278,56.90318,41.974506,Non-PSR
3279,58.867687,42.11392,Non-PSR
3281,11.319512,26.953047,Non-PSR
3282,45.81231,40.152733,Non-PSR
3283,341.94525,4.1258307,Non-PSR
3285,30.03337,35.704014,Non-PSR
3287,71.45327,41.979378,Non-PSR
3288,73.43902,41.880875,Non-PSR
3289,106.001434,35.221725,Non-PSR
3290,346.7547,8.150082,Non-PSR
3291,16.919538,29.652033,Non-PSR
3292,86.66639,40.373222,Non-PSR
3296,65.65667,41.722713,Non-PSR
3300,23.091896,32.04818,Non-PSR
3302,100.66508,36.80708,Non-PSR
3303,63.35356,41.4262,Non-PSR
3305,28.781954,34.213226,Non-PSR
3312,10.816943,25.030972,Non-PSR
3314,40.999836,37.72869,Non-PSR
3315,63.462414,40.95761,Non-PSR
3316,53.770958,40.06455,Non-PSR
3319,10.672298,24.470444,Non-PSR
3320,54.965305,40.06117,Non-PSR
3321,71.35387,40.836487,Non-PSR
3322,339.11856,-0.20304771,Non-PSR
3324,357.88745,15.245115,Non-PSR
3325,46.25499,38.359512,Non-PSR
3331,94.05485,37.97454,Non-PSR
3333,8.412862,22.298595,Non-PSR
3335,106.73681,34.285694,Non-PSR
3337,5.2106185,19.958414,Non-PSR
3338,90.513145,38.514492,Non-PSR
3339,91.94958,38.230194,Non-PSR
3341,325.01556,-12.464683,Non-PSR
3342,49.947308,38.481014,Non-PSR
3343,76.645134,40.07781,Non-PSR
3344,41.686413,36.536667,Non-PSR
3346,67.119415,40.08645,Non-PSR
3351,80.18478,39.536793,Non-PSR
3352,22.040768,28.894821,Non-PSR
3354,336.14404,-3.9727173,Non-PSR
3356,26.60975,30.647345,Non-PSR
3357,22.527887,28.750578,Non-PSR
3360,104.27178,34.70442,Non-PSR
3365,64.404144,39.120182,Non-PSR
3369,63.59974,38.85433,Non-PSR
3370,348.64352,5.3987713,Non-PSR
3376,40.58815,34.288235,Non-PSR
3377,350.6261,6.3518395,Non-PSR
3380,1.0772166,14.055095,Non-PSR
3382,89.57489,37.409466,Non-PSR
3384,328.4084,-11.356597,Non-PSR
3386,74.36144,38.48236,Non-PSR
3389,91.60522,36.921635,Non-PSR
3392,47.4426,35.334137,Non-PSR
3394,352.2603,6.7060256,Non-PSR
3396,99.56752,35.208763,Non-PSR
3402,96.83292,35.69782,Non-PSR
3404,64.00978,37.451366,Non-PSR
3406,332.77155,-8.7753525,Non-PSR
3408,47.967785,34.723015,Non-PSR
3411,53.378227,35.74669,Non-PSR
3414,328.11066,-12.442732,Non-PSR
3416,108.958885,32.38994,Non-PSR
3417,32.478844,29.401133,Non-PSR
3418,14.937011,20.791054,Non-PSR
3420,103.016594,33.957283,Non-PSR
3423,82.46162,36.990044,Non-PSR
3427,30.049952,27.894829,Non-PSR
3433,52.230473,34.593967,Non-PSR
3434,3.0511863,12.492204,Non-PSR
3435,37.341114,30.33906,Non-PSR
3442,68.3907,36.217007,Non-PSR
3445,2.6499515,11.344438,Non-PSR
3447,347.00513,0.043479387,Non-PSR
3452,338.44846,-6.461035,Non-PSR
3456,52.000866,33.230114,Non-PSR
3459,121.63425,27.64403,Non-PSR
3461,3.198496,10.602342,Non-PSR
3468,48.43127,31.841335,Non-PSR
3469,347.0062,-1.1611056,Non-PSR
3472,43.609825,30.284803,Non-PSR
3473,99.268456,33.760227,Non-PSR
3475,352.05127,2.232961,Non-PSR
3476,58.085094,33.643627,Non-PSR
3481,330.29907,-12.964099,Non-PSR
3483,311.68604,-23.369411,Non-PSR
3485,352.736,2.3945093,Non-PSR
3487,337.79282,-8.066467,Non-PSR
3490,355.06647,3.901927,Non-PSR
3495,39.52717,28.09594,Non-PSR
3496,33.703236,25.846817,Non-PSR
3499,338.75748,-7.883804,Non-PSR
3502,62.784904,33.59927,Non-PSR
3514,90.15869,34.175304,Non-PSR
3516,32.226322,24.303284,Non-PSR
3521,315.68124,-21.793793,Non-PSR
3522,56.76228,31.730886,Non-PSR
3523,64.91423,33.13374,Non-PSR
3524,326.99466,-15.8889475,Non-PSR
3526,108.68456,31.225203,Non-PSR
3527,34.125275,24.473831,Non-PSR
3530,87.45965,33.969364,Non-PSR
3536,29.341675,21.78069,Non-PSR
3537,71.43073,33.28975,Non-PSR
3545,34.85845,23.973936,Non-PSR
3547,77.076256,33.53714,Non-PSR
3548,27.311798,20.465414,Non-PSR
3549,319.81116,-20.1445,Non-PSR
3550,318.1536,-20.94987,Non-PSR
3562,23.787926,18.09021,Non-PSR
3563,61.914223,31.343512,Non-PSR
3568,357.4416,1.9730742,Non-PSR
3570,359.7499,3.4101179,Non-PSR
3576,12.028642,10.8070965,Non-PSR
3579,349.5264,-3.6160734,Non-PSR
3580,82.198715,32.929665,Non-PSR
3582,331.23514,-14.741694,Non-PSR
3585,31.442183,20.86082,Non-PSR
3587,64.040794,31.000578,Non-PSR
3591,13.88399,11.219192,Non-PSR
3593,332.59494,-14.300282,Non-PSR
3595,44.078957,25.418045,Non-PSR
3600,30.207882,19.555527,Non-PSR
3606,120.0147,27.953146,Non-PSR
3609,65.39012,30.477167,Non-PSR
3611,354.67776,-1.6151491,Non-PSR
3617,76.89527,31.717659,Non-PSR
3620,74.210625,31.371319,Non-PSR
3624,79.5595,31.759113,Non-PSR
3627,81.41241,31.853355,Non-PSR
3630,103.31609,31.053606,Non-PSR
3633,85.99305,31.918407,Non-PSR
3641,2.3833275,2.4545393,Non-PSR
3643,50.198624,25.990555,Non-PSR
3645,11.29552,7.7105875,Non-PSR
3646,88.451904,31.78415,Non-PSR
3658,43.851944,23.327435,Non-PSR
3660,21.570433,13.05129,Non-PSR
3661,43.150784,22.969471,Non-PSR
3664,335.25482,-14.1801195,Non-PSR
3667,9.754495,6.0937552,Non-PSR
3669,74.229866,30.515451,Non-PSR
3671,18.16171,10.820227,Non-PSR
3675,65.53825,29.049837,Non-PSR
3685,337.54373,-13.375747,Non-PSR
3686,76.706024,30.455074,Non-PSR
3688,339.15857,-12.593643,Non-PSR
3694,73.78892,29.97487,Non-PSR
3695,59.31715,27.178015,Non-PSR
3697,51.87249,25.0451,Non-PSR
3701,17.65257,9.65468,Non-PSR
3702,100.52414,30.713236,Non-PSR
3705,69.629295,29.152006,Non-PSR
3716,34.911015,17.651293,Non-PSR
3717,54.554226,25.070702,Non-PSR
3722,17.035805,8.147671,Non-PSR
3726,357.00595,-3.7269955,Non-PSR
3727,342.22165,-12.033593,Non-PSR
3728,54.13004,24.453465,Non-PSR
3732,57.734795,25.409292,Non-PSR
3735,329.11963,-18.474245,Non-PSR
3737,60.469353,26.040987,Non-PSR
3740,83.48751,29.71451,Non-PSR
3743,41.4505,19.11842,Non-PSR
3744,41.11759,18.901915,Non-PSR
3745,100.987976,29.97469,Non-PSR
3753,40.271618,18.183168,Non-PSR
3755,0.0940386,-3.1670442,Non-PSR
3757,12.376655,3.7975323,Non-PSR
3762,344.33365,-11.953656,Non-PSR
3763,352.86853,-7.417255,Non-PSR
3768,54.02111,22.933353,Non-PSR
3769,101.070274,29.716444,Non-PSR
3774,110.03763,29.068476,Non-PSR
3782,70.94367,27.08934,Non-PSR
3789,352.44876,-8.42069,Non-PSR
3796,328.78653,-19.644163,Non-PSR
3813,81.859535,28.073034,Non-PSR
3814,100.134186,29.166948,Non-PSR
3817,313.06754,-24.96271,Non-PSR
3819,94.038574,29.012808,Non-PSR
3821,329.92813,-19.728245,Non-PSR
3822,74.24094,26.574135,Non-PSR
3823,343.3182,-14.0909,Non-PSR
3827,61.642025,23.460823,Non-PSR
3833,50.865723,19.735897,Non-PSR
3834,62.067753,23.451937,Non-PSR
3837,47.373264,18.255602,Non-PSR
3838,55.77737,21.270847,Non-PSR
3845,81.78098,27.410284,Non-PSR
3847,43.160828,16.073633,Non-PSR
3849,3.6251926,-4.4094405,Non-PSR
3850,31.639746,10.602802,Non-PSR
3858,70.14497,24.77053,Non-PSR
3862,58.67849,21.376253,Non-PSR
3864,34.23568,11.235587,Non-PSR
3868,65.62211,23.390745,Non-PSR
3872,56.881065,20.56143,Non-PSR
3877,4.7008443,-4.8437033,Non-PSR
3887,344.41174,-15.167466,Non-PSR
3901,37.384716,11.35939,Non-PSR
3903,49.118206,16.492462,Non-PSR
3909,63.899906,21.552946,Non-PSR
3914,98.47434,27.8007,Non-PSR
3916,44.16303,13.595245,Non-PSR
3922,356.42438,-10.962913,Non-PSR
3923,99.21344,27.669567,Non-PSR
3925,358.68024,-9.935966,Non-PSR
3927,85.74882,26.077532,Non-PSR
3932,30.856205,6.505628,Non-PSR
3933,71.155945,22.841877,Non-PSR
3936,0.75810903,-9.168307,Non-PSR
3938,342.24457,-17.45734,Non-PSR
3941,344.14407,-16.864693,Non-PSR
3948,48.70167,14.173026,Non-PSR
3951,353.87073,-13.059794,Non-PSR
3953,54.773975,16.554914,Non-PSR
3957,60.619568,18.62275,Non-PSR
3958,8.784575,-6.2232523,Non-PSR
3959,55.757256,16.697203,Non-PSR
3960,336.8298,-20.02116,Non-PSR
3961,82.85831,24.800554,Non-PSR
3966,67.77508,20.783537,Non-PSR
3967,342.63913,-18.105877,Non-PSR
3968,42.60769,10.746295,Non-PSR
3972,36.137257,7.5858226,Non-PSR
3973,350.08594,-15.208728,Non-PSR
3976,6.31895,-7.894936,Non-PSR
3981,66.66443,20.01017,Non-PSR
3985,338.24966,-20.032917,Non-PSR
3989,12.166444,-5.7048087,Non-PSR
3991,60.175213,17.201845,Non-PSR
3999,43.564117,9.719673,Non-PSR
4003,60.36881,16.778587,Non-PSR
4004,49.185066,12.067519,Non-PSR
4009,82.87817,23.639633,Non-PSR
4010,41.08327,8.040178,Non-PSR
4014,335.42444,-21.651344,Non-PSR
4018,335.02237,-21.805418,Non-PSR
4022,76.94999,21.822418,Non-PSR
4023,359.99216,-12.796236,Non-PSR
4032,339.8701,-20.699049,Non-PSR
4035,90.979645,24.787031,Non-PSR
4037,58.427517,14.8470125,Non-PSR
4039,61.477333,15.976873,Non-PSR
4043,98.53923,25.875614,Non-PSR
4044,336.948,-21.801285,Non-PSR
4047,347.2063,-18.75548,Non-PSR
4050,14.015741,-7.453625,Non-PSR
4051,46.313896,8.632999,Non-PSR
4055,2.5171235,-13.033517,Non-PSR
4056,86.728004,23.3789,Non-PSR
4057,46.76658,8.695113,Non-PSR
4063,103.51932,26.145405,Non-PSR
4069,81.807144,21.713228,Non-PSR
4071,353.4914,-17.374813,Non-PSR
4073,62.030582,14.686421,Non-PSR
4074,95.89156,24.835505,Non-PSR
4075,62.459263,14.825479,Non-PSR
4076,8.093135,-11.456356,Non-PSR
4080,72.247284,18.46645,Non-PSR
4081,17.674486,-7.0980654,Non-PSR
4082,97.487175,25.04211,Non-PSR
4083,330.7641,-24.149437,Non-PSR
4084,57.838604,12.667128,Non-PSR
4087,352.88928,-17.856789,Non-PSR
4088,25.685339,-3.3423073,Non-PSR
4091,56.800938,11.928507,Non-PSR
4096,78.597946,19.948675,Non-PSR
4102,97.75324,24.63791,Non-PSR
4105,335.87686,-23.683062,Non-PSR
4125,36.53415,0.028457753,Non-PSR
4128,17.174532,-9.682179,Non-PSR
4129,104.40247,25.420557,Non-PSR
4130,10.86877,-12.606431,Non-PSR
4135,73.45013,17.064438,Non-PSR
4136,39.680115,1.4728931,Non-PSR
4138,87.26761,21.565628,Non-PSR
4140,54.85191,8.89281,Non-PSR
4152,345.0393,-22.484348,Non-PSR
4159,327.76028,-26.047438,Non-PSR
4160,85.967804,20.534733,Non-PSR
4165,67.293144,13.372438,Non-PSR
4176,84.773384,19.612055,Non-PSR
4178,36.025913,-2.861166,Non-PSR
4179,23.51233,-9.254058,Non-PSR
4187,66.5835,11.8540745,Non-PSR
4188,15.270095,-13.548853,Non-PSR
4189,12.271701,-14.92215,Non-PSR
4196,16.882925,-13.231821,Non-PSR
4197,17.80805,-12.884063,Non-PSR
4199,38.06954,-3.022089,Non-PSR
4201,49.675274,2.8861065,Non-PSR
4202,28.057589,-8.239665,Non-PSR
4205,24.176819,-10.215283,Non-PSR
4209,23.779085,-10.48855,Non-PSR
4210,314.0055,-27.620773,Non-PSR
4213,1.237448,-19.854166,Non-PSR
4215,75.81712,14.974933,Non-PSR
4221,21.94653,-12.3925,Non-PSR
4224,331.4189,-27.115566,Non-PSR
4225,18.237068,-14.322573,Non-PSR
4226,326.03308,-27.570807,Non-PSR
4228,69.81201,11.437972,Non-PSR
4230,356.7804,-22.239796,Non-PSR
4232,41.729805,-3.2664943,Non-PSR
4239,24.989319,-12.243684,Non-PSR
4241,21.694683,-13.872434,Non-PSR
4242,57.041267,4.0324125,Non-PSR
4244,319.9659,-28.136763,Non-PSR
4248,13.333837,-17.769505,Non-PSR
4249,17.180084,-16.245832,Non-PSR
4250,22.226097,-14.262038,Non-PSR
4251,342.34775,-26.518007,Non-PSR
4254,9.339295,-19.609306,Non-PSR
4255,61.791054,5.813796,Non-PSR
4256,27.431772,-12.12572,Non-PSR
4261,47.91701,-1.7828494,Non-PSR
4262,16.185234,-17.248854,Non-PSR
4265,93.31233,19.744543,Non-PSR
4267,92.72885,19.445026,Non-PSR
4271,93.29318,19.40383,Non-PSR
4273,45.57757,-4.3318915,Non-PSR
4274,46.053772,-4.2976418,Non-PSR
4276,22.84561,-15.87171,Non-PSR
4279,352.8456,-26.03768,Non-PSR
4280,44.382423,-5.8254223,Non-PSR
4282,28.302444,-14.116189,Non-PSR
4284,91.830246,18.21028,Non-PSR
4286,15.02439,-19.798666,Non-PSR
4288,97.37962,20.321983,Non-PSR
4292,351.15417,-27.022928,Non-PSR
4293,116.2988,25.767155,Non-PSR
4295,359.14444,-25.363876,Non-PSR
4296,356.66696,-25.952957,Non-PSR
4297,24.176899,-17.452703,Non-PSR
4300,348.9009,-27.89453,Non-PSR
4302,334.52176,-29.543617,Non-PSR
4303,104.269356,22.057276,Non-PSR
4304,74.0673,8.3429165,Non-PSR
4305,338.79813,-29.447393,Non-PSR
4306,48.25717,-6.3630157,Non-PSR
4307,4.566758,-25.130774,Non-PSR
4309,57.75928,-1.3193458,Non-PSR
4310,73.5279,7.584477,Non-PSR
4311,353.59344,-27.890564,Non-PSR
4313,18.569532,-21.09681,Non-PSR
4314,359.42007,-26.867832,Non-PSR
4315,37.47023,-12.890702,Non-PSR
4316,8.985254,-24.5703,Non-PSR
4317,47.827095,-7.5233965,Non-PSR
4326,50.30389,-6.7957616,Non-PSR
4328,51.36354,-6.363464,Non-PSR
4330,51.027634,-6.690099,Non-PSR
4331,105.37659,21.833332,Non-PSR
4332,47.80298,-8.5297785,Non-PSR
4334,70.30222,4.2872367,Non-PSR
4335,50.680996,-7.283182,Non-PSR
4339,35.190495,-15.794222,Non-PSR
4342,324.97366,-30.58808,Non-PSR
4347,29.664858,-19.128561,Non-PSR
4349,340.9928,-30.986158,Non-PSR
4350,25.154505,-21.148197,Non-PSR
4352,52.776737,-7.3134875,Non-PSR
4354,85.28848,11.801629,Non-PSR
4355,42.447556,-13.2123165,Non-PSR
4356,42.79819,-13.1366205,Non-PSR
4358,8.36026,-27.217726,Non-PSR
4361,1.5763044,-28.961407,Non-PSR
4362,62.29804,-2.4024239,Non-PSR
4363,34.039543,-18.08619,Non-PSR
4364,10.960121,-26.781946,Non-PSR
4367,74.43443,4.786313,Non-PSR
4368,357.09512,-30.000425,Non-PSR
4371,351.79352,-30.84566,Non-PSR
4373,77.53585,6.44718,Non-PSR
4374,98.005104,17.665113,Non-PSR
4375,11.823073,-26.995905,Non-PSR
4376,28.286491,-21.319443,Non-PSR
4377,24.008142,-23.112904,Non-PSR
4378,79.07082,7.1134796,Non-PSR
4380,103.3156,19.958387,Non-PSR
4381,339.90485,-31.968435,Non-PSR
4383,323.83316,-31.25267,Non-PSR
4384,96.194885,16.44337,Non-PSR
4387,102.86715,19.436934,Non-PSR
4388,23.882057,-24.280762,Non-PSR
4389,110.47017,22.733353,Non-PSR
4390,97.61063,16.77043,Non-PSR
4392,19.00372,-26.137108,Non-PSR
4397,27.911482,-23.22459,Non-PSR
4399,99.267555,17.45159,Non-PSR
4400,316.70068,-30.525288,Non-PSR
4401,355.38107,-31.846054,Non-PSR
4404,350.38138,-32.60257,Non-PSR
4406,73.05502,1.3593975,Non-PSR
4407,48.906193,-13.74509,Non-PSR
4408,105.36082,20.167343,Non-PSR
4409,27.15518,-24.688246,Non-PSR
4410,82.31599,6.86323,Non-PSR
4412,26.204094,-25.213833,Non-PSR
4413,3.9638789,-31.544271,Non-PSR
4416,41.9944,-18.749844,Non-PSR
4417,48.928013,-15.037339,Non-PSR
4418,57.34725,-10.149559,Non-PSR
4419,41.32359,-19.329098,Non-PSR
4420,28.785467,-25.008188,Non-PSR
4421,99.534424,16.642086,Non-PSR
4422,74.87052,1.2048105,Non-PSR
4425,19.509174,-28.526245,Non-PSR
4426,34.359676,-22.966846,Non-PSR
4429,359.56174,-33.107094,Non-PSR
4430,3.4738622,-32.54036,Non-PSR
4433,76.60467,1.667019,Non-PSR
4439,49.62446,-16.781029,Non-PSR
4440,322.25723,-32.5633,Non-PSR
4442,354.92657,-34.465546,Non-PSR
4443,109.29495,21.13747,Non-PSR
4444,71.40145,-3.0924835,Non-PSR
4446,79.26504,2.3544858,Non-PSR
4447,32.611374,-25.678965,Non-PSR
4448,42.610996,-21.082138,Non-PSR
4450,35.568016,-24.64506,Non-PSR
4451,9.669579,-32.89814,Non-PSR
4452,20.285925,-30.321949,Non-PSR
4453,330.927,-34.215412,Non-PSR
4454,47.15886,-19.111578,Non-PSR
4455,21.382854,-30.136034,Non-PSR
4456,73.12864,-2.415064,Non-PSR
4457,36.90205,-24.388077,Non-PSR
