,Source_Name,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,BLLness,FSRQness
0,4FGL J0000.3-7355,0.03237818,0.03145309,-62.7,881,,7.3996015,2430.1826,1.7194592e-10,3.1099776e-11,1.9200529e-12,3.5204725e-13,PowerLaw,2.947622e-14,5.3317607e-15,2.119125,0.14625444,3.2618748e-14,7.4857375e-15,1.9939947,0.25751528,0.08968772,0.6184386,3.2236715e-14,6.6479775e-15,1.774046,0.39123338,0.0014664547,0.0016885875,0.6666667,1.1123049,230.86678,8.664629,0.0,10.0,unid,0,7.587582118162572e-09,4.787208962575562e-10,1.242424357839056e-10,4.542508036387005e-11,1.0335509358083694e-11,1.8191017218087283e-15,Non-BLL,Non-FSRQ
10,4FGL J0003.3+2511,0.06296786,0.055567127,63.58,1342,,5.41502,1612.2313,1.955273e-10,4.0432387e-11,2.2483309e-12,4.538706e-13,PowerLaw,8.261102e-14,1.6599303e-14,2.209443,0.14801472,1.1706142e-13,2.8228132e-14,2.0722506,0.31500685,0.41627398,2.1200378,1.1387068e-13,2.889867e-14,0.9352438,1.0453527,0.011244542,0.009460228,0.6666667,2.1316636,266.37082,2.5751872,0.0,10.0,unid,0,1.9840279419369722e-10,4.373430506632303e-10,2.1226105595406608e-10,3.844042792411351e-11,7.317213675250844e-12,6.116561792647579e-14,Non-BLL,Non-FSRQ
13,4FGL J0003.6+3059,0.04995491,0.04403433,-83.55,235,,10.7909,1367.2732,4.43417e-10,5.6665797e-11,2.0799907e-12,3.2992196e-13,LogParabola,1.9733686e-13,2.4719208e-14,2.2234128,0.0903388,3.1771718e-13,4.704044e-14,1.7897902,0.2737722,0.6783473,4.395897,2.9846167e-13,4.5551084e-14,0.34211475,0.8389943,0.016968234,0.007885308,0.6666667,4.3715982,256.65842,5.012474,0.0,9.999999,unid,0,2.8834146875711397e-11,5.533304370253234e-10,3.795565806097301e-10,5.3044423020676135e-11,4.055939611946613e-12,4.416736836427302e-15,Non-BLL,Non-FSRQ
15,4FGL J0004.0+5715,0.052545164,0.04113571,-8.21,1224,,7.6055784,1378.5641,3.7844097e-10,5.5553062e-11,5.194779e-12,8.269828e-13,PowerLaw,2.4898472e-13,3.52692e-14,2.4375134,0.105088696,3.2116153e-13,5.3561227e-14,2.217576,0.23494162,0.27710062,2.2947636,3.1334565e-13,5.0811806e-14,1.5093087,0.5546416,0.0076636956,0.0046581076,0.6666667,2.5032735,639.04144,11.194632,0.3349352,0.24744582,unid,0,4.08785678918111e-12,1.6264685154254721e-09,3.394762804198592e-10,8.677113888522214e-11,5.141540405234624e-13,8.056328884682663e-16,Non-BLL,Non-FSRQ
18,4FGL J0004.4-4001,0.08375157,0.05476538,56.16,1132,,6.4158683,1243.006,1.607204e-10,3.1723436e-11,2.1773763e-12,4.4111676e-13,PowerLaw,1.3527982e-13,2.4589353e-14,2.4249508,0.16145362,1.298515e-13,2.7503153e-14,2.4359622,0.14729057,-0.027007917,0.3422165,1.3514636e-13,2.5467448e-14,2.42853,0.21702,-3.1699197e-05,0.0010227567,0.6666667,0.03181112,359.73694,18.51724,0.4591955,0.26965204,unid,4,4.678851972528264e-09,4.911864803780475e-10,1.377289116089031e-10,2.90365162469719e-11,4.100726268968513e-12,1.760259147644272e-12,Non-BLL,Non-FSRQ
19,4FGL J0005.6+6746,0.116623126,0.09719622,19.83,162,,4.274817,1240.5938,4.0345924e-10,8.515858e-11,7.0578886e-12,1.7011688e-12,PowerLaw,3.732687e-13,7.6707216e-14,2.6314557,0.123103715,5.3805034e-13,1.03886836e-13,2.657945,0.2878915,0.32071975,2.689085,5.240128e-13,1.1375337e-13,1.6596227,0.54935044,0.011101923,0.006553203,0.6666667,2.5248804,705.41327,6.0798764,0.0,10.0,unid,24,2.787843740581497e-13,3.1561191438100877e-09,4.5842216134239777e-10,4.184358068370919e-11,3.628635586450102e-12,3.633361591532714e-16,Non-BLL,Non-FSRQ
23,4FGL J0006.6+4618,0.039902255,0.034290038,-81.84,783,,6.360635,1215.221,2.0399242e-10,3.8924926e-11,3.0832372e-12,6.6658175e-13,PowerLaw,1.8994302e-13,3.3369788e-14,2.521416,0.16298002,1.7608053e-13,3.499904e-14,2.5438135,0.12419312,-0.050101988,0.88196373,1.8894927e-13,3.5686962e-14,2.5380664,0.15938121,-0.00010884978,0.0012056957,0.6666667,0.11330499,499.04718,11.381887,0.3666914,0.23504181,unid,0,1.60504587398691e-09,8.006209029076672e-10,1.1286647311203879e-10,5.309030645661572e-11,7.60355840789817e-12,2.897220278673926e-17,Non-BLL,Non-FSRQ
28,4FGL J0008.4+6926,0.05057164,0.033796657,57.42,162,,4.8184443,3047.682,3.2181469e-10,7.0034215e-11,4.1411015e-12,1.1954055e-12,PowerLaw,3.1451025e-14,6.579757e-15,2.3719156,0.15287279,3.5900577e-14,8.22856e-15,2.36654,0.22492553,0.10302104,1.0564419,3.6062712e-14,8.227008e-15,2.002679,0.4245506,0.001981214,0.0021455833,0.6666667,1.1620682,442.72333,10.824399,0.4884235,0.33695123,unid,0,1.14902533924108e-16,1.2881530286890097e-09,3.05150738011406e-10,4.314052240439459e-11,2.4069583132169114e-11,4.717009486833359e-16,Non-BLL,Non-FSRQ
31,4FGL J0008.9+2509,0.15529193,0.12106357,-6.18,1342,,5.4900064,369.76093,1.2917907e-10,3.385479e-11,3.3543296e-12,5.607274e-13,PowerLaw,4.2711793e-12,7.0604574e-13,2.8815272,0.13344507,5.1749343e-12,9.798724e-13,2.7789402,0.213211,0.20584151,1.475534,5.0837485e-12,9.716015e-13,2.2390637,0.5522985,0.013836718,0.012305561,0.6666667,1.5961556,625.1925,10.521895,0.33577204,0.27613127,unid,0,1.6078937292718365e-08,1.3504112272855195e-09,1.3382542296547228e-10,1.1743713640433029e-12,8.108939816278346e-14,1.235319997116164e-16,Non-BLL,Non-FSRQ
32,4FGL J0009.1-5012,0.096517816,0.082579784,-77.01,1240,,6.8421283,1061.3572,1.7297039e-10,3.2171193e-11,2.3031045e-12,3.9614828e-13,PowerLaw,2.1123495e-13,3.502375e-14,2.4078472,0.13114569,2.4704734e-13,4.725753e-14,2.3247182,0.20013253,0.15148015,1.375943,2.4130573e-13,4.592824e-14,1.9471741,0.4234309,0.0045731426,0.0043052034,0.6666667,1.488129,376.40472,14.287332,0.50680614,0.27988428,unid,0,4.156543512157107e-11,8.579475463399433e-10,1.3811077281822293e-10,3.586812791223082e-11,6.948966684190705e-13,1.7271854121418359e-15,Non-BLL,Non-FSRQ
34,4FGL J0009.2+6847,0.07339055,0.05784902,-20.78,162,,8.957473,1165.8625,7.533291e-10,1.0074847e-10,7.1940297e-12,1.4704162e-12,LogParabola,6.495289e-13,8.469156e-14,2.6165042,0.08083416,9.862871e-13,1.294764e-13,2.7142315,0.18635528,0.44023114,4.4789386,9.919504e-13,1.3613657e-13,1.2379318,0.58146274,0.018066566,0.007880902,0.6666667,4.312712,994.064,4.437318,0.0,10.0,unid,0,2.4372633689040413e-08,4.0033190096266935e-09,6.529117246856231e-10,4.883654591836262e-11,1.8440277516768022e-12,1.5041876833929066e-15,Non-BLL,Non-FSRQ
35,4FGL J0009.2+1745,0.09139899,0.06962851,70.61,1303,,4.4724517,852.2369,1.4165508e-10,3.54988e-11,2.1727002e-12,4.941817e-13,PowerLaw,3.2578782e-13,7.0552444e-14,2.5332298,0.15630038,4.257227e-13,1.0299857e-13,2.3714693,0.28011072,0.24630912,1.7144711,4.0650447e-13,9.6651264e-14,1.806495,0.5856498,0.008118483,0.0066710543,0.6666667,1.7311292,328.8466,13.3126335,0.40204948,0.29334,unid,0,1.9825392882921733e-08,7.344446162349527e-10,1.904562479948524e-10,1.819148651160951e-11,8.522077891664321e-16,4.185890288630877e-15,Non-BLL,Non-FSRQ
37,4FGL J0009.7-1418,0.05710895,0.04292422,-77.34,1082,,8.528947,894.4551,2.38408e-10,3.8508537e-11,3.1494167e-12,4.3930875e-13,PowerLaw,4.366933e-13,6.0525844e-14,2.3998108,0.101459436,4.9096735e-13,8.091635e-14,2.3887959,0.120929815,0.075080775,1.0954866,4.5114747e-13,6.8673305e-14,2.3287385,0.17261867,0.0007097432,0.0014970663,0.6666667,0.52465796,443.85492,12.223052,0.36137393,0.2529649,unid,0,6.342721198927077e-15,1.474653954502969e-09,1.6046390605151117e-10,2.6228488131385674e-11,1.2000527307987063e-11,1.159922788684421e-15,Non-BLL,Non-FSRQ
63,4FGL J0017.1-4605,0.08517004,0.06629819,87.2,994,,6.121659,481.514,1.0684672e-10,2.7685033e-11,2.4241457e-12,4.1496957e-13,PowerLaw,1.4898656e-12,2.4146253e-13,2.8010092,0.15748899,1.3762357e-12,2.62171e-13,2.8467278,0.1402191,-0.05767152,0.73617125,1.472398e-12,2.469015e-13,2.816211,0.19430096,-0.00023806897,0.0015201874,0.6666667,0.12917338,504.36102,4.1221323,0.0,10.0,unid,0,2.7918709011309772e-11,6.927521334354481e-10,9.060719535769479e-11,1.7462005799662172e-11,4.921086324896629e-13,1.1100374185305894e-15,Non-BLL,Non-FSRQ
76,4FGL J0022.0-5921,0.06932015,0.045329455,-71.35,1403,,12.447939,732.5074,2.661892e-10,3.4463033e-11,4.105236e-12,4.180531e-13,PowerLaw,9.0211546e-13,8.864627e-14,2.537588,0.088101745,8.94529e-13,1.03295946e-13,2.5395186,0.08919102,-0.0057952376,0.10795683,9.05542e-13,9.366826e-14,2.522493,0.13310328,0.00016645623,0.0011116086,0.6666667,0.15262225,764.1965,31.6763,0.5395138,0.1859199,unid,2,2.1774926750595114e-08,1.2505403379492464e-09,2.050355996097153e-10,4.9523146000707285e-11,7.608848447138161e-12,1.270400925417885e-16,Non-BLL,Non-FSRQ
80,4FGL J0023.6-4209,0.08942545,0.05106502,-59.56,683,,4.9723463,3249.713,1.1907866e-10,3.0048127e-11,1.3320689e-12,3.3082207e-13,PowerLaw,1.1399172e-14,2.830929e-15,1.9954411,0.20300183,1.0799845e-14,2.9998565e-15,2.0119221,0.17606138,-0.031098245,0.44316924,1.1126284e-14,2.8420378e-15,2.0621371,0.23858924,-0.00018295832,0.00037627824,0.6666667,0.3997006,127.03235,18.569584,0.7790272,0.41317618,unid,0,5.081797482819894e-11,1.6711639017064073e-10,9.139811824043775e-11,2.6029279426298402e-11,7.195924357685651e-15,9.664484490468084e-12,Non-BLL,Non-FSRQ
85,4FGL J0024.1+2402,0.037312,0.03009629,-56.48,1404,,7.343398,2737.6848,1.949466e-10,3.662458e-11,2.1655796e-12,4.0647588e-13,PowerLaw,2.6160269e-14,4.901935e-15,2.0550044,0.1474919,2.6859904e-14,5.7538834e-15,2.0421808,0.1697117,0.01731128,0.24656475,2.774929e-14,5.7189776e-15,1.8694392,0.34101403,0.0007635784,0.0013225168,0.6666667,0.7715944,212.05904,18.763067,0.6368132,0.3048334,unid,0,9.48924966381881e-12,6.537906882542188e-10,7.201382545840573e-11,5.615179501927692e-11,2.2582706538099018e-11,3.765911871624408e-15,Non-BLL,Non-FSRQ
90,4FGL J0025.4-4838,0.048659783,0.03996393,65.63,994,,7.051702,2360.4954,1.8320437e-10,3.4680273e-11,2.0461885e-12,3.9126309e-13,PowerLaw,3.3403808e-14,6.3245998e-15,2.120224,0.1483648,4.100626e-14,9.508424e-15,1.8834128,0.24728215,0.19902249,1.3044255,3.8352954e-14,8.422908e-15,1.6234717,0.46133882,0.0023027952,0.0022556304,0.6666667,1.3760866,248.50102,10.134406,0.40245783,0.3256913,unid,16,1.9763135128414433e-08,3.0573563125635417e-10,1.9277948681839518e-10,2.9869287598849326e-11,1.2908941277034458e-11,3.1682227129708757e-16,Non-BLL,Non-FSRQ
92,4FGL J0026.1-0732,0.03003462,0.02775273,38.84,587,,5.3968697,2877.582,1.5304427e-10,3.7542924e-11,1.7000845e-12,4.1798048e-13,PowerLaw,1.8502283e-14,4.50606e-15,2.0678716,0.19296369,1.8660512e-14,5.260974e-15,2.0579314,0.23553458,0.007497286,0.0763394,1.9490262e-14,5.2310277e-15,1.8458991,0.4889399,0.0007258462,0.0015362805,0.6666667,0.5906622,155.42723,1.2542979,0.0,10.0,unid,0,3.186957642231647e-11,4.757811922218025e-10,6.744117070356381e-11,5.692469412510448e-11,2.9190999999693414e-15,9.01030725725116e-12,Non-BLL,Non-FSRQ
103,4FGL J0031.0-2327,0.06814837,0.057417307,-17.88,645,,6.3435354,1537.2075,1.6641956e-10,3.2680407e-11,1.9005806e-12,3.6029009e-13,PowerLaw,7.765438e-14,1.4718316e-14,2.1938756,0.13264231,1.2704811e-13,2.8014551e-14,2.109645,0.3009217,0.6046377,2.8907936,1.2270552e-13,2.6389301e-14,0.46833274,0.86579686,0.016854536,0.008457327,0.6666667,2.816462,229.61182,5.5634604,0.0,10.0,unid,0,3.902195899740946e-09,4.292512734149767e-10,1.8614157437646384e-10,3.567386316905008e-11,1.3054932522684469e-17,5.328139188534586e-13,Non-BLL,Non-FSRQ
105,4FGL J0031.5-5648,0.06888844,0.05464204,-35.21,1356,,5.366508,3495.2537,1.3476889e-10,3.1157587e-11,1.5435117e-12,3.5577606e-13,PowerLaw,1.1371549e-14,2.5960294e-15,1.9233072,0.15640765,1.35204805e-14,3.5291469e-15,1.8369706,0.23820475,0.1205033,1.1865218,1.32712605e-14,3.4778906e-15,1.4861157,0.4946759,0.0017337246,0.0021607885,0.6666667,1.2930304,140.38934,11.675076,0.43143892,0.62040573,unid,0,1.8233754062180196e-08,1.686135953082868e-10,9.110914800380954e-11,3.0936236211642765e-11,1.9557352265442418e-11,3.860103311787626e-16,Non-BLL,Non-FSRQ
112,4FGL J0034.6+6438,0.03299491,0.029356219,-80.3,1154,,8.751771,2202.9792,6.881883e-10,8.689641e-11,9.160648e-12,1.4487103e-12,PowerLaw,1.4483254e-13,1.826066e-14,2.4075618,0.08850696,1.8447699e-13,2.5802172e-14,2.3858843,0.1477125,0.20903453,2.615125,1.836789e-13,2.578442e-14,1.7194619,0.35074928,0.0048929425,0.002399671,0.6666667,2.7173967,847.50507,3.395187,0.0,10.0,unid,0,1.177712528194208e-11,3.1876696837684904e-09,6.943551289495531e-10,1.1004833155858762e-10,2.2434035532037377e-11,2.314729710125663e-15,Non-BLL,Non-FSRQ
115,4FGL J0035.2-1739,0.03169978,0.02978793,50.83,1247,,5.3961873,5669.1714,9.355196e-11,2.8721137e-11,1.1769191e-12,3.4056975e-13,PowerLaw,3.422197e-15,9.740596e-16,1.7786542,0.19783947,3.712962e-15,1.2489029e-15,1.7175281,0.26173517,0.048505876,0.45255506,3.6918676e-15,1.1565604e-15,1.5804951,0.41775858,0.00043177028,0.00084624975,0.6666667,0.62404776,67.29626,2.036174,0.0,10.0,unid,0,3.830430764240056e-11,1.266301646873913e-10,5.498273711324053e-11,2.957019698546226e-11,7.739016892605033e-12,6.316701068459496e-12,Non-BLL,Non-FSRQ
119,4FGL J0037.2-2653,0.07320553,0.06346124,-50.97,1302,,4.288257,1037.477,9.7797076e-11,2.6995012e-11,1.3753644e-12,3.6016622e-13,PowerLaw,1.3052359e-13,3.2003564e-14,2.4598632,0.19763133,1.4126971e-13,3.9654894e-14,2.439666,0.23835601,0.060050935,0.44429338,1.4035133e-13,3.8331643e-14,2.227368,0.4551951,0.0022056438,0.0040453775,0.6666667,0.64287883,223.43106,3.6452038,0.0,9.999999,unid,0,1.794231213256281e-12,3.7928232776707205e-10,7.179063593598656e-11,2.7299412730386052e-11,7.641133020837184e-18,2.2801637778558726e-15,Non-BLL,Non-FSRQ
128,4FGL J0039.1+6257,0.016404945,0.015788218,-54.51,1154,,21.19329,1556.6835,2.006492e-09,1.2601716e-10,1.0123623e-11,9.202931e-13,LogParabola,7.6556085e-13,4.755493e-14,2.3489873,0.046184376,1.0716596e-12,7.765863e-14,1.9051042,0.13300067,0.53318614,6.9901166,1.03306e-12,7.224173e-14,0.74166024,0.20189956,0.012551031,0.0016059215,0.6666667,7.267306,1246.8401,8.968123,0.08756518,0.11305837,unid,0,1.1147507805731038e-08,2.242609431490905e-09,1.6604001507047883e-09,3.7048869527822603e-10,7.242293136727751e-12,7.547290158289865e-13,Non-BLL,Non-FSRQ
130,4FGL J0039.7+4203,0.054580364,0.045699496,-20.38,735,,4.995551,1891.1735,1.5281587e-10,3.4375038e-11,1.8528315e-12,4.6176545e-13,PowerLaw,4.5975857e-14,1.0294793e-14,2.2988558,0.18312585,4.705573e-14,1.21836355e-14,2.2896838,0.20404856,0.0159863,0.1962124,4.746646e-14,1.1542172e-14,2.1888363,0.33596587,0.0005796314,0.0015614355,0.6666667,0.4461165,263.946,10.2724285,0.39927977,0.45173335,unid,0,5.542778458433872e-10,8.119908079251559e-10,7.630924364621094e-11,2.6887094980998505e-11,9.440274950645033e-12,1.4182464235452849e-16,Non-BLL,Non-FSRQ
150,4FGL J0045.9-2021,0.030898036,0.027876075,63.44,1092,,6.890405,3003.43,1.4994332e-10,3.1937016e-11,1.6952122e-12,3.6450056e-13,PowerLaw,1.6881387e-14,3.5849996e-15,1.9567591,0.15086628,1.8219147e-14,4.4364685e-15,1.9168646,0.1966536,0.04939816,0.6343766,1.796824e-14,4.1374154e-15,1.787327,0.28069752,0.0006117799,0.000943974,0.6666667,0.7590732,140.05046,8.624865,0.16915075,0.7385724,unid,0,1.8212597500000954e-13,4.5124973202526064e-10,9.464531935954312e-11,3.209462209885494e-11,1.6639014818742304e-11,2.3384265444154062e-12,Non-BLL,Non-FSRQ
151,4FGL J0046.7-7048,0.045946185,0.043910984,-89.69,669,,4.519313,3417.7913,1.03790976e-10,2.9478163e-11,1.1530406e-12,3.2927477e-13,PowerLaw,8.782922e-15,2.4239555e-15,2.0708344,0.20480174,8.49944e-15,2.68123e-15,2.0804398,0.19586968,-0.016095472,0.19607289,8.78067e-15,2.5519902e-15,2.0769851,0.2742608,-1.6119875e-05,0.00057204487,0.6666667,0.0,130.90013,4.1800766,0.0,10.0,unid,0,1.1890315398943585e-08,4.041373347085653e-10,8.074287072279418e-11,2.2923891951354136e-11,9.625849278088478e-15,5.039312283433572e-12,Non-BLL,Non-FSRQ
159,4FGL J0048.6-6347,0.033303276,0.031268075,18.7,667,,14.480869,1341.7461,4.4441675e-10,4.7679017e-11,2.5018381e-12,3.6534168e-13,LogParabola,2.2440865e-13,2.29569e-14,2.1754348,0.075108446,3.075382e-13,3.73028e-14,1.8663888,0.18115535,0.3982205,4.3678923,2.98697e-13,3.7375163e-14,0.867098,0.5256735,0.011234087,0.004762459,0.6666667,4.3898025,345.08917,4.8522835,0.0,10.0,unid,0,5.186825635661307e-09,8.223534631035534e-10,3.489331601436163e-10,6.90753357290852e-11,8.298558888675256e-12,2.5667168238570153e-16,Non-BLL,Non-FSRQ
173,4FGL J0052.1+6444,0.04440436,0.03959389,10.51,1162,,7.028636,1656.2418,5.7274835e-10,8.361205e-11,8.595702e-12,1.5266722e-12,PowerLaw,2.4408882e-13,3.5473645e-14,2.5156395,0.09548419,3.265605e-13,5.7643214e-14,2.491476,0.17514867,0.2364143,2.4070873,3.199445e-13,7.495787e-14,1.826179,0.6468435,0.0063347155,0.006582201,0.6666667,2.1461506,807.8416,3.091931,0.0,10.0,unid,512,1.2375998836855473e-10,2.258967901624942e-09,8.206460511139824e-10,6.840661370688395e-11,8.803881235142086e-12,5.904453328886138e-16,Non-BLL,Non-FSRQ
179,4FGL J0055.7+4507,0.03169978,0.026889311,71.14,1422,,4.2919917,6487.0317,7.995523e-11,2.7797535e-11,1.0124682e-12,3.2578234e-13,PowerLaw,2.314021e-15,7.414083e-16,1.771013,0.1905134,4.272748e-15,1.578669e-15,1.4424222,0.4425595,0.5161522,2.2921727,4.0495193e-15,5.2237348e-15,0.10177948,2.5597537,0.0051073353,0.009096475,0.6666667,2.2027776,66.063644,4.3645463,0.0,10.0,unid,0,1.3420410345087869e-13,3.6273953032104917e-16,6.340276914595933e-11,2.4793143232892945e-11,1.4017590040105166e-11,2.931495541105833e-12,Non-BLL,Non-FSRQ
185,4FGL J0057.5+6814,0.04502109,0.040889017,24.4,850,,4.2954693,1602.9055,2.711917e-10,6.091375e-11,4.1568728e-12,1.2095336e-12,PowerLaw,1.2587938e-13,2.8019769e-14,2.53272,0.17420648,1.2647418e-13,3.0753395e-14,2.537008,0.17592308,0.0002597204,0.0,1.2435414e-13,3.291134e-14,2.567052,0.16311759,-0.00019731726,0.0014255025,0.6666667,0.23407303,470.35745,5.221138,0.0,10.0,unid,0,1.5000690467559252e-08,2.2390069798206014e-09,1.4897055811147197e-10,3.9217618735820636e-11,2.2350496019923893e-12,3.2276531707758904e-12,Non-BLL,Non-FSRQ
187,4FGL J0057.9+6326,0.020166982,0.018625164,19.19,1162,,7.3768106,14527.771,1.9428603e-10,5.7313248e-11,2.7091695e-12,5.945266e-13,PowerLaw,1.5570929e-15,3.3401063e-16,1.6726426,0.14393194,2.1423244e-15,5.606419e-16,1.122613,0.31574553,0.37038267,2.0507538,2.0504777e-15,5.390015e-16,0.54729044,0.4585714,0.0015055033,0.00065384235,0.6666667,2.1690037,128.23317,11.416983,0.3154123,0.3556802,unid,0,3.214442756416247e-08,3.5668132336574843e-10,9.481748719508687e-11,3.690549255086495e-11,2.736144297244003e-11,2.180648890626191e-11,Non-BLL,Non-FSRQ
191,4FGL J0058.1+6915,0.050078258,0.044836074,5.39,850,,4.8986144,1805.5524,2.7848032e-10,5.5126088e-11,4.378163e-12,1.1698573e-12,PowerLaw,9.5716065e-14,1.8942992e-14,2.552665,0.14490294,1.00564054e-13,2.2394914e-14,2.5525162,0.17370105,0.032970946,0.43593243,9.982361e-14,2.415258e-14,2.4630182,0.28971106,0.00061059423,0.0016776033,0.6666667,0.37432623,530.53375,9.110481,0.30352443,0.3556477,unid,8,1.3157727685175757e-10,1.1640066688300976e-09,2.640136442799701e-10,4.022978478124273e-11,4.9405968140410483e-14,4.164681620399957e-12,Non-BLL,Non-FSRQ
192,4FGL J0058.3-4603,0.04625455,0.03577018,-9.41,1169,,4.56688,2822.2625,1.02171036e-10,2.7640262e-11,1.1373552e-12,3.1381164e-13,PowerLaw,1.2800452e-14,3.4303445e-15,2.098462,0.23897582,1.1528708e-14,3.6490573e-15,2.1823194,0.19162391,-0.059272204,0.63871187,1.2987682e-14,3.6486194e-15,2.039585,0.39477935,0.00017030364,0.00096362346,0.6666667,0.13065627,133.567,12.6100855,0.6764863,0.48164564,unid,0,4.502880341272948e-14,3.1680683076906746e-10,4.1182501853143094e-11,2.707652331512822e-11,6.34136710156441e-12,5.0349620306366916e-12,Non-BLL,Non-FSRQ
197,4FGL J0059.4-5654,0.040580656,0.03274822,59.99,1130,,13.941281,858.0569,4.5416998e-10,4.7720307e-11,5.230633e-12,6.8732693e-13,LogParabola,9.613237e-13,8.484484e-14,2.514828,0.063059464,1.2096093e-12,1.1781189e-13,2.4985313,0.10427359,0.23726532,3.9829774,1.1994297e-12,1.1649973e-13,1.8067752,0.24602313,0.009909573,0.0033710634,0.6666667,4.030402,967.0744,16.026218,0.2739759,0.12171441,unid,0,5.241738598726897e-09,2.539320531624867e-09,3.9576530941332067e-10,4.022975702566711e-11,2.613209128254912e-12,1.2557064390302398e-15,Non-BLL,Non-FSRQ
204,4FGL J0102.0-6240,0.052113455,0.046377894,-40.94,667,,5.616301,3027.3816,1.2915712e-10,2.948474e-11,1.4426112e-12,3.2752018e-13,PowerLaw,1.4225419e-14,3.228858e-15,2.0030367,0.15825158,1.6511008e-14,4.365072e-15,1.9458236,0.22303848,0.09996205,0.9853003,1.6436212e-14,4.3683742e-15,1.6789911,0.43767342,0.0014523638,0.00205481,0.6666667,0.9343025,152.86041,8.457205,0.25477493,0.5600849,unid,0,1.3242855298684422e-14,2.3093689460740308e-10,8.407458756964914e-11,4.450093071817207e-11,5.4426766912807345e-12,1.815035426643019e-12,Non-BLL,Non-FSRQ
206,4FGL J0102.1+4458,0.056800585,0.038915493,58.76,1312,,5.413795,3246.7822,1.54248e-10,3.5551076e-11,1.7178298e-12,3.9171026e-13,PowerLaw,1.4703892e-14,3.3427656e-15,2.0214314,0.1585929,2.1004765e-14,6.4808104e-15,1.013181,0.46559122,0.7738542,2.5300887,2.0014165e-14,5.751221e-15,0.00054716924,0.0383794,0.008291186,0.0021675923,0.6666667,2.6203187,174.57225,8.354612,0.21784453,0.57807034,unid,4,2.204573590347536e-08,4.3454959075539534e-10,6.839833560645658e-11,4.8490204906936896e-11,1.55268454343771e-11,3.610358082509419e-15,Non-BLL,Non-FSRQ
207,4FGL J0102.3+1000,0.036510255,0.03546182,68.46,1097,,6.7401304,4414.4688,1.9428485e-10,4.729091e-11,2.1911075e-12,5.017084e-13,PowerLaw,1.0255834e-14,2.3219886e-15,1.9644006,0.17795272,1.4862567e-14,3.9528393e-15,1.6457558,0.32826358,0.3959765,2.3007338,1.4196133e-14,4.2176426e-15,0.6658171,1.0253317,0.004810294,0.0044156043,0.6666667,2.2908251,170.8199,3.749661,0.0,10.0,unid,0,7.000164004011822e-09,1.6613052079839097e-12,1.2611153787922547e-10,6.19384751820995e-11,1.9301884743305742e-11,4.481852163375231e-17,Non-BLL,Non-FSRQ
218,4FGL J0104.6-0818,0.10379521,0.0725888,-13.83,1290,,4.263228,1213.232,1.4496122e-10,3.7427658e-11,1.8679901e-12,4.6403436e-13,PowerLaw,1.260268e-13,2.982331e-14,2.3734674,0.19652842,1.3573069e-13,3.8773712e-14,2.2959392,0.3623292,0.06870431,0.3754106,1.3857035e-13,3.6836955e-14,1.9537519,0.6068921,0.0030664115,0.004335815,0.6666667,0.854551,242.71547,5.8806086,0.0,10.0,unid,0,4.588637914082483e-09,2.246432900809836e-10,1.3571477275320376e-10,3.459768235791749e-11,1.0661912027082679e-14,2.2316239195387545e-15,Non-BLL,Non-FSRQ
235,4FGL J0112.0+3442,0.06537309,0.052976876,75.32,560,,5.153423,1290.2421,1.4895551e-10,3.352588e-11,1.8603756e-12,4.0475728e-13,PowerLaw,1.100038e-13,2.3113523e-14,2.3373687,0.16740504,1.4177545e-13,3.500142e-14,2.006159,0.39924687,0.34205857,1.6276882,1.3741878e-13,3.2987244e-14,1.2201146,0.67387706,0.009179332,0.0055140266,0.6666667,1.8368043,272.05597,4.1519933,0.0,10.0,unid,1,1.0830890004309701e-11,5.136651104464818e-10,1.4627640765318972e-10,3.404355616853927e-11,5.432472276995057e-16,2.523118416787836e-18,Non-BLL,Non-FSRQ
249,4FGL J0115.4-2917,0.035338476,0.0291712,-38.44,794,,5.54292,4747.395,1.00085724e-10,2.8881083e-11,1.1796603e-12,3.233218e-13,PowerLaw,4.821772e-15,1.3177438e-15,1.8682702,0.18855408,6.532088e-15,2.2963895e-15,1.3496611,2.775865,0.39544877,1.5024282,6.4454693e-15,2.7007057e-15,0.14324242,3.3436332,0.005394363,0.009585362,0.6666667,1.8485713,85.349434,7.0301027,0.0,10.0,unid,0,1.6580456452253145e-10,2.1077151135528993e-10,2.616541705524611e-11,3.131224446395464e-11,1.889954165390506e-11,3.8681191022048485e-15,Non-BLL,Non-FSRQ
