,Source_Name,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,BLLness,FSRQness
4402,4FGL J2007.9+2511,0.038792145,0.03182313,28.13,1471,,8.656555,1548.5626,8.3468105e-10,1.1676572e-10,5.0915283e-12,1.2990591e-12,LogParabola,2.8009257e-13,4.5054438e-14,2.264317,0.096197516,4.3349e-13,7.020547e-14,2.0442476,0.17640199,0.3265705,3.8316746,4.30073e-13,6.963768e-14,1.012924,0.701606,0.010006334,0.0053418493,0.6666667,3.7659068,493.86157,1.7914716,0.0,10.0,unid,0,7.572465061684436e-14,1.141722161257519e-09,6.978306821281421e-10,1.5633914995927256e-10,9.558735747372538e-12,1.641065647088602e-12,Non-BLL,Non-FSRQ
4403,4FGL J2008.4+1619,0.040333964,0.028369455,35.25,537,,5.3193684,3417.4263,2.2329717e-10,5.2366715e-11,2.4858245e-12,5.975216e-13,PowerLaw,1.8721436e-14,4.2521333e-15,2.09883,0.16830255,1.66343e-14,1.05265485e-14,0.33542514,0.9356044,0.9991629,1.7319573,2.2752498e-14,7.480469e-15,0.0019643179,0.060030837,0.008145405,0.001905841,0.6666667,1.9654363,217.8106,8.760076,0.24797782,0.60247993,unid,4,3.7548453235558554e-08,4.954416321645283e-10,6.800096596926153e-11,7.250027661553915e-11,2.257402598182523e-11,2.9584618327864855e-15,Non-BLL,Non-FSRQ
4405,4FGL J2009.9-2116,0.043479275,0.039038837,61.01,1642,,7.2854466,2431.4626,3.4177308e-10,6.040434e-11,1.6789284e-12,3.2353685e-13,LogParabola,4.1607427e-14,7.948795e-15,2.096843,0.11480196,7.8177055e-14,1.5699974e-14,1.9427791,0.26512358,0.6123939,3.9951847,7.3329526e-14,1.4722735e-14,0.35145134,0.6939604,0.011772148,0.0049140817,0.6666667,3.8562734,157.46735,4.9923477,0.0,10.0,unid,0,4.605255846806822e-12,8.598189521480393e-11,2.966373813251266e-10,6.667666418991303e-11,4.2376471255656245e-12,7.186522414393859e-19,Non-BLL,Non-FSRQ
4411,4FGL J2012.1-5234,0.031576436,0.025594182,68.12,1658,,6.1348715,7529.7524,1.4506538e-10,4.241962e-11,1.7893818e-12,4.2887094e-13,PowerLaw,3.1358987e-15,7.489294e-16,1.8028088,0.18958212,2.0732675e-15,6.125624e-16,1.9164591,0.09276724,-0.122228615,2.2584121,2.5399634e-15,6.861306e-16,2.145685,0.1885726,-0.00045264032,0.00016730226,0.6666667,1.7877959,124.73982,2.9350617,0.0,10.0,unid,0,1.1891403417507718e-08,3.4545580285261224e-10,4.517978352547303e-11,4.8953025660880556e-11,6.0259366940762504e-12,7.699188508958343e-12,Non-BLL,Non-FSRQ
4415,4FGL J2013.9-8717,0.03392,0.031514764,-50.71,1031,,4.1984305,6185.6367,9.168022e-11,3.1784474e-11,1.1081371e-12,3.488186e-13,PowerLaw,2.77129e-15,8.7233737e-16,1.8299717,0.20182067,4.2749943e-15,1.5698574e-15,1.4477417,0.4292196,0.37643105,1.7759942,4.0995234e-15,1.357912e-15,0.54036254,0.50662684,0.0035137266,0.001306266,0.6666667,1.7586963,76.439285,4.1367784,0.0,10.0,unid,0,1.518243664122565e-08,2.5734980214019675e-14,3.465090367416046e-11,3.084214134085883e-11,1.2801325971478761e-11,2.7332146962377735e-12,Non-BLL,Non-FSRQ
4427,4FGL J2017.3+3525,0.03071302,0.026087565,21.17,309,,6.456399,6769.9824,3.0819836e-10,7.525205e-11,2.7490798e-12,5.2315915e-13,LogParabola,1.0810593e-14,2.180911e-15,2.1486278,0.14301588,2.1101397e-14,4.0076458e-15,1.9320742,0.3564034,0.99999994,3.6851814,1.9058214e-14,3.8881777e-15,0.00028748866,0.021911103,0.008294496,0.0018044714,0.6666667,3.4732325,110.23219,2.935283,0.0,10.0,unid,2052,1.506223950598106e-15,6.325620027780587e-10,9.878481366243363e-11,2.0493133578991518e-10,2.679803254301838e-11,1.7525405493245053e-16,Non-BLL,Non-FSRQ
4434,4FGL J2019.6+0616,0.052483495,0.045206107,33.8,289,,4.099435,2789.4805,2.4384111e-10,6.4326065e-11,2.829017e-12,8.1526767e-13,PowerLaw,3.0557473e-14,7.982909e-15,2.22766,0.16340658,3.7315566e-14,1.02769965e-14,2.235879,0.24734844,0.11480171,1.1284887,3.3934298e-14,9.804057e-15,2.0488963,0.33686307,0.0009399869,0.0016549713,0.6666667,0.68084866,290.71872,10.380684,0.2945648,0.6976523,unid,16,5.4829196738381825e-12,9.246898802217629e-10,2.510352758999801e-10,4.144485102330897e-11,5.198369078945886e-12,3.176945685690047e-12,Non-BLL,Non-FSRQ
4438,4FGL J2021.9+3609,0.031514764,0.026827637,35.06,818,,4.2922564,27158.355,1.3876357e-10,7.115007e-11,2.1735073e-12,7.5300573e-13,PowerLaw,4.748303e-16,1.5075888e-16,1.5736389,0.21062972,1.0655662e-15,5.62191e-16,0.85315555,0.54344434,0.999799,2.7981892,8.471619e-16,2.907978e-16,0.0003125664,0.022289684,0.0019140565,0.000655446,0.6666667,2.6139069,59.44474,6.090724,0.0,10.0,unid,0,5.287932758335501e-09,4.6387485519439053e-10,5.786422035969352e-11,3.3274354408960316e-13,1.8887974517767248e-11,2.4949497329229686e-11,Non-BLL,Non-FSRQ
4445,4FGL J2023.3-1947,0.07382226,0.059884217,-37.25,1220,,7.067654,709.1831,2.344383e-10,4.3014564e-11,3.955212e-12,6.0936244e-13,PowerLaw,9.216676e-13,1.3508988e-13,2.6055503,0.114679925,1.1179533e-12,1.9001262e-13,2.5084167,0.1818016,0.17914061,1.723206,1.0886157e-12,1.7802201e-13,2.0501795,0.3324332,0.007256096,0.0043179565,0.6666667,1.8424474,604.47656,4.375951,0.0,10.0,unid,0,1.1775214581177806e-08,1.5243499795758453e-09,2.0451895732520597e-10,4.074875853410376e-11,1.3038642854881462e-15,9.194522313654696e-14,Non-BLL,Non-FSRQ
4458,4FGL J2026.0+4718,0.079064436,0.04563782,49.54,1509,,4.6501327,2039.8317,3.9965456e-10,8.12503e-11,5.5742732e-12,1.4374464e-12,PowerLaw,1.0113429e-13,2.0563983e-14,2.4523525,0.14134184,1.6471137e-13,3.7216388e-14,1.8975552,0.3046907,0.68946385,2.8695068,1.5715216e-13,3.437386e-14,0.29655677,0.5142629,0.014180135,0.0035286904,0.6666667,2.9354177,477.4395,8.936237,0.29969847,0.4489061,unid,0,2.5554391935855847e-10,4.385698471054411e-10,3.9625366876627766e-10,1.2349760103447238e-10,9.4271639106136e-13,3.1420724401525836e-18,Non-BLL,Non-FSRQ
4461,4FGL J2026.3+1431,0.03410502,0.03342662,3.87,537,,9.340619,2422.4976,4.0447512e-10,6.4318384e-11,2.1851017e-12,3.872928e-13,LogParabola,5.901342e-14,8.845469e-15,2.0565536,0.098000765,9.3627614e-14,1.5760505e-14,1.6384183,0.308706,0.5713282,4.107795,9.172758e-14,1.4640162e-14,0.10804272,1.6185498,0.011529972,0.008649293,0.6666667,4.322981,170.36098,3.8671284,0.0,10.0,unid,0,2.18842782437334e-12,3.3762881379573173e-10,2.2806841137867906e-10,1.2864914689103557e-10,8.86367108182684e-12,3.4803145964251237e-15,Non-BLL,Non-FSRQ
4463,4FGL J2027.0+2811,0.031514764,0.028739491,71.48,411,,16.188873,985.56805,1.3103475e-09,1.1225537e-10,7.7533535e-12,8.381045e-13,LogParabola,1.4229887e-12,1.1624904e-13,2.4575849,0.056524638,2.3535683e-12,2.08611e-13,2.086441,0.16420376,0.69872063,7.7067947,2.2779758e-12,1.9646618e-13,0.2695547,0.28484663,0.025744872,0.0034116264,0.6666667,7.795437,1002.6484,9.28664,0.13814682,0.12721556,unid,0,6.521423789685596e-17,3.5813321197508685e-09,1.244698899505181e-09,5.857926643759725e-11,8.422182928680987e-17,4.649849197357631e-15,Non-BLL,Non-FSRQ
4468,4FGL J2029.4+1013,0.10361018,0.09442095,78.62,1170,,4.5957923,870.9056,1.998623e-10,4.818731e-11,3.3196512e-12,7.561343e-13,PowerLaw,4.5610575e-13,9.338748e-14,2.5941465,0.1672312,5.4735724e-13,1.479856e-13,1.8014611,0.5799049,0.6469116,1.4233786,5.3294077e-13,1.251044e-13,1.6042818,0.580058,0.010148004,0.006031722,0.6666667,1.5761126,426.62708,4.677318,0.0,9.999999,unid,0,4.229251615583962e-08,4.832436117929717e-10,2.314013425319672e-10,2.8750692798729105e-11,1.8746261097909433e-19,1.8609775748831028e-16,Non-BLL,Non-FSRQ
4470,4FGL J2029.5-4237,0.06734662,0.058034036,-50.67,1168,,9.879858,1074.3041,4.0491344e-10,5.6513176e-11,2.2701032e-12,2.8073244e-13,LogParabola,3.3950048e-13,4.57564e-14,2.4682896,0.09448484,6.766139e-13,8.0284066e-14,2.3121588,0.22618307,0.99996823,5.652694,6.3206363e-13,7.4911214e-14,4.598359e-06,0.0021391918,0.03251037,0.0026925956,0.6666667,5.543905,381.79794,3.647126,0.0,10.0,unid,2048,9.429979854706089e-14,1.1748700901037523e-09,3.891849065240649e-10,2.83179214669374e-13,2.885210719969465e-14,1.1492206862145405e-16,Non-BLL,Non-FSRQ
4473,4FGL J2030.3-5038,0.026950981,0.02485411,80.26,843,,6.4345875,8719.894,1.1704983e-10,3.2912735e-11,1.5977393e-12,3.9016105e-13,PowerLaw,2.163483e-15,5.267131e-16,1.6926519,0.15303393,2.3779378e-15,6.9745445e-16,1.6620177,0.18638635,0.045012042,0.5636402,2.3183556e-15,6.2784666e-16,1.5584302,0.29463646,0.0002349962,0.0004507232,0.6666667,0.5924245,88.3107,11.760065,0.5686684,0.5309591,unid,0,5.955072589561294e-13,5.034751695415229e-12,5.3196124588650306e-11,3.943664839134442e-11,1.6688971385403484e-11,7.69453771531925e-12,Non-BLL,Non-FSRQ
4476,4FGL J2030.5+2235,0.024545746,0.023188947,-62.13,1039,,5.3466773,6582.283,1.4334375e-10,4.119253e-11,1.795448e-12,4.6781144e-13,PowerLaw,4.0050843e-15,1.0416048e-15,1.7838628,0.16603422,7.353385e-15,2.2229058e-15,1.1637818,0.4930108,0.9645927,2.4493475,6.4905954e-15,1.8050543e-15,0.0057402123,0.13087063,0.00587827,0.0015253894,0.6666667,2.4663155,100.00348,9.272747,0.0,10.0,unid,0,3.606860632648229e-13,2.450154100062333e-14,2.2945999267331985e-11,5.889005949555326e-11,1.7076491262701943e-11,3.918077667863784e-12,Non-BLL,Non-FSRQ
4489,4FGL J2035.0+3632,0.014863128,0.014123055,57.0,818,,23.298042,2309.3037,2.6363327e-09,1.7605971e-10,1.2304991e-11,9.0393014e-13,LogParabola,4.1004973e-13,2.596716e-14,2.1688232,0.04323394,7.0857724e-13,5.0781733e-14,1.7601354,0.12334322,0.7885626,10.6892605,6.6944573e-13,3.9996005e-14,-0.14814764,0.13721721,0.015411672,0.00054384535,0.6666667,10.743043,1008.6254,8.066742,0.06516521,0.13953744,unid,0,9.750178442402557e-11,1.7227572701727922e-09,1.8053764039294151e-09,7.033448268245479e-10,2.4406966031564892e-11,5.586011525299944e-14,Non-BLL,Non-FSRQ
4490,4FGL J2035.3+0557,0.046439566,0.043972656,71.59,930,,4.975241,537.833,1.519024e-10,4.0336415e-11,3.3645716e-12,6.7989e-13,PowerLaw,1.5270655e-12,2.898085e-13,2.7862515,0.15774152,1.4469563e-12,3.3880665e-13,2.7972074,0.14320542,-0.033155438,0.40763953,1.5069881e-12,2.8620826e-13,2.821257,0.14949247,-0.00044231888,0.0015376827,0.6666667,0.377081,504.93106,7.928337,0.24322164,0.33943835,unid,4,2.5307674178520756e-08,1.1731448035234848e-09,2.927530093344011e-11,2.548796763923722e-11,8.603558837583236e-12,4.0340863143733825e-15,Non-BLL,Non-FSRQ
4493,4FGL J2036.2-0207,0.05673891,0.047302984,13.67,1308,,5.589246,1625.7029,2.188733e-10,4.4302968e-11,2.5772377e-12,5.2183415e-13,PowerLaw,9.2060115e-14,1.8266823e-14,2.2543166,0.1356432,1.2887127e-13,2.9535666e-14,2.144212,0.30201223,0.34612024,2.2069266,1.3330754e-13,3.0833775e-14,0.72554046,0.95538473,0.01330605,0.007783864,0.6666667,2.3624895,295.48837,6.0910735,0.0,10.0,unid,0,5.0924082659054015e-12,7.486175013227125e-10,2.4904456275010034e-10,3.9150186564862466e-11,1.6477907640644241e-16,3.349868125945843e-12,Non-BLL,Non-FSRQ
4494,4FGL J2036.3+5642,0.10644713,0.06956684,-6.06,1659,,4.393467,1202.0709,2.4539631e-10,5.263885e-11,3.976023e-12,9.451389e-13,PowerLaw,2.407543e-13,4.958783e-14,2.5756807,0.13468917,3.0010873e-13,7.2080186e-14,2.6307304,0.24398272,0.16878183,1.3118293,3.1846834e-13,1.4928658e-13,1.8114545,1.5999264,0.009591135,0.015993537,0.6666667,1.3384657,514.7179,3.135316,0.0,10.0,unid,0,8.685843927783155e-13,1.62679303361557e-09,1.8070728247110424e-10,3.4132734832992284e-11,1.1700059324160073e-14,2.1704732195565457e-12,Non-BLL,Non-FSRQ
4497,4FGL J2037.0-2826,0.05180509,0.051250037,-46.69,515,,10.372504,671.33044,3.4301922e-10,4.789672e-11,5.4103818e-12,5.9269993e-13,PowerLaw,1.4772603e-12,1.585553e-13,2.5551834,0.08614376,1.7341543e-12,2.2572825e-13,2.4683464,0.12606385,0.15340076,1.9517087,1.6570966e-12,2.6581837e-13,2.1729772,0.43578014,0.0051993025,0.006670803,0.6666667,1.5753005,838.6486,17.87777,0.34294748,0.1616871,unid,0,1.0991849208608073e-08,2.1296853169872065e-09,3.473554222033215e-10,2.6254280000026498e-11,6.147456241972771e-12,1.4444515301663831e-18,Non-BLL,Non-FSRQ
4499,4FGL J2038.4+4212,0.036325235,0.03299491,-14.33,124,,16.319534,1108.3757,3.5155943e-09,2.6902433e-10,4.0542836e-11,5.0715985e-12,LogParabola,3.5276036e-12,2.5873574e-13,2.646717,0.043745536,5.402766e-12,3.9382907e-13,2.788585,0.10520561,0.38190722,7.23636,5.4216857e-12,4.118744e-13,1.4610484,0.26004958,0.016503599,0.0036570178,0.6666667,7.0245295,2552.7354,5.516114,0.0,9.999999,unid,259,2.6279153853003834e-10,2.1027299013098855e-08,2.956316524915792e-09,3.0992797217521684e-10,5.928297349550027e-12,3.739498728033697e-12,Non-BLL,Non-FSRQ
4502,4FGL J2039.4-3616,0.040704,0.03749702,1.62,225,,12.524865,963.92865,5.739595e-10,6.608833e-11,3.6237014e-12,5.4350746e-13,LogParabola,6.5213156e-13,6.5770035e-14,2.3248901,0.07484876,8.844039e-13,1.04162176e-13,1.9510692,0.2032118,0.40045238,4.0326934,8.4693954e-13,9.791522e-14,1.110019,0.43236062,0.012281594,0.0044931406,0.6666667,4.178265,514.91766,5.9766045,0.0,9.999999,unid,0,6.984396616616095e-09,1.1954749412623755e-09,5.443336337229709e-10,7.088167552904423e-11,2.874868786496669e-14,8.599180389177124e-17,Non-BLL,Non-FSRQ
4504,4FGL J2039.5-5617,0.013506328,0.0128896,14.23,1241,,41.806118,1040.8611,2.2264488e-09,9.583809e-11,1.492776e-11,8.302033e-13,LogParabola,2.0520744e-12,7.6431124e-14,2.1693761,0.028772581,2.5162812e-12,1.1022906e-13,1.8927469,0.06629494,0.2561806,8.582195,2.4273554e-12,1.0381256e-13,1.340394,0.12551959,0.0072826766,0.0011236742,0.6666667,9.261326,1981.0125,13.124539,0.104945235,0.057300296,unid,0,2.1252274606808896e-08,4.3493173507158644e-09,1.84907111844268e-09,4.5405462723024925e-10,1.6313188647143484e-11,1.2244569583863053e-15,Non-BLL,Non-FSRQ
4506,4FGL J2040.1-3137,0.09472932,0.087698616,-78.51,225,,4.4543085,569.516,1.4416049e-10,3.8669422e-11,2.8268145e-12,5.9649735e-13,PowerLaw,1.1318807e-12,2.2956124e-13,2.7088807,0.15332219,1.325513e-12,3.2171873e-13,2.7017,0.2115055,0.12137976,0.9521728,1.2075644e-12,2.818179e-13,2.5527864,0.34667516,0.0023520652,0.0052755047,0.6666667,0.61119825,471.22186,7.333134,0.086449355,0.8620042,unid,0,2.0741397488421853e-09,7.839160431899472e-10,1.448355602118312e-10,1.463101167997749e-11,6.141302744122612e-12,8.009338673142547e-16,Non-BLL,Non-FSRQ
4510,4FGL J2040.4+0312,0.07770764,0.07043026,-16.2,930,,4.4023824,1029.1068,1.9313492e-10,4.6301914e-11,2.8555613e-12,6.731191e-13,PowerLaw,2.7037078e-13,5.9158814e-14,2.5032802,0.155399,3.1418357e-13,7.588387e-14,2.4791594,0.21237798,0.10128357,1.0591315,3.0796456e-13,8.1598614e-14,2.152193,0.5179628,0.0035310222,0.00481145,0.6666667,1.1514444,389.68698,7.5009127,0.30240405,0.50689477,unid,0,3.5571351419960706e-11,1.0654943594090582e-09,1.4426129735234383e-10,4.171864589896934e-11,1.8508281878810854e-15,3.084852701043983e-16,Non-BLL,Non-FSRQ
4512,4FGL J2041.1-6138,0.04452771,0.03614022,-24.28,1747,,7.5351925,1845.4354,2.268067e-10,3.689897e-11,2.6097937e-12,4.2868633e-13,PowerLaw,7.1118106e-14,1.1455105e-14,2.210916,0.118532315,7.823399e-14,1.4636877e-14,2.173853,0.14821239,0.060908925,0.86554694,7.526554e-14,1.32523006e-14,2.074448,0.22016475,0.00074320805,0.0011065659,0.6666667,0.76082784,349.6426,7.300617,0.22802602,0.2992586,unid,0,6.69177712374347e-13,7.30215665711853e-10,2.048134717380634e-10,3.363444245341185e-11,9.709296734661255e-12,3.0242806956654045e-12,Non-BLL,Non-FSRQ
4513,4FGL J2041.1+4736,0.01535651,0.013691345,30.76,1509,,27.919659,1283.6705,3.5512588e-09,1.7530957e-10,2.444033e-11,1.9182045e-12,LogParabola,2.249357e-12,1.06905777e-13,2.4083326,0.035134308,2.9347406e-12,1.5967724e-13,2.1861472,0.07298878,0.3085494,7.6492615,2.7938528e-12,1.4846418e-13,1.5363256,0.12657923,0.0075993226,0.001125197,0.6666667,7.571272,2323.5623,2.8553517,0.0,10.0,unid,0,3.0382068416656693e-08,9.096440933831218e-09,2.9905353748915786e-09,5.109183076612567e-10,4.279299831155825e-11,1.2877757670989864e-12,Non-BLL,Non-FSRQ
4517,4FGL J2042.1-5320,0.080051206,0.04810473,-2.44,1241,,4.317792,3129.322,1.27469e-10,3.3955994e-11,1.4203831e-12,3.8900082e-13,PowerLaw,1.2832327e-14,3.3475358e-15,2.106121,0.20449911,1.2319172e-14,3.7053715e-15,2.1281872,0.19240832,-0.02261165,0.25927588,1.3012716e-14,3.5715534e-15,2.058221,0.29991484,0.00014185063,0.00071847957,0.6666667,0.1916825,162.50381,3.3895426,0.0,10.0,unid,0,3.21146256289373e-12,4.777520601351171e-10,7.651190792046236e-11,1.3835804897610604e-11,1.51816944432559e-11,2.8913072023378783e-12,Non-BLL,Non-FSRQ
4522,4FGL J2042.7+1519,0.027629381,0.026580947,71.64,786,,6.1509604,2578.4287,2.2484883e-10,4.6280486e-11,2.5443736e-12,5.4581616e-13,PowerLaw,3.3832732e-14,6.945715e-15,2.1696217,0.13664876,3.7858287e-14,8.781993e-15,2.1632364,0.16860202,0.06338819,0.88949203,3.676088e-14,8.438592e-15,1.9918647,0.2644373,0.0008915808,0.0012162029,0.6666667,0.8744787,258.4043,4.7177672,0.0,10.0,unid,0,1.742081146005603e-08,6.072309322036062e-10,1.6597589969080673e-10,3.709369270077367e-11,1.7847475233812027e-11,3.2502995520738986e-12,Non-BLL,Non-FSRQ
4527,4FGL J2043.9+2051,0.06629819,0.055197094,43.3,1039,,4.665789,1407.0251,1.9819524e-10,4.4894498e-11,2.3825165e-12,5.2933265e-13,PowerLaw,1.1707614e-13,2.56878e-14,2.2866342,0.13357987,1.7961695e-13,4.059845e-14,2.1363385,0.29713893,0.3583976,2.7361293,1.7322111e-13,4.115272e-14,1.1380323,0.5973934,0.0102867875,0.0057252627,0.6666667,2.603904,276.10638,4.2457595,0.0,10.0,unid,0,1.2977482586815081e-12,6.308047972858333e-10,2.0143348100631897e-10,3.04900965586441e-11,2.308136829180709e-15,3.718396711415231e-15,Non-BLL,Non-FSRQ
4528,4FGL J2043.9-4802,0.02491578,0.022757236,89.66,1115,,16.246523,1472.5671,7.1086326e-10,6.586813e-11,3.2209261e-12,3.3895825e-13,LogParabola,2.5566105e-13,2.3518854e-14,2.1661723,0.06627218,4.2446946e-13,4.5597783e-14,1.6433567,0.19407815,0.7190065,6.62159,4.0185867e-13,4.2090768e-14,0.0048273224,0.41416055,0.01807994,0.0035780116,0.6666667,6.626045,388.5692,4.6406355,0.0,10.0,unid,0,3.3528871346000244e-10,5.908760702943994e-10,5.781602419041576e-10,1.3034064105799104e-10,4.1473462664345e-20,8.782485995199039e-16,Non-BLL,Non-FSRQ
4532,4FGL J2045.6+2455,0.062227786,0.036510255,29.05,950,,4.567049,3080.6614,1.9728291e-10,4.8732244e-11,2.2014465e-12,5.570219e-13,PowerLaw,2.047991e-14,4.9906122e-15,2.1151965,0.15948275,2.1028074e-14,6.000722e-15,2.1131966,0.16825381,0.010765089,0.14651014,1.954451e-14,4.9694898e-15,2.19745,0.16755259,-0.0002607477,0.00028680824,0.6666667,0.6481886,206.18141,9.310878,0.30596837,0.60998005,unid,0,1.018702136534877e-11,6.416068232262262e-10,1.300033414253221e-10,3.9771418797185376e-11,1.484749476143854e-11,7.793743271198791e-15,Non-BLL,Non-FSRQ
4533,4FGL J2045.9-6835,0.031329747,0.027937746,-87.21,51,,11.335643,1812.1948,4.395367e-10,5.419639e-11,1.9891964e-12,3.034214e-13,LogParabola,1.11125546e-13,1.3788867e-14,2.190262,0.08646818,1.7919084e-13,2.5410878e-14,1.7410824,0.2799042,0.73825264,5.0058775,1.760208e-13,2.5304652e-14,-0.22151224,0.67481947,0.018566038,0.0054208403,0.6666667,5.117269,243.33437,8.085446,0.021922639,1.5368875,unid,0,3.917867419378496e-11,4.92677731944724e-10,3.166401030263444e-10,9.07741520839167e-11,2.334704695197698e-12,7.001364701349601e-15,Non-BLL,Non-FSRQ
4534,4FGL J2046.1-1626,0.045206107,0.040333964,61.71,1123,,9.821005,968.631,3.383358e-10,4.6414046e-11,4.6488373e-12,5.7359965e-13,PowerLaw,5.265106e-13,6.2710145e-14,2.4384413,0.094556876,6.4918134e-13,8.9518426e-14,2.146076,0.22519828,0.2766967,2.5866668,6.253457e-13,8.354153e-14,1.58419,0.37089238,0.008016943,0.0034505827,0.6666667,2.9821813,654.002,8.238811,0.14980504,0.26757625,unid,0,3.555217535297639e-12,1.2032210783274877e-09,3.458647257481573e-10,7.621403508295543e-11,5.582034472678525e-17,1.453488354281433e-17,Non-BLL,Non-FSRQ
4537,4FGL J2046.9-5409,0.038360436,0.03274822,-18.19,1241,,5.665045,3741.4216,1.5159834e-10,3.658479e-11,1.6902032e-12,3.9931548e-13,PowerLaw,1.0882132e-14,2.5406734e-15,2.0135913,0.16264956,1.2684236e-14,3.3941262e-15,1.9132043,0.2610006,0.11372862,1.0718695,1.28661365e-14,3.5800707e-15,1.4737918,0.58544624,0.0019352617,0.0020902108,0.6666667,1.3305035,169.04848,9.840222,0.4265887,0.5603578,unid,0,1.3013759340985143e-11,4.991598245851492e-10,8.63860441513431e-11,3.2914799358296776e-11,1.6014215994952785e-11,3.2028454493876913e-16,Non-BLL,Non-FSRQ
4539,4FGL J2047.5+4356,0.2342947,0.13530996,3.42,138,,5.4449177,551.3737,3.6866235e-10,1.4730037e-10,1.581668e-11,4.5072206e-12,LogParabola,5.699438e-12,1.2615497e-12,2.8489394,0.11957635,1.2979061e-11,2.1451406e-12,3.202271,0.35258082,0.9343804,3.7057111,1.2691063e-11,1.164996e-11,0.322877,1.8343403,0.059332274,0.013841532,0.6666667,3.5962632,998.2952,7.4774923,0.07300359,0.60566306,unid,258,1.0316813375821354e-10,9.370367592964612e-09,2.7860283524638874e-10,4.6157935112978166e-11,3.939222944148932e-14,2.4408914940212364e-18,Non-BLL,Non-FSRQ
4541,4FGL J2048.4-2517,0.07487069,0.06124102,-3.19,515,,4.4642406,1055.6844,1.4858174e-10,3.7047358e-11,2.2415698e-12,5.646024e-13,PowerLaw,1.9710344e-13,4.4081184e-14,2.5199068,0.18426715,2.0607272e-13,5.6724065e-14,2.4774354,0.25438815,0.037335202,0.22260138,2.0894888e-13,5.3043758e-14,2.312453,0.43724462,0.00165504,0.0033074555,0.6666667,0.5768512,342.70276,10.447165,0.35805756,0.40823972,unid,0,2.9116829836084435e-08,4.872551806478498e-10,1.7434255428216971e-10,1.2442581687199805e-11,6.3227014769629e-12,1.6048022538044923e-16,Non-BLL,Non-FSRQ
4546,4FGL J2050.0+4114,0.0569856,0.044466037,7.8,92,,5.843527,2105.8472,6.896097e-10,1.168478e-10,9.40678e-12,2.0530329e-12,PowerLaw,1.6159082e-13,2.7369432e-14,2.4315424,0.1252334,1.8265076e-13,3.7075032e-14,2.4442227,0.18093462,0.09041705,0.89818496,1.9152572e-13,3.7987347e-14,1.969063,0.45423964,0.0037449459,0.003344085,0.6666667,0.77047074,638.77466,5.627486,0.0,9.999999,unid,1,1.469901132235274e-12,2.8785585026724902e-09,4.982021462041075e-10,1.5425387356327036e-10,1.507380852083795e-11,1.5586148907967279e-12,Non-BLL,Non-FSRQ
4548,4FGL J2050.4-3015,0.10027985,0.06475636,-78.8,225,,4.36282,1748.9186,1.7838941e-10,4.207735e-11,2.0522674e-12,4.8287584e-13,PowerLaw,6.298351e-14,1.4695273e-14,2.2104945,0.14038508,9.93837e-14,2.5720615e-14,2.1684263,0.26479346,0.34621683,2.3931272,8.795108e-14,2.584394e-14,1.4755702,0.6039924,0.0058819046,0.005937038,0.6666667,1.8533247,240.97723,3.7945685,0.0,10.0,unid,0,7.103280630360587e-09,6.931619167538372e-10,2.077262806210456e-10,2.1142148795560978e-11,4.432555600233749e-15,3.1639745077388648e-12,Non-BLL,Non-FSRQ
4552,4FGL J2052.1+5539,0.040518984,0.037867054,16.4,1659,,4.45837,2960.414,2.658612e-10,6.391318e-11,3.1378223e-12,8.791766e-13,PowerLaw,2.891991e-14,6.795618e-15,2.2582004,0.16768962,3.045196e-14,7.9911765e-15,2.2433395,0.19801536,0.032474402,0.42298797,3.0552614e-14,1.2805133e-14,2.104984,0.20612146,0.0006147346,0.0018618801,0.6666667,0.64453375,309.66925,6.012438,0.0,10.0,unid,4,4.1150907009214477e-13,1.3213378169396606e-09,5.990388046717143e-11,5.1722574140322664e-11,1.6622214021877468e-11,2.093548208056961e-12,Non-BLL,Non-FSRQ
4554,4FGL J2052.3+4437,0.1854499,0.08116131,-41.27,138,,8.748105,1024.2239,1.3916006e-09,1.8112836e-10,1.1940143e-11,3.1251553e-12,LogParabola,1.634777e-12,2.1323287e-13,2.6922717,0.0780121,2.572526e-12,3.4878955e-13,2.545646,0.20719527,0.5130876,4.598258,2.5206087e-12,3.4378213e-13,1.0756124,0.659743,0.019840244,0.008122805,0.6666667,4.5560503,1090.8248,5.004423,0.0,10.0,unid,258,2.0731322436517985e-08,7.632971588122928e-09,1.2201176735615604e-09,5.000350827844002e-11,4.3852383280968744e-16,4.8039643010117095e-15,Non-BLL,Non-FSRQ
