,GLON,GLAT,proba_AGN,proba_PSR,label
76,138.82658,-6.920497,0.035172132341049545,0.9648278676589505,PSRlike
91,191.49574,-52.37003,0.017205388758392615,0.9827946112416074,PSRlike
123,247.90213,-46.22139,0.07925852508033038,0.9207414749196696,PSRlike
256,233.95619,7.613154,0.07440882702155016,0.9255911729784498,PSRlike
262,269.94894,-13.209603,0.036668194417527555,0.9633318055824724,PSRlike
314,282.24362,-7.907418300000002,0.05602666417040525,0.9439733358295948,PSRlike
328,251.90317,29.602777000000003,0.010490444808444188,0.9895095551915558,PSRlike
351,284.4052,0.022287028,0.009619992408447908,0.9903800075915521,PSRlike
365,287.85458,-0.16667179999999998,0.010674506845190002,0.98932549315481,PSRlike
389,276.49228,36.05591,0.02138245958539542,0.9786175404146046,PSRlike
424,298.26797,-0.33482808,0.013654518840803598,0.9863454811591964,PSRlike
445,299.7743,11.483131,0.026709547789941057,0.9732904522100589,PSRlike
446,300.85855,-2.4016714,0.029941518344612894,0.9700584816553871,PSRlike
467,304.97964,0.40559182,0.09708532814532511,0.9029146718546749,PSRlike
473,305.8591600000001,-0.55519617,0.014044585562430045,0.98595541443757,PSRlike
486,308.88287,5.419637000000002,0.029311397701173303,0.9706886022988267,PSRlike
507,326.98172,45.06918,0.0585160115379082,0.9414839884620918,PSRlike
511,311.1162,-0.88337934,0.0032102816801672374,0.9967897183198328,PSRlike
552,316.8286,0.11439446,0.04231655382326738,0.9576834461767326,PSRlike
553,317.8428,1.5231397,0.0753084495545232,0.9246915504454768,PSRlike
565,318.81912,-0.7763034000000001,0.025321520567119338,0.9746784794328807,PSRlike
580,324.25977,4.1421294,0.03206599825529044,0.9679340017447096,PSRlike
606,338.7878,17.532059,0.007333425452290543,0.9926665745477095,PSRlike
610,4.0895470000000005,38.886776,0.038969442067536164,0.9610305579324638,PSRlike
628,38.542816,46.87446,0.09264689010792992,0.9073531098920701,PSRlike
635,331.0090600000001,-0.22677961,0.07021799873546863,0.9297820012645314,PSRlike
637,331.52353,-0.03662832,0.09648789302887772,0.9035121069711223,PSRlike
646,330.4759,-2.1694973,0.05455823493638878,0.9454417650636112,PSRlike
647,332.9368,0.3726569000000001,0.056489009327405304,0.9435109906725947,PSRlike
650,332.8082,-0.38626578,0.0412516671543226,0.9587483328456774,PSRlike
675,52.983753,43.236767,0.04284939357558404,0.957150606424416,PSRlike
676,334.8154600000001,-0.35898736,0.024046472134260366,0.9759535278657396,PSRlike
704,358.16394,14.909766,0.07275851795730826,0.9272414820426917,PSRlike
709,351.98468,9.211561,0.09634414049987028,0.9036558595001297,PSRlike
722,354.99774,9.677605,0.03416197067339599,0.965838029326604,PSRlike
742,347.12744,1.362518,0.032642104579615916,0.9673578954203841,PSRlike
757,354.9073,5.6433907,0.0065070499206192345,0.9934929500793808,PSRlike
763,352.65103,3.0092595,0.0511068127645381,0.9488931872354619,PSRlike
769,347.2793,-1.4577785,0.09104589407425079,0.9089541059257492,PSRlike
776,28.94247,23.41902,0.07369779667917464,0.9263022033208254,PSRlike
786,356.50696,3.1954992,0.048416881585160776,0.9515831184148392,PSRlike
804,19.738018,15.995311,0.011281211101910493,0.9887187888980895,PSRlike
815,359.25204,2.387382,0.06746401813862946,0.9325359818613705,PSRlike
818,354.31274,-1.1655407,0.05406157782199117,0.9459384221780088,PSRlike
832,359.6056200000001,1.2714207,0.013069216185963128,0.9869307838140369,PSRlike
837,1.3564243,2.104205,0.003609068873067778,0.9963909311269322,PSRlike
840,357.49606,-0.50033474,0.009365680284833866,0.9906343197151661,PSRlike
854,356.13705,-2.1874065,0.006194568491164065,0.9938054315088359,PSRlike
867,0.16780199,-0.6043984,0.014109315634211805,0.9858906843657882,PSRlike
897,0.55921715,-2.8130813,0.03632001338966118,0.9636799866103388,PSRlike
905,0.8087629,-3.2128398,0.06183953373740658,0.9381604662625934,PSRlike
910,3.898164,-1.6982886,0.09370283488324216,0.9062971651167578,PSRlike
913,3.63375,-2.1069481,0.03783122004170225,0.9621687799582977,PSRlike
923,1.8303868000000003,-3.54446,0.09068244457653019,0.9093175554234698,PSRlike
927,355.66232,-7.2373652,0.010813521060399567,0.9891864789396004,PSRlike
935,358.0455,-6.725435000000001,0.007284057009343647,0.9927159429906564,PSRlike
947,7.560401400000001,-2.459222,0.009623102632943636,0.9903768973670564,PSRlike
970,359.33832,-8.28481,0.026445578931659774,0.9735544210683402,PSRlike
977,15.388777,-0.0011248644,0.08208633097255447,0.9179136690274455,PSRlike
983,15.591742000000002,-0.25535610000000003,0.008425462833923425,0.9915745371660766,PSRlike
993,24.167805,3.1016934,0.025617381719767907,0.9743826182802321,PSRlike
1015,23.455944,-0.07172557,0.014571118395255045,0.985428881604745,PSRlike
1018,23.937635,-0.013645585,0.028213019744826373,0.9717869802551736,PSRlike
1027,26.325148,0.24996662,0.025633335576616845,0.9743666644233832,PSRlike
1031,21.310928,-2.8786254,0.01642302709464849,0.9835769729053515,PSRlike
1039,33.983227,2.3289466,0.06541573419267277,0.9345842658073272,PSRlike
1044,30.947845,0.16072634,0.031894504568014126,0.9681054954319859,PSRlike
1068,34.43025,-0.8492683000000001,0.04248556954312954,0.9575144304568705,PSRlike
1069,34.60583,-0.8258564,0.04458496832928005,0.95541503167072,PSRlike
1071,37.17024,0.3096627,0.01037802668339749,0.9896219733166025,PSRlike
1088,38.446926,-0.2154043,0.018612205685565764,0.9813877943144342,PSRlike
1104,42.199318,-0.077988505,0.0409410060139489,0.9590589939860511,PSRlike
1105,33.553467,-4.571059,0.08671463941962199,0.913285360580378,PSRlike
1118,46.154778,0.15400662,0.05897869676969125,0.9410213032303087,PSRlike
1124,48.31967,-0.19169088,0.01568171109127603,0.984318288908724,PSRlike
