,Source_Name,Conf_68_SemiMajor,Conf_68_SemiMinor,Conf_95_PosAng,ROI_num,Extended_Source_Name,Signif_Avg,Pivot_Energy,Flux1000,Unc_Flux1000,Energy_Flux100,Unc_Energy_Flux100,SpectrumType,PL_Flux_Density,Unc_PL_Flux_Density,PL_Index,Unc_PL_Index,LP_Flux_Density,Unc_LP_Flux_Density,LP_Index,Unc_LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,Unc_PLEC_Flux_Density,PLEC_Index,Unc_PLEC_Index,PLEC_Expfactor,Unc_PLEC_Expfactor,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,Unc_Frac_Variability,CLASS1,Flags,Flux50_100,Flux300_1000,Flux1000_3000,Flux3000_10000,Flux10000_30000,Flux30000_100000,AGNness,PSRness
65,4FGL J0017.8+1455,0.06709993,0.05334691,67.69,1303,,7.4618998,1733.5139,2.449952e-10,4.104589e-11,2.7818128e-12,4.5714723e-13,PowerLaw,8.7472286e-14,1.4337913e-14,2.1791823,0.12555651,1.0723006e-13,2.232153e-14,2.0409412,0.23200671,0.20386355,1.6166002,1.118881e-13,2.4613932e-14,1.1713345,0.9672762,0.008137436,0.008264866,0.6666667,1.562283,302.01605,8.823655,0.30299813,0.33044663,bll,0,7.473189601869823e-12,6.608715241718244e-10,1.8429448245260716e-10,6.553717291080119e-11,1.0673005881867148e-11,2.2370020332646012e-12,AGN,Non-PSR
66,4FGL J0018.4+2946,0.022633892,0.02127709,8.53,235,,12.004145,5379.739,2.612357e-10,3.9930906e-11,3.4871455e-12,5.404916e-13,PowerLaw,1.0828928e-14,1.5882263e-15,1.7145041,0.093461186,1.36891485e-14,2.4135054e-15,1.5531559,0.15376137,0.13607325,1.9924905,1.2746726e-14,2.090632e-15,1.331669,0.22208281,0.00091730576,0.0005347227,0.6666667,2.0306904,187.19193,5.4117527,0.0,10.0,bll,0,5.102302261250635e-12,1.3538407894753135e-10,1.4888468236051722e-10,8.867462319983588e-11,2.1077292688964633e-11,2.140753026236286e-11,AGN,Non-PSR
68,4FGL J0019.3-8152,0.02146211,0.019241892,-62.02,424,,15.827942,2274.4697,5.3106086e-10,4.9761088e-11,5.914436e-12,5.547041e-13,PowerLaw,1.04663945e-13,9.799065e-15,2.1021957,0.07554549,1.0748458e-13,1.2113403e-14,2.0818393,0.094057135,0.018712848,0.40838414,1.10543756e-13,1.12373235e-14,1.9339173,0.1483041,0.0007440442,0.0006076632,0.6666667,1.3757368,633.1176,14.4204,0.29045328,0.14189209,bll,0,2.4877381932242315e-08,1.3534499077039186e-09,3.5077965532259725e-10,1.2348365385772553e-10,4.6970042438809756e-11,3.649584540826867e-12,AGN,Non-PSR
69,4FGL J0019.6+7327,0.020043636,0.019180218,-17.47,233,,21.933533,1100.5109,1.2713018e-09,7.91505e-11,2.1117205e-11,1.4454695e-12,PowerLaw,1.5811312e-12,9.127193e-14,2.5941908,0.04427266,1.7428457e-12,1.1566757e-13,2.5854518,0.05952287,0.07975241,2.5625916,1.7351156e-12,1.1690655e-13,2.319292,0.12149048,0.0028610495,0.0011963206,0.6666667,2.9824967,2487.882,288.2406,0.9511126,0.26017255,fsrq,0,5.702703309573565e-10,7.898514731152773e-09,1.0636477254521992e-09,2.125647574624523e-10,4.798223884189268e-12,1.5602987457090573e-15,AGN,Non-PSR
70,4FGL J0019.6+2022,0.033611637,0.031514764,-57.59,1133,,9.600923,1793.6635,2.784284e-10,4.0866515e-11,3.1332927e-12,4.518287e-13,PowerLaw,9.165942e-14,1.3215092e-14,2.152031,0.10616746,1.1052034e-13,1.871853e-14,2.12498,0.1550773,0.15015662,1.8228937,1.0928754e-13,1.9191905e-14,1.6649582,0.37516862,0.003795219,0.0029878737,0.6666667,1.6236689,337.88544,11.28768,0.41340557,0.262048,bll,0,9.068816878010644e-12,9.757150642997203e-10,2.447565761176662e-10,5.923248003192327e-11,6.160054671217052e-12,2.1941070921932537e-12,AGN,Non-PSR
72,4FGL J0021.5-2552,0.017268365,0.016528292,-31.59,1188,,21.203888,1389.8618,6.2927413e-10,5.069824e-11,7.0060997e-12,5.470889e-13,PowerLaw,3.4881196e-13,2.584707e-14,2.09977,0.05749462,3.6900433e-13,3.224039e-14,2.0663612,0.07069952,0.038864486,1.133172,3.6317715e-13,2.904753e-14,1.9879282,0.105254196,0.0006884952,0.0005918262,0.6666667,1.3520695,751.585,24.355541,0.34595254,0.12892129,bll,0,9.039903048346787e-09,1.6656813706106277e-09,4.74271455441766e-10,1.6584926487706042e-10,2.4066469303529736e-11,1.234891008894401e-11,AGN,Non-PSR
73,4FGL J0021.6-0855,0.11853499,0.07900276,85.84,587,,4.7426553,1163.7213,1.471323e-10,3.5480414e-11,1.8575293e-12,4.1795322e-13,PowerLaw,1.3934311e-13,3.0675857e-14,2.3502548,0.17009239,1.714395e-13,4.297804e-14,2.1161711,0.40486714,0.2468853,1.4760517,1.6885094e-13,4.2288774e-14,1.4315037,0.9184468,0.007905438,0.007891183,0.6666667,1.6988573,242.08269,12.188523,0.68671453,0.4181242,bll,0,6.614223835299526e-09,5.055917906560126e-10,1.664106075160987e-10,2.2381938316606842e-11,3.780065368656554e-15,7.417841404742782e-17,AGN,Non-PSR
74,4FGL J0021.9-5140,0.017700072,0.015726546,52.51,1240,,22.871876,1691.6196,6.212288e-10,4.6821977e-11,6.9044575e-12,5.277166e-13,PowerLaw,2.2313355e-13,1.609343e-14,2.042762,0.05549212,2.3581267e-13,2.0038665e-14,2.0047066,0.07007171,0.03680977,1.059753,2.324076e-13,1.8050657e-14,1.929382,0.10136266,0.00056943094,0.00046056753,0.6666667,1.3316349,747.33966,18.849268,0.26840726,0.11446567,bll,0,2.5975774864406276e-09,1.2725073217367822e-09,4.820870369570684e-10,1.3383226471486154e-10,5.157420324142237e-11,1.4243101489896937e-11,AGN,Non-PSR
75,4FGL J0022.0+0006,0.026580947,0.024175711,25.86,1232,,7.358484,18064.906,1.06537654e-10,3.768555e-11,1.9088574e-12,5.0068754e-13,PowerLaw,8.018653e-16,2.1034999e-16,1.4715182,0.17375848,6.6354597e-16,2.1338766e-16,1.5059911,0.13055088,-0.062057972,0.9743299,7.668225e-16,2.3462082e-16,1.540326,0.2866135,-7.035363e-05,0.00024337218,0.6666667,0.24688457,52.955296,8.9755745,0.0,10.0,bll,0,1.022026322079761e-12,4.157685029593239e-10,9.251661936549027e-11,1.100043927476646e-11,1.0480223459896632e-11,2.415129381205805e-11,AGN,Non-PSR
77,4FGL J0022.1-1854,0.013444656,0.012581238,27.3,1247,,25.478495,1955.795,8.328883e-10,5.850256e-11,9.4906565e-12,7.3250195e-13,PowerLaw,2.1556564e-13,1.4727904e-14,1.9354254,0.04875402,2.481732e-13,2.0223815e-14,1.8248175,0.07684233,0.09708254,2.6534843,2.3837798e-13,1.821675e-14,1.6610537,0.1205609,0.0013078535,0.0005784703,0.6666667,2.8053083,742.57623,3.0645726,0.0,10.0,bll,0,3.668458870009772e-10,1.2460045217821403e-09,6.301867361280244e-10,2.7254454249003857e-10,3.426613853774185e-11,2.63133334565957e-11,AGN,Non-PSR
78,4FGL J0022.5+0608,0.013753018,0.0128896,-38.45,1355,,41.94831,1126.1342,1.9009878e-09,8.582765e-11,2.1512599e-11,8.768094e-13,PowerLaw,1.7259507e-12,6.729971e-14,2.1697786,0.031866338,1.8046108e-12,8.3257816e-14,2.1405156,0.03923954,0.0326319,1.6125371,1.7907306e-12,7.572276e-14,2.0600846,0.06130793,0.00078584044,0.00040075346,0.6666667,2.2348447,2147.1528,48.994625,0.2582087,0.08110494,bll,0,2.3688746964012353e-08,5.78318282151713e-09,1.4741795562045468e-09,4.210759796396957e-10,8.447657157129029e-11,1.4610554086025296e-11,AGN,Non-PSR
79,4FGL J0023.4+0920,0.02621091,0.024484074,-49.03,494,,22.644386,939.9425,1.2193344e-09,8.754603e-11,7.603335e-12,6.652115e-13,PLSuperExpCutoff,1.391891e-12,8.672554e-14,2.2529113,0.046860043,1.9164323e-12,1.4249387e-13,1.8338984,0.1277537,0.44762367,6.883797,1.8290913e-12,1.3622319e-13,0.91020215,0.31599844,0.013931161,0.0034614666,0.6666667,7.009739,931.35333,7.1118784,0.039543238,0.21351759,PSR,0,2.0432798564229415e-08,2.991561443010937e-09,1.0044809428677581e-09,1.5507967132677436e-10,1.3185092774536944e-11,2.1718556654178912e-14,Non-AGN,PSR
82,4FGL J0023.7+4457,0.04502109,0.030651346,-58.78,783,,13.386444,874.5667,4.233854e-10,4.614427e-11,5.83955e-12,5.40932e-13,PowerLaw,8.4771047e-13,7.6995275e-14,2.4419997,0.07342113,9.492939e-13,9.954628e-14,2.3874292,0.098467514,0.09911969,1.9071074,9.138551e-13,9.391504e-14,2.2051697,0.17925437,0.0024610236,0.0018204177,0.6666667,1.7206562,924.78107,30.200375,0.50275177,0.17218839,fsrq,0,1.397162225323656e-12,2.0846506743055215e-09,3.823979466410776e-10,5.5199601833866296e-11,6.850374434375084e-12,2.3261377633115865e-12,AGN,Non-PSR
83,4FGL J0023.9+1603,0.037373673,0.03367331,-84.04,1303,,8.42375,2173.6548,2.6625116e-10,4.2300097e-11,2.95753e-12,4.6960206e-13,PowerLaw,5.748042e-14,9.0970085e-15,2.0656276,0.11177156,7.568581e-14,1.4143952e-14,1.8498455,0.25141633,0.26769617,2.4179754,7.381106e-14,1.3728605e-14,1.1620641,0.57122785,0.005332921,0.003561166,0.6666667,2.5678875,277.1499,7.6143317,0.12737565,0.5670181,bll,0,2.4759153061104655e-11,5.122162138881947e-10,2.1460483390356444e-10,8.039188065245284e-11,1.2935441780215218e-11,1.3775762689317676e-16,AGN,Non-PSR
87,4FGL J0024.7+0349,0.044157673,0.040518984,17.71,1355,,6.054029,1280.2596,1.8455489e-10,3.7795163e-11,2.4122024e-12,4.962595e-13,PowerLaw,1.4223739e-13,2.7454738e-14,2.3887396,0.14751191,1.6291759e-13,3.6626592e-14,2.342176,0.19263145,0.10263876,0.9701172,1.5096164e-13,3.204681e-14,2.2327409,0.30478266,0.0012107183,0.0022213894,0.6666667,0.6618007,304.63702,84.852974,1.8932133,0.55294937,fsrq,0,1.485383972939236e-12,1.084993983546667e-09,1.276143635209337e-10,3.667887521485724e-11,6.142050409940758e-12,5.525086339358032e-20,AGN,Non-PSR
88,4FGL J0025.2-2231,0.04872146,0.04687127,-76.9,645,,4.5509667,1252.8844,1.1159832e-10,2.8432418e-11,1.4755555e-12,3.7735825e-13,PowerLaw,9.109337e-14,2.1805606e-14,2.4007282,0.18182564,8.793518e-14,2.5232735e-14,2.4035568,0.1719414,-0.018409936,0.19492668,9.038406e-14,2.251749e-14,2.4130108,0.22805801,-9.5749594e-05,0.0009924083,0.6666667,0.094172135,222.40733,4.4539175,0.0,10.0,fsrq,0,5.087033658895956e-12,8.521094385649519e-10,1.5193783731159982e-11,2.942794272153826e-11,8.782181063338027e-16,3.5307555490415865e-12,AGN,Non-PSR
93,4FGL J0026.6-4600,0.021585455,0.02078371,36.24,994,,9.678034,2976.1826,2.1539721e-10,3.4350123e-11,2.42879e-12,3.9066783e-13,PowerLaw,2.4665405e-14,3.9199253e-15,1.9649565,0.12413082,2.3444913e-14,4.46006e-15,2.0060956,0.13280459,-0.027233807,0.45964387,2.515867e-14,4.2410317e-15,1.8969915,0.20307714,0.00018320313,0.00048163213,0.6666667,0.3737073,226.92972,12.271511,0.49288008,0.26909304,bll,0,1.0534750697656359e-13,4.4631875972811486e-10,1.2058358478395093e-10,5.946790282429504e-11,8.154593320042203e-12,1.4268411105411438e-11,AGN,Non-PSR
95,4FGL J0028.4+2001,0.033611637,0.03095971,-32.39,1133,,13.547593,816.01074,4.5310278e-10,4.9924186e-11,6.2080644e-12,5.627011e-13,PowerLaw,1.0685275e-12,9.6063247e-14,2.4357517,0.07136251,1.1516906e-12,1.2537376e-13,2.4110892,0.0848314,0.05410553,1.123353,1.1199594e-12,1.2798458e-13,2.3166625,0.20834792,0.0013128491,0.002440904,0.6666667,0.835933,887.9518,27.655413,0.4001517,0.14619051,fsrq,0,1.4145619571526158e-11,2.2673178889931478e-09,3.608784659991926e-10,9.06221209184821e-11,3.658915618404146e-12,2.415861130936059e-12,AGN,Non-PSR
97,4FGL J0029.0-7044,0.023250619,0.020475347,34.59,669,,18.739412,1456.1017,5.6327426e-10,4.6278783e-11,6.522185e-12,5.057826e-13,PowerLaw,2.9988918e-13,2.3202428e-14,2.2238069,0.06521896,3.1714903e-13,2.8459924e-14,2.1827416,0.08580016,0.04705529,1.1358839,3.2198167e-13,2.8068083e-14,1.9683183,0.17401323,0.0017314525,0.0011584072,0.6666667,1.9778833,882.2975,25.41967,0.318301,0.12108177,bll,0,1.6428361448994622e-10,1.652934566997999e-09,3.9015166097833287e-10,1.6423294668665989e-10,1.3847063252969694e-11,4.379658816194192e-15,AGN,Non-PSR
99,4FGL J0030.2-1647,0.0196736,0.018131783,-57.02,1247,,13.651061,4143.749,3.1286215e-10,4.1343706e-11,4.0727335e-12,5.849016e-13,PowerLaw,2.0177185e-14,2.6386622e-15,1.7404137,0.08355035,2.5671548e-14,4.0119754e-15,1.5922581,0.13805887,0.14545472,2.3859134,2.428873e-14,3.564336e-15,1.2994361,0.21365131,0.0013527983,0.00066796294,0.6666667,2.4842303,214.08394,29.728193,0.647475,0.23652855,bll,0,1.7679176265300578e-12,2.0103256559433902e-10,1.9184029365071353e-10,1.0222357682554417e-10,3.834039682959478e-11,2.0081601312393893e-11,AGN,Non-PSR
100,4FGL J0030.3-4224,0.019550255,0.018378474,15.89,683,,35.296204,600.2783,1.0688529e-09,5.9666085e-11,1.6141649e-11,6.413006e-13,PowerLaw,5.8870873e-12,2.3354287e-13,2.520737,0.03377584,6.3085917e-12,2.9055678e-13,2.4999268,0.040767297,0.06309153,2.6456742,6.1064157e-12,2.6850635e-13,2.410678,0.07070685,0.0015406612,0.00091130787,0.6666667,1.9214816,2759.9326,71.910126,0.32131714,0.09454519,fsrq,0,5.297865968145743e-08,5.977749406582689e-09,8.724086453248958e-10,1.500592566872072e-10,4.770065419046343e-12,5.97501865692851e-12,AGN,Non-PSR
101,4FGL J0030.4+0451,0.008079127,0.008017455,81.36,1355,,120.39053,807.5275,1.0040709e-08,1.9615823e-10,6.198533e-11,1.1474627e-12,PLSuperExpCutoff,1.4524356e-11,2.2826752e-13,2.088048,0.011571663,2.0136165e-11,3.8459573e-13,1.7581395,0.027561028,0.38857684,28.292454,1.9114758e-11,3.5624083e-13,0.9148048,0.060484033,0.013457062,0.00071784155,0.6666667,28.83619,6930.4946,10.896865,0.030984495,0.0243757,PSR,0,3.482657717768234e-08,2.325590919838305e-08,8.648108895670248e-09,1.3035207357958711e-09,3.01660814383542e-11,2.5271707035228992e-20,Non-AGN,PSR
104,4FGL J0031.3+0726,0.04008727,0.027506037,-47.45,1355,,7.5487576,3216.963,2.0314436e-10,3.9367377e-11,2.2742073e-12,4.3465023e-13,PowerLaw,1.9858313e-14,3.7950756e-15,1.9919337,0.15501586,1.818337e-14,4.6097612e-15,2.068665,0.17080864,-0.046899144,0.4985413,2.0420279e-14,4.1684075e-15,1.9009558,0.26949245,0.00025483422,0.0006578855,0.6666667,0.40364608,179.67393,13.281998,0.5212529,0.34230965,bll,0,9.323764871282947e-09,2.0379913034940245e-10,1.771188196109108e-10,2.233484924785145e-11,2.903178565605291e-11,7.31815129328961e-12,AGN,Non-PSR
107,4FGL J0032.4-2849,0.077029236,0.05513542,76.26,567,,7.5993605,1169.5734,1.9425604e-10,3.369756e-11,2.351831e-12,3.708684e-13,PowerLaw,1.7619008e-13,2.7683202e-14,2.29681,0.12218044,1.9678809e-13,3.6881204e-14,2.2339456,0.16641161,0.08533845,0.9477519,1.8430369e-13,3.174991e-14,2.173182,0.25002033,0.00092352816,0.0017525639,0.6666667,0.6685529,330.18536,10.098609,0.36001262,0.2750001,bll,0,5.953333825914342e-09,7.005800939374751e-10,1.7799900442483363e-10,3.3842480900991845e-11,2.8175385202028336e-12,3.0403409824464322e-12,AGN,Non-PSR
108,4FGL J0033.5-1921,0.007894109,0.007709091,46.61,1247,,62.083744,1503.9106,2.9650153e-09,1.0838903e-10,3.1802717e-11,1.5732991e-12,LogParabola,1.052462e-12,3.6221558e-14,1.7667189,0.021988718,1.1449547e-12,4.416947e-14,1.6376711,0.037354276,0.066442244,4.6813107,1.0968264e-12,4.0233326e-14,1.5681813,0.046493832,0.0007784111,0.00017891685,0.6666667,5.1461773,1703.7634,27.173615,0.16308875,0.05875791,bll,0,4.119513619116333e-09,3.882154597789622e-09,1.6694355897683977e-09,8.285711561306641e-10,3.123331593357648e-10,1.177420660969375e-10,AGN,Non-PSR
111,4FGL J0034.3-0534,0.013568,0.013506328,-84.36,587,,51.414593,738.3794,2.690561e-09,1.079323e-10,2.0630445e-11,7.7642396e-13,PLSuperExpCutoff,5.6314398e-12,1.7814012e-13,2.21339,0.024642847,6.955451e-12,2.6217952e-13,1.9943382,0.047856484,0.22917645,9.458191,6.6682237e-12,2.4230346e-13,1.5040671,0.0940169,0.008005539,0.0010809944,0.6666667,10.005604,2542.6902,4.9710937,0.0,10.0,PSR,0,2.8978281108038573e-08,7.86149723097651e-09,2.2928645648789825e-09,4.2023168278504386e-10,1.6638142252833887e-11,1.0322097019962594e-16,Non-AGN,PSR
114,4FGL J0035.2+1514,0.012951273,0.011656146,82.36,1071,,29.396303,2775.3247,1.1042779e-09,6.879443e-11,1.323888e-11,9.267149e-13,PowerLaw,1.4481962e-13,9.012725e-15,1.8417218,0.042858467,1.6139848e-13,1.1928163e-14,1.7684717,0.061479423,0.06314257,2.312174,1.570339e-13,1.0801189e-14,1.6444771,0.09275118,0.00068679394,0.0003119275,0.6666667,2.6559823,834.1297,26.144093,0.2920611,0.10783754,bll,0,2.1818995499245375e-09,1.732520127362136e-09,6.776870731250995e-10,3.1955346702083887e-10,1.166477470171401e-10,3.898490558151835e-11,AGN,Non-PSR
117,4FGL J0035.9+5950,0.0061056004,0.0060439277,-72.58,1154,,61.30663,3176.7927,3.6136718e-09,1.2373369e-10,4.368763e-11,1.6806365e-12,LogParabola,3.64751e-13,1.22337655e-14,1.7547414,0.021960577,3.8887594e-13,1.4433026e-14,1.6547437,0.033598322,0.05110842,3.119305,3.758514e-13,1.3144747e-14,1.6118617,0.037123572,0.00033447857,7.896861e-05,0.6666667,3.3154805,2292.8286,149.76358,0.4258872,0.11935396,bll,0,5.824888904548686e-10,4.9134158963681784e-09,1.7617555192472878e-09,1.0610962108970057e-09,4.238196460448762e-10,2.0434576253336445e-10,AGN,Non-PSR
120,4FGL J0037.6+3653,0.06765498,0.05581382,-58.23,1019,,5.0902,1577.3956,1.6772747e-10,3.6329273e-11,2.1130443e-12,4.916142e-13,PowerLaw,7.7666396e-14,1.6425465e-14,2.3477542,0.17007834,8.163285e-14,2.0261692e-14,2.3135214,0.2160226,0.040071443,0.35258824,8.260317e-14,1.9399101e-14,2.1319869,0.39096916,0.0013322531,0.002260913,0.6666667,0.6938536,309.02008,13.0986595,0.31104285,0.353917,fsrq,0,2.7185684814412525e-08,5.113927614708302e-10,1.0558576235553119e-10,4.892113797394515e-11,4.691708826998209e-12,4.411457604321866e-18,AGN,Non-PSR
121,4FGL J0037.8+1239,0.02078371,0.019550255,11.71,1071,,18.105642,1412.9113,7.1786854e-10,6.053648e-11,8.176968e-12,6.4521646e-13,PowerLaw,4.0180505e-13,3.1639442e-14,2.1874437,0.06339339,3.9758415e-13,3.627696e-14,2.192543,0.065228134,-0.006546934,0.20076561,4.0600124e-13,3.3478483e-14,2.1586866,0.092204936,0.00016170501,0.00039317773,0.6666667,0.41344592,876.18805,53.488197,0.5709333,0.17534862,bll,0,6.587243195355086e-09,2.177232616418223e-09,4.736659398041354e-10,1.607317751117776e-10,3.97569824284183e-11,1.1530917713720168e-11,AGN,Non-PSR
123,4FGL J0038.1+0012,0.024545746,0.020598691,-85.33,1201,,13.104912,2289.0378,3.8636183e-10,4.5966377e-11,4.296203e-12,5.1471853e-13,PowerLaw,7.4766975e-14,8.871466e-15,2.0359564,0.09194976,7.5502565e-14,1.0417945e-14,2.0293787,0.10276869,0.0063442127,0.14986882,7.745955e-14,9.867767e-15,1.9316914,0.16795966,0.0004232917,0.0006009324,0.6666667,0.8291407,369.80057,3.821707,0.0,10.0,bll,0,5.222172472230113e-09,1.1596261728641366e-09,1.800552901221053e-10,1.1138370087371285e-10,3.7927043450292075e-11,7.614897427898892e-12,AGN,Non-PSR
124,4FGL J0038.2-2459,0.04452771,0.041382402,66.13,1302,,10.485855,968.3599,2.679835e-10,3.735535e-11,3.4234195e-12,4.1626495e-13,PowerLaw,3.9494544e-13,4.7792072e-14,2.363812,0.09155633,4.9784216e-13,6.939077e-14,2.2909923,0.14476727,0.21493347,2.6864834,4.7674766e-13,6.660349e-14,1.7643455,0.31771958,0.0067420593,0.0036218592,0.6666667,2.6285574,507.0074,64.82243,0.99329674,0.29921237,fsrq,0,2.618525118958104e-10,1.2228642543021806e-09,2.11068579281104e-10,6.461198936991153e-11,7.847516310822283e-15,1.3293102140148495e-15,AGN,Non-PSR
126,4FGL J0039.0-0946,0.075179055,0.0630912,-39.38,902,,10.35473,452.01917,2.3380903e-10,3.8620836e-11,4.6419526e-12,5.0139304e-13,PowerLaw,3.471248e-12,3.714201e-13,2.7169766,0.09162068,3.9074672e-12,4.993559e-13,2.6263711,0.13546464,0.116786905,1.4058162,3.866079e-12,4.7161873e-13,2.3168902,0.2905549,0.006573232,0.0048166555,0.6666667,1.6611094,779.2329,14.110698,0.27682787,0.15077242,fsrq,0,2.7195095952947668e-08,1.915232417104562e-09,2.272071697451139e-10,2.397791167008112e-11,8.949130727846258e-16,2.693612629630195e-15,AGN,Non-PSR
131,4FGL J0040.3+4050,0.020290328,0.017823419,68.04,735,,8.012128,4425.906,2.1891587e-10,4.819724e-11,2.4479032e-12,4.9700885e-13,PowerLaw,1.1302339e-14,2.1700444e-15,1.9973712,0.20269601,9.118936e-15,1.925461e-15,2.0676007,0.08827838,-0.10029808,2.4398932,1.0312946e-14,2.0377753e-15,2.2547727,0.16952622,-0.00046388403,0.00017308735,0.6666667,1.6402571,235.31946,16.018068,0.60471636,0.33452088,bll,0,1.0000411956867516e-11,8.551446772919746e-10,1.1204164679368134e-10,4.2223557983334103e-11,6.343309558176635e-12,1.4096312658806731e-11,AGN,Non-PSR
132,4FGL J0040.4-2340,0.034043346,0.033118255,22.64,1302,,7.87368,1751.2614,2.0080544e-10,3.5067133e-11,2.2454998e-12,3.8445373e-13,PowerLaw,6.907805e-14,1.1800587e-14,2.126396,0.12081578,8.877861e-14,1.7364755e-14,2.0071328,0.21668287,0.22140585,2.1227207,8.413105e-14,1.6429681e-14,1.5175272,0.4395377,0.004247473,0.0032008104,0.6666667,2.043031,248.88434,16.127867,0.61108524,0.27917644,bll,0,2.3248589720026303e-09,5.806158887011748e-10,1.8936578694006556e-10,2.550948341450976e-11,1.3813015835306697e-11,1.7032160738004337e-15,AGN,Non-PSR
136,4FGL J0041.4+3800,0.033549964,0.028431129,-44.55,1019,,6.773312,4382.0073,1.607914e-10,3.8046268e-11,1.8241476e-12,4.0101418e-13,PowerLaw,8.685695e-15,1.900123e-15,1.9469025,0.18766668,7.536227e-15,1.8796074e-15,2.0108974,0.12811337,-0.07155347,1.173404,8.4668e-15,1.9104225e-15,2.0311418,0.23509213,-0.0001852085,0.00034113124,0.6666667,0.45169806,159.93594,12.667791,0.6166185,0.37010843,fsrq,0,3.4832783879501505e-10,4.700835276594262e-10,1.0603878886072948e-10,2.1398240818149006e-11,1.7120544565374374e-11,1.0112214884894222e-11,AGN,Non-PSR
138,4FGL J0042.0+3640,0.033118255,0.031761456,38.45,1019,,5.7158866,2303.6409,1.7311683e-10,3.6937176e-11,1.958344e-12,4.320583e-13,PowerLaw,3.326351e-14,7.09902e-15,2.1686711,0.16490938,3.5212837e-14,8.871717e-15,2.122964,0.2148951,0.04581871,0.45371884,3.501342e-14,8.263749e-15,1.9913949,0.34322965,0.0008258132,0.0014857249,0.6666667,0.6495135,238.33759,8.312982,0.24144098,0.4423524,bll,0,9.990147598060162e-11,8.925178929253264e-10,6.175403938213364e-11,4.771211203902226e-11,1.2059935515507103e-11,5.604230127337099e-18,AGN,Non-PSR
139,4FGL J0042.2+2319,0.025100801,0.02257222,-34.37,374,,12.997248,1287.5764,4.2173687e-10,4.683118e-11,5.0766787e-12,5.272522e-13,PowerLaw,3.0546434e-13,3.14025e-14,2.2886279,0.08231812,3.5802717e-13,4.388581e-14,2.1724327,0.13732837,0.1550656,2.1565094,3.4491127e-13,4.052185e-14,1.8685547,0.26392788,0.0034131664,0.0021531116,0.6666667,2.2488708,659.99384,14.183247,0.31572813,0.16042389,fsrq,0,1.0467118843763071e-13,1.4469265785521657e-09,3.570064244229343e-10,8.076643520649185e-11,1.4550995824924584e-11,3.5412036127780583e-16,AGN,Non-PSR
141,4FGL J0043.5-0442,0.03620189,0.028862836,17.74,1290,,7.2558775,4035.9543,1.9377369e-10,4.247228e-11,2.1978923e-12,4.6101984e-13,PowerLaw,1.2282866e-14,2.5754577e-15,1.9474424,0.16024956,1.2191478e-14,2.9958922e-15,1.9539131,0.17463587,-0.005116315,0.07442748,1.2753779e-14,2.8556083e-15,1.8365096,0.27199125,0.0002857169,0.0006048264,0.6666667,0.47057956,160.67255,10.8568125,0.20206277,0.5719606,bll,0,1.7625721326908206e-08,4.3726816612021935e-10,1.0017647128490736e-10,4.682538384814805e-11,1.5237491823860694e-11,1.0894878749168058e-11,AGN,Non-PSR
143,4FGL J0043.7-1116,0.044836074,0.034413382,-49.54,902,,8.541922,2769.7268,2.4335814e-10,4.043498e-11,2.7814602e-12,4.817193e-13,PowerLaw,3.212186e-14,5.3379512e-15,1.9280754,0.11687321,3.9455818e-14,7.761305e-15,1.7339464,0.22362593,0.17431204,1.7606484,3.7923115e-14,7.224062e-15,1.3688222,0.4107596,0.0023793713,0.001848703,0.6666667,1.9471327,205.48772,11.312284,0.4147555,0.25684872,bll,0,2.0837606813650655e-12,3.492389710757493e-10,1.6052975615465925e-10,7.449423022887203e-11,1.4857452074190647e-11,4.155633736430131e-12,AGN,Non-PSR
144,4FGL J0043.8+3425,0.0094359275,0.0090042185,-37.93,211,,51.227177,1231.2299,2.6626923e-09,1.02901146e-10,2.6190843e-11,1.2792058e-12,LogParabola,1.6045006e-12,5.7240745e-14,1.9415438,0.024852486,1.6979302e-12,6.7400987e-14,1.8540558,0.038734417,0.0495541,3.260145,1.6494946e-12,6.2131825e-14,1.791599,0.049404707,0.0007228024,0.00022387068,0.6666667,3.8458686,2178.3489,190.25136,0.50410265,0.13991658,fsrq,0,2.3948764846237758e-11,5.180274431637599e-09,1.6060092145053773e-09,7.048595596081952e-10,1.7419207742896958e-10,6.510555983219035e-11,AGN,Non-PSR
145,4FGL J0044.2-8424,0.045267783,0.036880292,-79.65,424,,7.0204406,836.88025,2.2338661e-10,3.974131e-11,3.815787e-12,6.316288e-13,PowerLaw,5.7457294e-13,8.4930374e-14,2.6145027,0.12475396,5.533034e-13,1.0248724e-13,2.6341603,0.12503764,-0.02307216,0.31506604,5.815601e-13,9.297817e-14,2.5768747,0.2141908,0.00034647115,0.0015896601,0.6666667,0.17527294,600.56006,37.87695,0.75520754,0.25305226,fsrq,0,1.2046587727354563e-08,1.2403120752679797e-09,2.383047092990864e-10,1.274364294645558e-11,1.256926073639475e-11,1.2062392384545558e-16,AGN,Non-PSR
