,GLON,GLAT,proba_AGN,proba_PSR,label
10,119.10994,6.235327,0.012893400428726443,0.9871065995712736,PSRlike
76,138.82658,-6.920497,0.0739611727708408,0.9260388272291592,PSRlike
91,191.49574,-52.37003,0.05494713611558566,0.9450528638844143,PSRlike
123,247.90213,-46.22139,0.09685039430791353,0.9031496056920865,PSRlike
170,173.27489,2.937252,0.01393640068260027,0.9860635993173997,PSRlike
186,204.73898,-11.639255,0.030558813050765243,0.9694411869492348,PSRlike
191,188.98703,0.89292365,0.01665800599993028,0.9833419940000697,PSRlike
253,245.78331,-1.2766964,0.025799113139056362,0.9742008868609436,PSRlike
256,233.95619,7.613154,0.08041307463487057,0.9195869253651294,PSRlike
262,269.94894,-13.209603,0.013998337061657096,0.9860016629383429,PSRlike
286,263.30222000000003,0.96051556,0.024407095604805695,0.9755929043951943,PSRlike
288,263.97552,1.0717627,0.006432584866521207,0.9935674151334788,PSRlike
294,265.09625,1.4603136,0.04915428722760673,0.9508457127723933,PSRlike
300,248.87865,17.182617,0.0853962819075198,0.9146037180924802,PSRlike
314,282.24362,-7.907418300000002,0.07973754507295616,0.9202624549270438,PSRlike
328,251.90317,29.602777000000003,0.016603444754977215,0.9833965552450228,PSRlike
336,282.71994,-1.0395072,0.04517750115088637,0.9548224988491136,PSRlike
351,284.4052,0.022287028,0.005938803455395325,0.9940611965446047,PSRlike
365,287.85458,-0.16667179999999998,0.00402784842786863,0.9959721515721314,PSRlike
372,289.73248,-1.0710026,0.0036440654275129436,0.9963559345724871,PSRlike
389,276.49228,36.05591,0.01320410260449778,0.9867958973955022,PSRlike
398,293.2994,-0.6798978,0.0071189716585837726,0.9928810283414162,PSRlike
406,296.6034,-0.5804385999999999,0.07158592596620772,0.9284140740337923,PSRlike
410,297.29086,0.59096277,0.018429687159297936,0.9815703128407021,PSRlike
424,298.26797,-0.33482808,0.0021644584343981643,0.9978355415656018,PSRlike
445,299.7743,11.483131,0.023458358601041618,0.9765416413989584,PSRlike
446,300.85855,-2.4016714,0.01675589700561897,0.983244102994381,PSRlike
467,304.97964,0.40559182,0.04369892559347699,0.956301074406523,PSRlike
473,305.8591600000001,-0.55519617,0.01462332773077235,0.9853766722692276,PSRlike
481,307.18915,0.04495845,0.014258283300109253,0.9857417166998907,PSRlike
486,308.88287,5.419637000000002,0.03725997577938145,0.9627400242206186,PSRlike
511,311.1162,-0.88337934,0.0012923936096813637,0.9987076063903186,PSRlike
514,311.6595,0.2836073,0.07881840255812356,0.9211815974418764,PSRlike
552,316.8286,0.11439446,0.006419697778133782,0.9935803022218662,PSRlike
553,317.8428,1.5231397,0.02610565066759596,0.973894349332404,PSRlike
563,318.95035,0.029016169,0.04105454601099856,0.9589454539890014,PSRlike
565,318.81912,-0.7763034000000001,0.002609431581431232,0.9973905684185688,PSRlike
606,338.7878,17.532059,0.007237180053985548,0.9927628199460145,PSRlike
607,327.5067,2.5558697999999995,0.08772220822913124,0.9122777917708688,PSRlike
610,4.0895470000000005,38.886776,0.04115310913420267,0.9588468908657973,PSRlike
635,331.0090600000001,-0.22677961,0.005338638606827817,0.9946613613931722,PSRlike
637,331.52353,-0.03662832,0.014683181685056335,0.9853168183149437,PSRlike
646,330.4759,-2.1694973,0.05681550229222021,0.9431844977077798,PSRlike
647,332.9368,0.3726569000000001,0.006686429760664692,0.9933135702393353,PSRlike
650,332.8082,-0.38626578,0.0034386372696021406,0.9965613627303979,PSRlike
668,337.098,2.5854235,0.017691762800533528,0.9823082371994665,PSRlike
675,52.983753,43.236767,0.07069182175959865,0.9293081782404014,PSRlike
676,334.8154600000001,-0.35898736,0.004517078586157686,0.9954829214138423,PSRlike
704,358.16394,14.909766,0.020825380574314822,0.9791746194256852,PSRlike
707,340.27917,-0.29197544,0.008216333187743174,0.9917836668122568,PSRlike
708,340.6873,0.03385913,0.09031615535342818,0.9096838446465718,PSRlike
709,351.98468,9.211561,0.04774803416259854,0.9522519658374015,PSRlike
710,341.1548,0.038772736,0.00548589232805019,0.9945141076719498,PSRlike
714,340.56934,-0.7372194999999999,0.04465310593853766,0.9553468940614623,PSRlike
722,354.99774,9.677605,0.010727469563606373,0.9892725304363936,PSRlike
731,343.5388,-0.1971766,0.01788046172150559,0.9821195382784944,PSRlike
742,347.12744,1.362518,0.0035076094161619054,0.9964923905838381,PSRlike
757,354.9073,5.6433907,0.009010527309972316,0.9909894726900277,PSRlike
763,352.65103,3.0092595,0.04248969720655038,0.9575103027934496,PSRlike
769,347.2793,-1.4577785,0.05743897941632681,0.9425610205836732,PSRlike
772,345.82043,-2.828351,0.033309338455834725,0.9666906615441653,PSRlike
786,356.50696,3.1954992,0.0034219370360271117,0.9965780629639729,PSRlike
796,352.1822,-0.58660406,0.036113436241341446,0.9638865637586586,PSRlike
799,358.44318,3.222738,0.013174600170026696,0.9868253998299733,PSRlike
803,357.961,2.6689675,0.06405227805505609,0.9359477219449439,PSRlike
804,19.738018,15.995311,0.016621591242567568,0.9833784087574324,PSRlike
812,2.3330402,4.6021056,0.0772774675474438,0.9227225324525562,PSRlike
813,4.2175026,5.7212086,0.053721980578491646,0.9462780194215084,PSRlike
815,359.25204,2.387382,0.01221028629976717,0.9877897137002328,PSRlike
822,355.1656,-0.9340401,0.038175248535358475,0.9618247514646415,PSRlike
826,356.04126,-0.7371542,0.02819092863488748,0.9718090713651125,PSRlike
832,359.6056200000001,1.2714207,0.004262635017248884,0.9957373649827511,PSRlike
837,1.3564243,2.104205,0.001222980632525128,0.9987770193674749,PSRlike
840,357.49606,-0.50033474,0.0019480564363959507,0.998051943563604,PSRlike
842,0.75579417,1.49274,0.006274080132786297,0.9937259198672137,PSRlike
853,11.011719,6.905913000000001,0.07830933279263008,0.9216906672073699,PSRlike
854,356.13705,-2.1874065,0.003494477206133384,0.9965055227938666,PSRlike
861,354.8895,-3.462644,0.006110980087004836,0.9938890199129952,PSRlike
867,0.16780199,-0.6043984,0.006354954989141959,0.993645045010858,PSRlike
869,5.083654,2.187343,0.038474895573962,0.961525104426038,PSRlike
873,10.502744,5.017613,0.0689487978358897,0.9310512021641103,PSRlike
881,359.3042,-2.221519,0.009533635561070453,0.9904663644389295,PSRlike
897,0.55921715,-2.8130813,0.017615159604226438,0.9823848403957736,PSRlike
905,0.8087629,-3.2128398,0.009498920132152033,0.990501079867848,PSRlike
910,3.898164,-1.6982886,0.06099975486130693,0.9390002451386931,PSRlike
913,3.63375,-2.1069481,0.024285101703961698,0.9757148982960383,PSRlike
921,12.684019,2.6468976000000004,0.025405614306082347,0.9745943856939177,PSRlike
923,1.8303868000000003,-3.54446,0.01993235162935547,0.9800676483706445,PSRlike
924,17.335625,5.1114254,0.02849812216377645,0.9715018778362235,PSRlike
927,355.66232,-7.2373652,0.003885171139010435,0.9961148288609896,PSRlike
933,16.801014000000002,3.651858,0.02249943405902488,0.9775005659409751,PSRlike
935,358.0455,-6.725435000000001,0.0013794577574152145,0.9986205422425848,PSRlike
941,0.9503426,-5.60056,0.09627055536609785,0.9037294446339021,PSRlike
947,7.560401400000001,-2.459222,0.0009625920009183053,0.9990374079990817,PSRlike
972,17.006307999999994,1.0213873,0.005874305555402803,0.9941256944445972,PSRlike
977,15.388777,-0.0011248644,0.05614451293423939,0.9438554870657606,PSRlike
983,15.591742000000002,-0.25535610000000003,0.004714324918537405,0.9952856750814626,PSRlike
993,24.167805,3.1016934,0.06664151766655246,0.9333584823334475,PSRlike
999,19.398073,-0.058210082,0.02304635383640996,0.97695364616359,PSRlike
1015,23.455944,-0.07172557,0.0014682661519139772,0.998531733848086,PSRlike
1016,36.54833,6.634506699999998,0.06230145759686612,0.9376985424031339,PSRlike
1018,23.937635,-0.013645585,0.003762311590000844,0.9962376884099992,PSRlike
1023,26.710873,0.56137925,0.08508491406370877,0.9149150859362912,PSRlike
1027,26.325148,0.24996662,0.006667669024962075,0.9933323309750379,PSRlike
1031,21.310928,-2.8786254,0.004395176748088536,0.9956048232519115,PSRlike
1039,33.983227,2.3289466,0.017032661102625912,0.9829673388973741,PSRlike
1044,30.947845,0.16072634,0.022310287819707786,0.9776897121802922,PSRlike
1063,26.526712,-4.3513784000000015,0.03089298550777786,0.9691070144922221,PSRlike
1068,34.43025,-0.8492683000000001,0.0284123265487225,0.9715876734512775,PSRlike
1069,34.60583,-0.8258564,0.0888161784485958,0.9111838215514042,PSRlike
1071,37.17024,0.3096627,0.006691672887503941,0.9933083271124961,PSRlike
1083,39.02515,0.47065985,0.004080840410605857,0.9959191595893941,PSRlike
1088,38.446926,-0.2154043,0.007852550092585231,0.9921474499074148,PSRlike
1104,42.199318,-0.077988505,0.02188113948507664,0.9781188605149234,PSRlike
1105,33.553467,-4.571059,0.03550380023451649,0.9644961997654835,PSRlike
1112,47.192554,1.4726971000000002,0.014139502872979937,0.9858604971270201,PSRlike
1118,46.154778,0.15400662,0.007934371805895069,0.9920656281941049,PSRlike
1122,47.87485,-0.08241083,0.0152178904119038,0.9847821095880962,PSRlike
1124,48.31967,-0.19169088,0.020460198666475415,0.9795398013335246,PSRlike
1126,49.68317,0.056882706,0.008031840554334146,0.9919681594456659,PSRlike
1128,49.350166,-0.20529965,0.005224422569222287,0.9947755774307777,PSRlike
1131,50.43136,-0.3215586,0.019621204242022183,0.9803787957579778,PSRlike
1135,52.47954,-0.79363585,0.02271560749180057,0.9772843925081994,PSRlike
1140,55.22214,-0.77151924,0.03062530887189574,0.9693746911281043,PSRlike
1154,62.12005,-0.6483833999999999,0.05320571458510359,0.9467942854148964,PSRlike
1156,63.011917,-0.27080056,0.014931072033497417,0.9850689279665026,PSRlike
1183,358.23254,-35.488316,0.09931375116820906,0.9006862488317909,PSRlike
1191,81.52714,0.5427818,0.008603414717445412,0.9913965852825546,PSRlike
1201,351.6291,-38.283665,0.03954773994076488,0.9604522600592351,PSRlike
1211,84.98775,0.08970383,0.02355628655067199,0.976443713449328,PSRlike
1221,87.651054,-0.3190013,0.020207429584615078,0.9797925704153849,PSRlike
